iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,152,45,1,,408.0,901.1660978794098,,,,,,,,,
2,10.0,152,45,3,,464.0,902.5049819946289,,,,,,,,,
3,15.0,152,45,4,,524.0,901.0442161560059,,,,,,,,,
4,20.0,152,45,5,,585.0,901.2651219367981,,,,,,,,,
5,25.0,152,45,6,,620.0,902.0060179233551,,,,,,,,,
6,30.0,152,45,8,,652.0,901.8331232070923,,,,,,,,,
7,35.0,152,45,10,,686.0,900.5619561672211,,,,,,,,,
8,40.0,152,45,11,,703.0,901.6201717853546,,,,,,,,,
9,45.0,152,45,13,,723.0,902.5150671005249,,,,,,,,,
10,50.0,152,45,14,,739.0,901.7128381729126,,,,,,,,,
11,55.0,152,45,16,,759.0,900.3528800010681,,,,,,,,,
12,60.0,152,45,18,,772.0,900.2303779125214,,,,,,,,,
13,65.0,152,45,20,,787.0,903.0641860961914,,,,,,,,,
14,70.0,152,45,22,,803.0,903.6801989078522,,,,,,,,,
15,75.0,152,45,24,,812.0,903.7398002147675,,,,,,,,,
16,80.0,152,45,26,,822.0,900.576611995697,,,,,,,,,
17,85.0,152,45,27,,827.0,901.6955580711365,,,,,,,,,
18,90.0,152,45,29,,835.0,903.8108820915222,,,,,,,,,
19,95.0,152,45,31,,843.0,900.5463581085205,,,,,,,,,
20,100.0,152,45,32,,847.0,902.3555731773376,,,,,,,,,
21,105.0,152,45,34,,855.0,902.4203159809113,,,,,,,,,
22,110.0,152,45,36,,863.0,901.8669481277466,,,,,,,,,
23,115.0,152,45,37,,867.0,901.2090268135071,,,,,,,,,
24,120.0,152,45,39,,875.0,900.157219171524,,,,,,,,,
25,125.0,152,45,41,,883.0,903.2119998931885,,,,,,,,,
26,130.0,152,45,42,,887.0,902.1809799671173,,,,,,,,,
27,135.0,152,45,43,,891.0,902.0452151298523,,,,,,,,,
28,140.0,152,45,45,all_positive_profit_blocks,899.0,903.1794769763947,,,,,,,,,
