iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,517,39,1,,1360.0,915.5465080738068,,,,,,,,,
2,10.0,517,39,3,,1416.0,905.9571430683136,,,,,,,,,
3,15.0,517,39,4,,1465.0,911.8730459213257,,,,,,,,,
4,20.0,517,39,5,,1483.0,903.2642269134521,,,,,,,,,
5,25.0,517,39,7,,1505.0,915.6171128749847,,,,,,,,,
6,30.0,517,39,8,,1519.0,904.8772161006927,,,,,,,,,
7,35.0,517,39,10,,1534.0,904.0690379142761,,,,,,,,,
8,40.0,517,39,11,,1547.0,906.7008850574493,,,,,,,,,
9,45.0,517,39,13,,1558.0,915.6609661579132,,,,,,,,,
10,50.0,517,39,14,,1569.0,913.8353409767151,,,,,,,,,
11,55.0,517,39,16,,1579.0,912.1541330814362,,,,,,,,,
12,60.0,517,39,17,,1582.0,904.2153868675232,,,,,,,,,
13,65.0,517,39,17,,1591.0,905.0341110229492,,,,,,,,,
14,70.0,517,39,18,,1600.0,913.2027359008789,,,,,,,,,
15,75.0,517,39,20,,1608.0,915.9687111377716,,,,,,,,,
16,80.0,517,39,21,,1613.0,918.0639450550079,,,,,,,,,
17,85.0,517,39,23,,1621.0,914.8843750953674,,,,,,,,,
18,90.0,517,39,23,,1622.0,905.1839270591736,,,,,,,,,
19,95.0,517,39,25,,1632.0,904.1105139255524,,,,,,,,,
20,100.0,517,39,26,,1636.0,905.9564199447632,,,,,,,,,
21,105.0,517,39,27,,1640.0,902.7920138835907,,,,,,,,,
22,110.0,517,39,29,,1646.0,907.3508720397949,,,,,,,,,
23,115.0,517,39,30,,1652.0,914.8178899288177,,,,,,,,,
24,120.0,517,39,30,,1654.0,907.5132179260254,,,,,,,,,
25,125.0,517,39,31,,1659.0,918.3433408737183,,,,,,,,,
26,130.0,517,39,32,,1663.0,901.3371539115906,,,,,,,,,
27,135.0,517,39,34,,1667.0,906.8754308223724,,,,,,,,,
28,140.0,517,39,34,,1671.0,904.7527859210968,,,,,,,,,
29,145.0,517,39,35,,1676.0,917.771301984787,,,,,,,,,
30,150.0,517,39,35,,1676.0,911.4290850162506,,,,,,,,,
31,155.0,517,39,37,,1683.0,912.6433510780334,,,,,,,,,
32,160.0,517,39,38,,1687.0,913.1814730167389,,,,,,,,,
33,165.0,517,39,39,all_positive_profit_blocks,1688.0,911.0400350093842,,,,,,,,,
