iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,517,57,1,,2170.0,918.29611992836,,,,,,,,,
2,10.0,517,57,3,,2246.0,909.6370182037354,,,,,,,,,
3,15.0,517,57,5,,2304.0,908.6403150558472,,,,,,,,,
4,20.0,517,57,6,,2325.0,904.4024770259857,,,,,,,,,
5,25.0,517,57,8,,2350.0,906.5849950313568,,,,,,,,,
6,30.0,517,57,9,,2373.0,902.8876490592957,,,,,,,,,
7,35.0,517,57,11,,2393.0,918.0644090175629,,,,,,,,,
8,40.0,517,57,12,,2409.0,908.5493040084839,,,,,,,,,
9,45.0,517,57,14,,2425.0,906.428719997406,,,,,,,,,
10,50.0,517,57,15,,2441.0,909.6268498897552,,,,,,,,,
11,55.0,517,57,16,,2451.0,905.3246719837189,,,,,,,,,
12,60.0,517,57,18,,2464.0,901.0479431152344,,,,,,,,,
13,65.0,517,57,21,,2479.0,918.1655149459839,,,,,,,,,
14,70.0,517,57,22,,2488.0,906.844869852066,,,,,,,,,
15,75.0,517,57,22,,2490.0,907.032735824585,,,,,,,,,
16,80.0,517,57,22,,2495.0,909.6119952201843,,,,,,,,,
17,85.0,517,57,23,,2503.0,909.0629460811615,,,,,,,,,
18,90.0,517,57,24,,2509.0,904.7414939403534,,,,,,,,,
19,95.0,517,57,25,,2519.0,909.6099529266357,,,,,,,,,
20,100.0,517,57,26,,2525.0,911.5735890865326,,,,,,,,,
21,105.0,517,57,27,,2529.0,910.5167841911316,,,,,,,,,
22,110.0,517,57,29,,2535.0,910.8385169506073,,,,,,,,,
23,115.0,517,57,31,,2546.0,907.1108229160309,,,,,,,,,
24,120.0,517,57,31,,2547.0,906.0669858455658,,,,,,,,,
25,125.0,517,57,34,,2556.0,912.1447288990021,,,,,,,,,
26,130.0,517,57,34,,2560.0,906.914901971817,,,,,,,,,
27,135.0,517,57,35,,2566.0,909.2269101142883,,,,,,,,,
28,140.0,517,57,35,,2566.0,906.7216651439667,,,,,,,,,
29,145.0,517,57,37,,2572.0,905.9186220169067,,,,,,,,,
30,150.0,517,57,37,,2574.0,908.330778837204,,,,,,,,,
31,155.0,517,57,40,,2587.0,907.2206628322601,,,,,,,,,
32,160.0,517,57,40,,2589.0,907.5284750461578,,,,,,,,,
33,165.0,517,57,41,,2594.0,903.4973859786987,,,,,,,,,
34,170.0,517,57,41,,2594.0,904.7560350894928,,,,,,,,,
35,175.0,517,57,42,,2597.0,911.7868909835815,,,,,,,,,
36,180.0,517,57,44,,2605.0,903.2015099525452,,,,,,,,,
37,185.0,517,57,45,,2608.0,909.8276209831238,,,,,,,,,
38,190.0,517,57,45,,2610.0,909.9861450195312,,,,,,,,,
39,195.0,517,57,47,,2617.0,909.0343408584595,,,,,,,,,
40,200.0,517,57,47,,2617.0,901.5666980743408,,,,,,,,,
41,205.0,517,57,48,,2621.0,902.996474981308,,,,,,,,,
42,210.0,517,57,48,,2623.0,905.7881419658661,,,,,,,,,
43,215.0,517,57,49,,2628.0,904.117662191391,,,,,,,,,
44,220.0,517,57,51,,2635.0,906.5668759346008,,,,,,,,,
45,225.0,517,57,51,,2636.0,906.557981967926,,,,,,,,,
46,230.0,517,57,52,,2636.0,907.9800288677216,,,,,,,,,
47,235.0,517,57,54,,2644.0,904.8412699699402,,,,,,,,,
48,240.0,517,57,56,,2644.0,909.0188889503479,,,,,,,,,
49,245.0,517,57,55,,2644.0,902.2902960777283,,,,,,,,,
50,250.0,517,57,58,all_positive_profit_blocks,2656.0,916.6430881023407,,,,,,,,,
