iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,517,64,1,,3690.0,905.7656049728394,,,,,,,,,
2,10.0,517,64,3,,3778.0,909.9384021759033,,,,,,,,,
3,15.0,517,64,4,,3833.0,917.1541109085083,,,,,,,,,
4,20.0,517,64,6,,3877.0,910.9201700687408,,,,,,,,,
5,25.0,517,64,8,,3912.0,904.1351220607758,,,,,,,,,
6,30.0,517,64,9,,3943.0,912.5648758411407,,,,,,,,,
7,35.0,517,64,11,,3969.0,909.5818150043488,,,,,,,,,
8,40.0,517,64,13,,3987.0,904.1793401241302,,,,,,,,,
9,45.0,517,64,14,,3999.0,908.6428918838501,,,,,,,,,
10,50.0,517,64,15,,4017.0,905.3431611061096,,,,,,,,,
11,55.0,517,64,16,,4027.0,905.726026058197,,,,,,,,,
12,60.0,517,64,18,,4042.0,907.4879920482635,,,,,,,,,
13,65.0,517,64,19,,4055.0,914.2200169563293,,,,,,,,,
14,70.0,517,64,20,,4065.0,904.4457161426544,,,,,,,,,
15,75.0,517,64,22,,4076.0,901.0165069103241,,,,,,,,,
16,80.0,517,64,23,,4079.0,915.9224741458893,,,,,,,,,
17,85.0,517,64,24,,4091.0,905.3963859081268,,,,,,,,,
18,90.0,517,64,25,,4097.0,910.8288679122925,,,,,,,,,
19,95.0,517,64,26,,4106.0,912.3263850212097,,,,,,,,,
20,100.0,517,64,26,,4109.0,902.3197948932648,,,,,,,,,
21,105.0,517,64,26,,4119.0,900.5527100563049,,,,,,,,,
22,110.0,517,64,28,,4126.0,918.2002289295197,,,,,,,,,
23,115.0,517,64,30,,4134.0,905.6221089363098,,,,,,,,,
24,120.0,517,64,30,,4139.0,904.7775919437408,,,,,,,,,
25,125.0,517,64,31,,4142.0,904.3256440162659,,,,,,,,,
26,130.0,517,64,33,,4149.0,912.6317789554596,,,,,,,,,
27,135.0,517,64,35,,4154.0,903.0912630558014,,,,,,,,,
28,140.0,517,64,35,,4162.0,900.020998954773,,,,,,,,,
29,145.0,517,64,36,,4166.0,912.7914900779724,,,,,,,,,
30,150.0,517,64,37,,4170.0,914.3655700683594,,,,,,,,,
31,155.0,517,64,39,,4179.0,912.356470823288,,,,,,,,,
32,160.0,517,64,39,,4180.0,914.7448790073395,,,,,,,,,
33,165.0,517,64,39,,4181.0,907.0627200603485,,,,,,,,,
34,170.0,517,64,41,,4190.0,908.9046449661255,,,,,,,,,
35,175.0,517,64,44,,4194.0,903.3172988891602,,,,,,,,,
36,180.0,517,64,43,,4197.0,910.7484760284424,,,,,,,,,
37,185.0,517,64,44,,4202.0,904.8450288772583,,,,,,,,,
38,190.0,517,64,46,,4211.0,903.0080411434174,,,,,,,,,
39,195.0,517,64,46,,4212.0,906.9674079418182,,,,,,,,,
40,200.0,517,64,47,,4216.0,909.7993140220642,,,,,,,,,
41,205.0,517,64,50,,4222.0,907.1149210929871,,,,,,,,,
42,210.0,517,64,49,,4221.0,906.5256059169769,,,,,,,,,
43,215.0,517,64,49,,4226.0,905.2325990200043,,,,,,,,,
44,220.0,517,64,53,,4232.0,902.9530730247498,,,,,,,,,
45,225.0,517,64,52,,4231.0,903.2534320354462,,,,,,,,,
46,230.0,517,64,53,,4243.0,917.6443319320679,,,,,,,,,
47,235.0,517,64,54,,4242.0,906.6618099212646,,,,,,,,,
48,240.0,517,64,55,,4244.0,904.0425281524658,,,,,,,,,
49,245.0,517,64,56,,4243.0,901.9246110916138,,,,,,,,,
50,250.0,517,64,57,,4258.0,915.312826871872,,,,,,,,,
51,255.0,517,64,59,,4262.0,907.5523688793182,,,,,,,,,
52,260.0,517,64,59,,4267.0,906.8455560207367,,,,,,,,,
53,265.0,517,64,60,,4268.0,909.8651630878448,,,,,,,,,
54,270.0,517,64,60,,4272.0,909.0322189331055,,,,,,,,,
55,275.0,517,64,61,,4276.0,910.4176390171051,,,,,,,,,
56,280.0,517,64,62,,4275.0,912.5162250995636,,,,,,,,,
57,285.0,517,64,65,all_positive_profit_blocks,4280.0,915.8127880096436,,,,,,,,,
