iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,443,40,1,,1360.0,902.4198839664459,,,,,,,,,
2,10.0,443,40,3,,1424.0,913.0433390140533,,,,,,,,,
3,15.0,443,40,5,,1469.0,907.5539882183075,,,,,,,,,
4,20.0,443,40,6,,1494.0,900.7525041103363,,,,,,,,,
5,25.0,443,40,8,,1509.0,916.06112408638,,,,,,,,,
6,30.0,443,40,9,,1523.0,914.7379930019379,,,,,,,,,
7,35.0,443,40,10,,1536.0,907.6044709682465,,,,,,,,,
8,40.0,443,40,12,,1549.0,900.4649860858917,,,,,,,,,
9,45.0,443,40,13,,1555.0,910.5975189208984,,,,,,,,,
10,50.0,443,40,15,,1565.0,903.7617070674896,,,,,,,,,
11,55.0,443,40,17,,1574.0,912.3926968574524,,,,,,,,,
12,60.0,443,40,19,,1582.0,909.2756769657135,,,,,,,,,
13,65.0,443,40,20,,1588.0,910.8279628753662,,,,,,,,,
14,70.0,443,40,21,,1592.0,905.3247950077057,,,,,,,,,
15,75.0,443,40,23,,1599.0,901.5292580127716,,,,,,,,,
16,80.0,443,40,24,,1603.0,911.2328941822052,,,,,,,,,
17,85.0,443,40,26,,1611.0,902.7331440448761,,,,,,,,,
18,90.0,443,40,26,,1615.0,903.8597149848938,,,,,,,,,
19,95.0,443,40,28,,1621.0,903.9528110027313,,,,,,,,,
20,100.0,443,40,28,,1623.0,905.6207780838013,,,,,,,,,
21,105.0,443,40,30,,1632.0,910.1820549964905,,,,,,,,,
22,110.0,443,40,31,,1635.0,909.3254969120026,,,,,,,,,
23,115.0,443,40,33,,1642.0,916.3051769733429,,,,,,,,,
24,120.0,443,40,34,,1647.0,916.6305749416351,,,,,,,,,
25,125.0,443,40,34,,1648.0,900.549772977829,,,,,,,,,
26,130.0,443,40,35,,1653.0,912.2303409576416,,,,,,,,,
27,135.0,443,40,36,,1657.0,917.1167237758636,,,,,,,,,
28,140.0,443,40,38,,1665.0,913.9003698825836,,,,,,,,,
29,145.0,443,40,39,,1669.0,913.7007629871368,,,,,,,,,
30,150.0,443,40,39,,1669.0,915.5603659152985,,,,,,,,,
31,155.0,443,40,39,,1669.0,901.719288110733,,,,,,,,,
32,160.0,443,40,40,all_positive_profit_blocks,1673.0,903.6254119873047,,,,,,,,,
