iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,443,63,1,,3690.0,913.0949931144714,,,,,,,,,
2,10.0,443,63,3,,3820.0,900.610267162323,,,,,,,,,
3,15.0,443,63,5,,3873.0,901.675861120224,,,,,,,,,
4,20.0,443,63,6,,3930.0,909.5764570236206,,,,,,,,,
5,25.0,443,63,8,,3966.0,909.847617149353,,,,,,,,,
6,30.0,443,63,10,,3994.0,901.6935389041901,,,,,,,,,
7,35.0,443,63,11,,4010.0,915.7308588027954,,,,,,,,,
8,40.0,443,63,12,,4029.0,910.3268640041351,,,,,,,,,
9,45.0,443,63,14,,4046.0,901.1135590076447,,,,,,,,,
10,50.0,443,63,15,,4067.0,911.440279006958,,,,,,,,,
11,55.0,443,63,16,,4077.0,903.2131400108337,,,,,,,,,
12,60.0,443,63,18,,4092.0,917.4550819396973,,,,,,,,,
13,65.0,443,63,18,,4104.0,904.132406949997,,,,,,,,,
14,70.0,443,63,20,,4118.0,917.4634749889374,,,,,,,,,
15,75.0,443,63,22,,4137.0,909.509889125824,,,,,,,,,
16,80.0,443,63,22,,4140.0,904.6092021465302,,,,,,,,,
17,85.0,443,63,23,,4148.0,907.1587798595428,,,,,,,,,
18,90.0,443,63,25,,4157.0,902.8357579708099,,,,,,,,,
19,95.0,443,63,26,,4169.0,901.6838920116425,,,,,,,,,
20,100.0,443,63,28,,4180.0,910.1783139705658,,,,,,,,,
21,105.0,443,63,29,,4187.0,903.3728771209717,,,,,,,,,
22,110.0,443,63,31,,4196.0,913.5383749008179,,,,,,,,,
23,115.0,443,63,32,,4198.0,912.5772550106049,,,,,,,,,
24,120.0,443,63,32,,4199.0,901.0215508937836,,,,,,,,,
25,125.0,443,63,34,,4210.0,907.0773758888245,,,,,,,,,
26,130.0,443,63,35,,4215.0,904.9822340011597,,,,,,,,,
27,135.0,443,63,37,,4222.0,900.4412100315094,,,,,,,,,
28,140.0,443,63,38,,4227.0,908.67240691185,,,,,,,,,
29,145.0,443,63,38,,4227.0,902.4156110286713,,,,,,,,,
30,150.0,443,63,40,,4232.0,915.2973811626434,,,,,,,,,
31,155.0,443,63,41,,4239.0,904.0091750621796,,,,,,,,,
32,160.0,443,63,41,,4242.0,903.001946926117,,,,,,,,,
33,165.0,443,63,43,,4251.0,909.4670560359955,,,,,,,,,
34,170.0,443,63,44,,4255.0,913.668065071106,,,,,,,,,
35,175.0,443,63,44,,4256.0,914.8957099914551,,,,,,,,,
36,180.0,443,63,46,,4264.0,902.1820719242096,,,,,,,,,
37,185.0,443,63,48,,4271.0,912.9001851081848,,,,,,,,,
38,190.0,443,63,49,,4272.0,903.780916929245,,,,,,,,,
39,195.0,443,63,51,,4280.0,913.5305399894714,,,,,,,,,
40,200.0,443,63,50,,4280.0,900.2541949748993,,,,,,,,,
41,205.0,443,63,50,,4281.0,905.3826360702515,,,,,,,,,
42,210.0,443,63,52,,4286.0,913.6996219158173,,,,,,,,,
43,215.0,443,63,52,,4289.0,910.3118350505829,,,,,,,,,
44,220.0,443,63,54,,4293.0,906.5531208515167,,,,,,,,,
45,225.0,443,63,55,,4298.0,906.3479688167572,,,,,,,,,
46,230.0,443,63,57,,4301.0,902.5290279388428,,,,,,,,,
47,235.0,443,63,57,,4308.0,901.5110018253326,,,,,,,,,
48,240.0,443,63,60,,4317.0,913.4076251983643,,,,,,,,,
49,245.0,443,63,59,,4317.0,913.1072700023651,,,,,,,,,
50,250.0,443,63,61,,4321.0,900.9650368690491,,,,,,,,,
51,255.0,443,63,61,,4322.0,907.8945631980896,,,,,,,,,
52,260.0,443,63,61,,4326.0,911.3641309738159,,,,,,,,,
53,265.0,443,63,62,,4330.0,910.8678500652313,,,,,,,,,
54,270.0,443,63,65,all_positive_profit_blocks,4334.0,911.091255903244,,,,,,,,,
