iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,443,56,1,,2170.0,902.7681639194489,,,,,,,,,
2,10.0,443,56,3,,2271.0,916.4864089488983,,,,,,,,,
3,15.0,443,56,5,,2329.0,915.7749898433685,,,,,,,,,
4,20.0,443,56,6,,2357.0,902.8839008808136,,,,,,,,,
5,25.0,443,56,8,,2389.0,907.4726870059967,,,,,,,,,
6,30.0,443,56,10,,2411.0,913.8467109203339,,,,,,,,,
7,35.0,443,56,11,,2427.0,910.2409420013428,,,,,,,,,
8,40.0,443,56,13,,2445.0,913.464369058609,,,,,,,,,
9,45.0,443,56,14,,2461.0,900.5781908035278,,,,,,,,,
10,50.0,443,56,15,,2471.0,903.5076620578766,,,,,,,,,
11,55.0,443,56,17,,2487.0,900.552325963974,,,,,,,,,
12,60.0,443,56,18,,2495.0,911.3351080417633,,,,,,,,,
13,65.0,443,56,19,,2509.0,900.6545889377594,,,,,,,,,
14,70.0,443,56,21,,2522.0,906.8816618919373,,,,,,,,,
15,75.0,443,56,22,,2530.0,908.576945066452,,,,,,,,,
16,80.0,443,56,23,,2534.0,914.2844130992889,,,,,,,,,
17,85.0,443,56,24,,2542.0,909.4838809967041,,,,,,,,,
18,90.0,443,56,25,,2550.0,906.4907078742981,,,,,,,,,
19,95.0,443,56,27,,2562.0,903.0404460430145,,,,,,,,,
20,100.0,443,56,29,,2570.0,911.8678607940674,,,,,,,,,
21,105.0,443,56,30,,2574.0,902.3814949989319,,,,,,,,,
22,110.0,443,56,32,,2584.0,908.2904889583588,,,,,,,,,
23,115.0,443,56,32,,2584.0,904.1560800075531,,,,,,,,,
24,120.0,443,56,32,,2584.0,904.8339910507202,,,,,,,,,
25,125.0,443,56,35,,2595.0,917.2087738513947,,,,,,,,,
26,130.0,443,56,36,,2599.0,913.0896270275116,,,,,,,,,
27,135.0,443,56,37,,2606.0,905.178395986557,,,,,,,,,
28,140.0,443,56,37,,2608.0,910.9090769290924,,,,,,,,,
29,145.0,443,56,40,,2617.0,900.9687869548798,,,,,,,,,
30,150.0,443,56,40,,2620.0,917.1011509895325,,,,,,,,,
31,155.0,443,56,42,,2627.0,903.6710019111633,,,,,,,,,
32,160.0,443,56,41,,2624.0,906.7253398895264,,,,,,,,,
33,165.0,443,56,43,,2633.0,913.0988121032715,,,,,,,,,
34,170.0,443,56,45,,2641.0,917.0262479782104,,,,,,,,,
35,175.0,443,56,47,,2647.0,901.2239558696747,,,,,,,,,
36,180.0,443,56,47,,2647.0,913.1745898723602,,,,,,,,,
37,185.0,443,56,48,,2653.0,916.5239479541779,,,,,,,,,
38,190.0,443,56,48,,2653.0,915.0166130065918,,,,,,,,,
39,195.0,443,56,50,,2661.0,900.7307839393616,,,,,,,,,
40,200.0,443,56,51,,2660.0,902.1040670871735,,,,,,,,,
41,205.0,443,56,52,,2664.0,914.1419589519501,,,,,,,,,
42,210.0,443,56,52,,2669.0,904.7842729091644,,,,,,,,,
43,215.0,443,56,52,,2670.0,910.9518389701843,,,,,,,,,
44,220.0,443,56,53,,2674.0,910.3853588104248,,,,,,,,,
45,225.0,443,56,55,,2682.0,907.750256061554,,,,,,,,,
46,230.0,443,56,55,,2682.0,905.2250990867615,,,,,,,,,
47,235.0,443,56,57,all_positive_profit_blocks,2686.0,902.2599720954895,,,,,,,,,
