iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,517,98,1,,9255.0,917.8306839466095,,,,,,,,,
2,10.0,517,98,3,,9607.0,904.1974320411682,,,,,,,,,
3,15.0,517,98,4,,9703.0,906.9055960178375,,,,,,,,,
4,20.0,517,98,6,,9880.0,904.0173251628876,,,,,,,,,
5,25.0,517,98,7,,10000.0,900.7924048900604,,,,,,,,,
6,30.0,517,98,9,,10076.0,910.6356689929962,,,,,,,,,
7,35.0,517,98,11,,10136.0,900.5308389663696,,,,,,,,,
8,40.0,517,98,12,,10172.0,901.993222951889,,,,,,,,,
9,45.0,517,98,14,,10208.0,909.5848438739777,,,,,,,,,
10,50.0,517,98,15,,10232.0,907.0352590084076,,,,,,,,,
11,55.0,517,98,16,,10250.0,905.3922650814056,,,,,,,,,
12,60.0,517,98,17,,10276.0,913.3559319972992,,,,,,,,,
13,65.0,517,98,18,,10298.0,900.4341628551483,,,,,,,,,
14,70.0,517,98,19,,10313.0,910.6992781162262,,,,,,,,,
15,75.0,517,98,20,,10332.0,904.4774560928345,,,,,,,,,
16,80.0,517,98,22,,10351.0,907.2538440227509,,,,,,,,,
17,85.0,517,98,22,,10375.0,906.0277161598206,,,,,,,,,
18,90.0,517,98,23,,10388.0,909.0032088756561,,,,,,,,,
19,95.0,517,98,25,,10405.0,907.3628737926483,,,,,,,,,
20,100.0,517,98,24,,10410.0,902.1994302272797,,,,,,,,,
21,105.0,517,98,25,,10427.0,905.4872851371765,,,,,,,,,
22,110.0,517,98,27,,10450.0,904.4433798789978,,,,,,,,,
23,115.0,517,98,27,,10448.0,907.4064400196075,,,,,,,,,
24,120.0,517,98,28,,10460.0,906.957496881485,,,,,,,,,
25,125.0,517,98,30,,10480.0,902.3305661678314,,,,,,,,,
26,130.0,517,98,30,,10480.0,906.4260289669037,,,,,,,,,
