iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,73,27,2,,212.0,900.0901679992676,,,,,,,,,
2,10.0,73,27,4,,357.0,900.0366780757904,,,,,,,,,
3,15.0,73,27,5,,508.0,900.458878993988,,,,,,,,,
4,20.0,73,27,7,,614.0,900.31209897995,,,,,,,,,
5,25.0,73,27,9,,698.0,900.5116691589355,,,,,,,,,
6,30.0,73,27,11,,755.0,900.038027048111,,,,,,,,,
7,35.0,73,27,13,,818.0,900.311094045639,,,,,,,,,
8,40.0,73,27,15,,863.0,900.3290269374847,,,,,,,,,
9,45.0,73,27,17,,893.0,900.313392162323,,,,,,,,,
10,50.0,73,27,19,,924.0,900.5153450965881,,,,,,,,,
11,55.0,73,27,21,,946.0,900.5268838405609,,,,,,,,,
12,60.0,73,27,23,,958.0,900.4322798252106,,,,,,,,,
13,65.0,73,27,24,,970.0,900.1003279685974,,,,,,,,,
14,70.0,73,27,26,,978.0,900.5456728935242,,,,,,,,,
15,75.0,73,27,27,all_positive_profit_blocks,982.0,900.1117119789124,,,,,,,,,
