instance,|V|,|A|,|B|,T,Components,ComponentsSelection,Profits,Algorithm,%numVisitedBlocks,%numVisitedBlocksNodes,%repeatedArcs,%repeatedNodes,%tourTotalMinutes,%blocksTotalMinutes,%tourMinutes,%blocksMinutes
66,387,149382,70,120,single,sparse,unitary,BRKGA,82.85714285714286,53.97489539748954,1.2605042016806722,12.133891213389122,11.2575,88.725,11.259470407321283,88.74052959267873
67,393,154056,70,120,single,sparse,unitary,BRKGA,82.85714285714286,53.04659498207885,0.0,19.71326164874552,11.944999999999999,87.8,11.975537620933379,88.02446237906662
68,387,149382,70,120,single,sparse,unitary,BRKGA,84.28571428571429,59.30232558139535,2.3346303501945527,8.13953488372093,11.43625,88.53500000000001,11.439538867424384,88.56046113257561
69,399,158802,70,120,single,sparse,unitary,BRKGA,82.85714285714286,55.68627450980392,3.543307086614173,9.803921568627452,11.295,88.38000000000001,11.331828442437924,88.66817155756208
70,384,147072,70,120,single,sparse,unitary,BRKGA,84.28571428571429,50.69444444444444,0.6968641114982579,15.277777777777779,10.642500000000002,88.99499999999999,10.681219420398948,89.31878057960105
71,417,173472,75,120,single,sparse,unitary,BRKGA,80.0,55.71955719557196,0.0,10.70110701107011,10.9875,88.765,11.014761534798627,88.98523846520136
72,421,176820,75,120,single,sparse,unitary,BRKGA,80.0,48.85496183206107,0.0,7.251908396946565,11.498750000000001,88.45,11.504646131142211,88.49535386885779
73,420,175980,75,120,single,sparse,unitary,BRKGA,78.66666666666667,54.1501976284585,2.7777777777777777,7.905138339920948,11.6575,88.095,11.686423899150398,88.3135761008496
74,414,170982,75,120,single,sparse,unitary,BRKGA,80.0,56.557377049180324,0.0,9.836065573770492,10.453749999999998,89.46000000000001,10.462774142698075,89.53722585730192
75,414,170982,75,120,single,sparse,unitary,BRKGA,80.0,56.557377049180324,0.0,9.836065573770492,10.453749999999998,89.46000000000001,10.462774142698075,89.53722585730192
76,430,184470,80,120,single,sparse,unitary,BRKGA,72.5,44.91803278688525,15.131578947368421,17.37704918032787,14.615,85.355,14.619385815744723,85.38061418425528
77,464,214832,80,120,single,sparse,unitary,BRKGA,73.75,52.18978102189781,1.8315018315018314,16.78832116788321,12.52625,87.28500000000001,12.54993800799008,87.45006199200992
78,432,186192,80,120,single,sparse,unitary,BRKGA,75.0,61.19402985074627,2.5,9.950248756218905,9.86875,89.96499999999999,9.885184118597168,90.11481588140283
79,434,187922,80,120,single,sparse,unitary,BRKGA,75.0,52.94117647058823,0.0,5.882352941176471,10.715,89.15,10.729484804486056,89.27051519551394
80,430,184470,80,120,single,sparse,unitary,BRKGA,72.5,44.91803278688525,15.131578947368421,17.37704918032787,14.615,85.355,14.619385815744723,85.38061418425528
1,25,600,5,120,multiple,random,random,IP,100.0,9.67741935483871,0.24875621890547264,14.1439205955335,18.515,6.035,75.41751527494908,24.582484725050918
2,55,2970,5,120,multiple,random,random,IP,100.0,12.88135593220339,12.393887945670627,40.0,27.495,13.285,67.42275625306523,32.577243746934776
3,45,1980,5,120,multiple,random,random,IP,100.0,4.295812941816204,22.63329706202394,22.620989668297987,84.13625,6.69,92.63428799493539,7.365712005064616
4,51,2550,5,120,multiple,random,random,IP,100.0,11.470588235294118,1.4727540500736378,4.264705882352941,32.07875,12.865,71.37533027395355,28.624669726046445
5,57,3192,5,120,multiple,random,random,IP,100.0,3.8391224862888484,0.0,0.7312614259597806,24.21125,5.834999999999999,80.57993926030701,19.42006073969297
6,104,10712,10,120,multiple,random,random,IP,100.0,4.1456582633053225,6.221973094170403,34.061624649859944,79.5325,14.390000000000002,84.67885756874018,15.321142431259817
7,93,8556,10,120,multiple,random,random,IP,100.0,3.7406483790523692,14.421157684630739,23.44139650872818,83.91625,10.280000000000001,89.08661438220737,10.913385617792642
8,110,11990,10,120,multiple,random,random,IP,100.0,3.925619834710744,4.444444444444445,25.051652892561982,84.20625,12.775,86.82735064767674,13.172649352323258
9,91,8190,10,120,multiple,random,random,IP,100.0,28.636363636363637,11.262798634812286,20.34090909090909,39.9775,17.725,69.28209349681558,30.71790650318444
11,155,23870,15,120,multiple,random,random,IP,93.33333333333333,18.857142857142858,5.718370264474625,29.071428571428573,66.74875,32.98,66.9302984345036,33.06970156549641
12,138,18906,15,120,multiple,random,random,IP,100.0,20.42581503659348,12.716378162450066,36.6600133067199,65.0854441885832,34.914555811416804,65.0854441885832,34.914555811416804
13,256,65280,15,120,multiple,random,random,IP,93.33333333333333,24.700364773319436,18.248175182481752,20.635747785304847,66.92202203622263,33.077977963777364,66.92202203622263,33.077977963777364
14,257,65792,15,120,multiple,random,random,IP,80.0,19.82248520710059,17.406749555950267,25.562130177514792,71.53054489451682,28.46945510548317,71.53054489451682,28.46945510548317
15,170,28730,15,120,multiple,random,random,IP,100.0,21.971649484536083,6.898774983881367,26.99742268041237,69.70574288067488,30.294257119325128,69.70574288067488,30.294257119325128
16,200,39800,20,120,multiple,random,random,IP,100.0,22.72151898734177,12.476250791640279,27.27848101265823,66.42709461455154,33.57290538544846,66.42709461455154,33.57290538544846
17,215,46010,20,120,multiple,random,random,IP,100.0,31.458179126572908,9.703703703703704,26.350851221317544,61.4475,37.405,62.16079512404846,37.83920487595155
18,158,24806,20,120,multiple,random,random,IP,95.0,22.18045112781955,7.750188111361926,25.48872180451128,58.40683186336273,41.59316813663727,58.40683186336273,41.59316813663727
19,192,36672,20,120,multiple,random,random,IP,95.0,27.751196172248804,6.3048683160415,21.69059011164274,55.63698377581122,44.3630162241888,55.63698377581122,44.3630162241888
20,169,28392,20,120,multiple,random,random,IP,100.0,25.082236842105264,7.325102880658436,20.476973684210527,58.688475762615106,41.311524237384894,58.688475762615106,41.311524237384894
21,228,51756,25,120,multiple,random,random,IP,92.0,26.82730923694779,3.9389067524115755,16.626506024096386,54.291902353605295,45.70809764639471,54.291902353605295,45.70809764639471
22,330,108570,25,120,multiple,random,random,IP,96.0,35.76642335766423,6.89935064935065,17.11273317112733,54.11529065796024,45.884709342039756,54.11529065796024,45.884709342039756
23,257,65792,25,120,multiple,random,random,IP,92.0,26.41509433962264,4.405979543666405,18.00314465408805,55.56991232118136,44.43008767881865,55.56991232118136,44.43008767881865
24,282,79242,25,120,multiple,random,random,IP,72.0,24.0,14.264919941775837,18.90909090909091,63.45808524714109,36.541914752858894,63.45808524714109,36.541914752858894
25,247,60762,25,120,multiple,random,random,IP,92.0,33.95784543325527,12.109375,20.68696330991413,54.847124274287566,45.15287572571244,54.847124274287566,45.15287572571244
26,343,117306,30,120,multiple,random,random,IP,76.66666666666667,39.412811387900355,15.583259127337488,19.9288256227758,52.17893977724104,47.821060222758966,52.17893977724104,47.821060222758966
27,285,80940,30,120,multiple,random,random,IP,93.33333333333333,44.900105152471085,11.68421052631579,20.189274447949526,42.985167613159845,57.01483238684015,42.985167613159845,57.01483238684015
28,320,102080,30,120,multiple,random,random,IP,83.33333333333333,22.692574600971547,5.138888888888889,17.418459403192227,57.30112584045168,42.69887415954832,57.30112584045168,42.69887415954832
29,612,373932,30,120,multiple,random,random,IP,60.0,27.54203362690152,14.743589743589743,25.22017614091273,59.499230227590076,40.50076977240993,59.499230227590076,40.50076977240993
30,297,87912,30,120,multiple,random,random,IP,90.0,30.861423220973784,4.6476761619190405,18.651685393258425,58.24673013102443,41.75326986897557,58.24673013102443,41.75326986897557
31,374,139502,35,120,multiple,random,random,IP,68.57142857142857,42.55813953488372,13.188518231186967,21.86046511627907,51.047479645046195,48.952520354953805,51.047479645046195,48.952520354953805
32,349,121452,35,120,multiple,random,random,IP,71.42857142857143,33.84853168469861,11.832946635730858,18.39258114374034,53.625360492313284,46.374639507686716,53.625360492313284,46.374639507686716
33,340,115260,35,120,multiple,random,random,IP,31.428571428571427,7.6126359399274985,12.124352331606218,27.49870533402382,83.59921833362941,16.40078166637058,83.59921833362941,16.40078166637058
34,626,391250,35,120,multiple,random,random,IP,65.71428571428571,24.09823484267076,9.831029185867896,24.02148887183423,56.35921662156584,43.640783378434165,56.35921662156584,43.640783378434165
35,279,77562,35,120,multiple,random,random,IP,77.14285714285714,31.921487603305785,7.135470527404343,21.28099173553719,49.73826745546004,50.26173254453995,49.73826745546004,50.26173254453995
36,397,157212,40,120,multiple,random,random,IP,60.0,59.93322203672788,10.367892976588628,23.03839732888147,28.832499999999996,45.265,38.911569216235364,61.088430783764636
37,510,259590,40,120,multiple,random,random,IP,5.0,39.473684210526315,0.0,2.6315789473684212,2.14125,3.0300000000000002,41.40681653372008,58.59318346627991
38,488,237656,40,120,multiple,random,random,IP,65.0,50.171821305841924,9.81067125645439,23.711340206185568,28.526249999999997,40.15,41.537285451666335,58.46271454833367
39,422,177662,40,120,multiple,random,random,IP,7.5,60.97560975609756,5.0,14.634146341463415,2.665,4.16,39.04761904761905,60.952380952380956
40,439,192282,40,120,multiple,random,random,IP,15.0,45.6140350877193,0.0,9.649122807017545,6.465,11.504999999999999,35.97662771285476,64.02337228714524
41,438,191406,45,120,multiple,random,random,IP,6.666666666666667,9.785202863961814,0.7177033492822966,3.1026252983293556,18.5,10.8,63.139931740614344,36.86006825938567
42,385,147840,45,120,multiple,random,random,IP,2.2222222222222223,100.0,0.0,14.285714285714286,0.7150000000000009,2.86,20.000000000000018,79.99999999999999
43,380,144020,45,120,multiple,random,random,IP,37.77777777777778,8.914728682170542,9.307479224376731,21.262458471760798,80.78718524813448,19.212814751865523,80.78718524813448,19.212814751865523
44,505,254520,45,120,multiple,random,random,IP,2.2222222222222223,100.0,0.0,14.285714285714286,0.095,0.38,20.0,80.0
45,533,283556,45,120,multiple,random,random,IP,4.444444444444445,100.0,0.0,3.8461538461538463,1.25375,5.015,20.0,80.0
46,764,582932,50,120,multiple,random,random,IP,2.0,100.0,0.0,4.166666666666667,0.605,2.42,20.0,80.0
47,452,203852,50,120,multiple,random,random,IP,6.0,37.95180722891566,0.0,23.49397590361446,3.7024999999999997,5.555000000000001,39.99459897380502,60.00540102619498
48,777,602952,50,120,multiple,random,random,IP,44.0,16.513233601841197,13.874496257915947,27.790563866513235,68.84674382931252,31.15325617068749,68.84674382931252,31.15325617068749
49,416,172640,50,120,multiple,random,random,IP,4.0,100.0,0.0,4.761904761904762,0.75625,5.37,12.34441950622322,87.65558049377678
50,447,199362,50,120,multiple,random,random,IP,8.0,100.0,0.0,21.428571428571427,1.8924999999999998,10.290000000000001,15.534578288528627,84.4654217114714
51,724,523452,55,120,multiple,random,random,IP,12.727272727272727,46.808510638297875,6.428571428571429,24.113475177304963,8.02375,12.47,39.15218054284843,60.84781945715157
52,528,278256,55,120,multiple,random,random,IP,1.8181818181818181,100.0,0.0,12.5,0.2275,0.91,19.999999999999996,79.99999999999999
53,640,408960,55,120,multiple,random,random,IP,1.8181818181818181,100.0,0.0,39.130434782608695,0.5225000000000001,2.0900000000000003,20.000000000000004,80.00000000000001
54,466,216690,55,120,multiple,random,random,IP,3.6363636363636362,100.0,0.0,16.0,0.8624999999999999,4.1450000000000005,17.224163754368444,82.77583624563155
55,519,268842,55,120,multiple,random,random,IP,3.6363636363636362,77.46478873239437,8.571428571428571,21.12676056338028,2.29125,6.475,26.13717382004848,73.86282617995153
56,572,326612,60,120,multiple,random,random,IP,3.3333333333333335,61.111111111111114,0.0,11.11111111111111,2.2137499999999997,5.355,29.248554913294797,70.7514450867052
57,569,323192,60,120,multiple,random,random,IP,1.6666666666666667,100.0,0.0,11.11111111111111,0.5775,2.31,20.0,80.0
58,788,620156,60,120,multiple,random,random,IP,3.3333333333333335,80.0,0.0,18.88888888888889,3.11375,9.59,24.510479189215783,75.48952081078423
59,536,286760,60,120,multiple,random,random,IP,3.3333333333333335,76.0,0.0,8.0,1.9224999999999999,5.755,25.040703353956367,74.95929664604364
60,582,338142,60,120,multiple,random,random,IP,1.6666666666666667,100.0,0.0,4.761904761904762,0.75625,3.025,20.0,80.0
61,650,421850,65,120,multiple,random,random,IP,1.5384615384615385,100.0,0.0,20.0,0.6225,2.49,20.0,80.0
62,690,475410,65,120,multiple,random,random,IP,1.5384615384615385,100.0,0.0,12.5,0.5425000000000001,2.1700000000000004,20.000000000000004,80.00000000000001
63,834,694722,65,120,multiple,random,random,IP,3.076923076923077,85.41666666666667,10.638297872340425,27.083333333333332,1.7049999999999998,4.38,28.019720624486443,71.98027937551356
64,562,315282,65,120,multiple,random,random,IP,1.5384615384615385,100.0,0.0,4.545454545454546,0.5650000000000001,2.2600000000000002,20.000000000000004,80.00000000000001
65,694,480942,65,120,multiple,random,random,IP,3.076923076923077,100.0,0.0,35.714285714285715,2.06375,6.194999999999999,24.988648403208717,75.01135159679127
66,675,454950,70,120,multiple,random,random,IP,4.285714285714286,67.44186046511628,0.0,9.30232558139535,1.7462499999999999,3.1599999999999997,35.59235668789809,64.40764331210191
67,786,617010,70,120,multiple,random,random,IP,1.4285714285714286,100.0,0.0,36.8421052631579,0.61,2.44,20.0,80.0
68,979,957462,70,120,multiple,random,random,IP,7.142857142857143,67.07317073170732,1.8404907975460123,7.926829268292683,3.76375,8.6,30.44181579213426,69.55818420786574
69,856,731880,70,120,multiple,random,random,IP,2.857142857142857,50.0,0.0,11.11111111111111,1.77,4.15,29.898648648648646,70.10135135135135
70,713,507656,70,120,multiple,random,random,IP,10.0,31.751824817518248,15.018315018315018,18.248175182481752,12.93375,11.185,53.62529152630214,46.374708473697844
71,740,546860,75,120,multiple,random,random,IP,1.3333333333333333,100.0,0.0,7.6923076923076925,0.67,2.68,20.0,80.0
72,666,442890,75,120,multiple,random,random,IP,1.3333333333333333,100.0,0.0,6.666666666666667,0.7625,3.05,20.0,80.0
73,777,602952,75,120,multiple,random,random,IP,17.333333333333332,6.843718079673136,5.620848237097598,20.633299284984677,84.76937513534322,15.230624864656768,84.76937513534322,15.230624864656768
74,715,510510,75,120,multiple,random,random,IP,9.333333333333334,4.337464251668256,17.97806390081068,23.736892278360344,88.99207966707752,11.007920332922469,88.99207966707752,11.007920332922469
75,907,821742,75,120,multiple,random,random,IP,1.3333333333333333,100.0,0.0,33.333333333333336,0.0875,0.35,20.0,80.0
76,802,642402,80,120,multiple,random,random,IP,2.5,56.09756097560975,0.0,37.80487804878049,3.20125,7.470000000000001,29.998828628323764,70.00117137167624
77,712,506232,80,120,multiple,random,random,IP,1.25,100.0,0.0,4.166666666666667,0.5575,2.23,20.0,80.0
78,741,548340,80,120,multiple,random,random,IP,2.5,83.52941176470588,0.0,18.823529411764707,3.0700000000000003,9.59,24.24960505529226,75.75039494470774
79,829,686412,80,120,multiple,random,random,IP,2.5,90.9090909090909,0.0,22.727272727272727,1.8500000000000003,5.245,26.07470049330515,73.92529950669486
80,902,812702,80,120,multiple,random,random,IP,2.5,66.66666666666667,0.0,9.523809523809524,1.6037500000000002,2.825,36.212249506068304,63.78775049393169
1,31,930,5,120,single,random,random,IP,100.0,27.615062761506277,18.067226890756302,26.778242677824267,11.004999999999999,7.925,58.135235076597986,41.86476492340201
2,58,3306,5,120,single,random,random,IP,100.0,51.295336787564764,25.0,24.352331606217618,10.786249999999999,12.915,45.509203101102266,54.49079689889774
3,22,462,5,120,single,random,random,IP,100.0,21.232876712328768,4.827586206896552,19.17808219178082,8.75125,9.620000000000001,47.6355718854188,52.36442811458121
4,25,600,5,120,single,random,random,IP,100.0,55.78947368421053,14.893617021276595,30.526315789473685,7.992499999999999,12.025,39.92756338204071,60.07243661795928
5,50,2450,5,120,single,random,random,IP,100.0,32.63157894736842,3.1746031746031744,24.210526315789473,9.68,8.615,52.91063132003279,47.0893686799672
6,114,12882,10,120,single,random,random,IP,100.0,61.84738955823293,22.334004024144868,27.309236947791163,22.795,28.889999999999997,44.103705136886916,55.896294863113084
7,65,4160,10,120,single,random,random,IP,100.0,53.38345864661654,13.962264150943396,31.954887218045112,18.005000000000003,22.3,44.67187693834513,55.328123061654885
8,80,6320,10,120,single,random,random,IP,100.0,39.62264150943396,27.423167848699762,31.132075471698112,20.68,22.46,47.936949466852106,52.063050533147894
9,70,4830,10,120,single,random,random,IP,100.0,40.75342465753425,10.652920962199312,28.424657534246574,14.44125,21.905000000000005,39.73243457027892,60.267565429721095
10,75,5550,10,120,single,random,random,IP,100.0,31.771894093686356,12.448979591836734,26.069246435845216,25.655000000000005,20.134999999999998,56.02751692509282,43.97248307490718
10,125,15500,10,120,single,random,random,IP,100.0,17.366946778711483,13.454800280308339,22.899159663865547,68.13125,30.634999999999998,68.98231936516775,31.017680634832242
11,105,10920,15,120,single,random,random,IP,100.0,38.07040417209909,22.715404699738905,26.336375488917863,37.2975,31.545,54.17801503431747,45.821984965682546
12,107,11342,15,120,single,random,random,IP,100.0,31.987247608926673,26.27659574468085,25.5047821466525,46.127500000000005,28.12,62.1266709316812,37.873329068318796
13,116,13340,15,120,single,random,random,IP,100.0,41.81818181818182,20.631067961165048,24.242424242424242,37.2725,24.305,60.529414152896756,39.470585847103244
14,96,9120,15,120,single,random,random,IP,100.0,40.19138755980861,24.28115015974441,27.59170653907496,33.985,28.999999999999996,53.95729141859173,46.04270858140827
15,107,11342,15,120,single,random,random,IP,100.0,49.7093023255814,20.378457059679768,26.88953488372093,36.917500000000004,32.715,53.01762826266471,46.9823717373353
16,222,49062,20,120,single,random,random,IP,100.0,53.139013452914796,24.158563949139864,24.663677130044842,56.82427647693898,43.17572352306102,56.82427647693898,43.17572352306102
17,163,26406,20,120,single,random,random,IP,100.0,53.92038600723764,19.92753623188406,20.989143546441497,38.948750000000004,39.765,49.48150736053104,50.51849263946896
18,223,49506,20,120,single,random,random,IP,100.0,47.44469870327994,25.419847328244273,26.69717772692601,60.66721434439404,39.33278565560596,60.66721434439404,39.33278565560596
19,146,21170,20,120,single,random,random,IP,100.0,41.809851088201604,18.922018348623855,24.054982817869416,45.66625,46.865,49.35224586288416,50.64775413711585
20,165,27060,20,120,single,random,random,IP,100.0,52.18012866333095,29.470672389127326,20.514653323802715,59.433995720686106,40.56600427931389,59.433995720686106,40.56600427931389
21,216,46440,25,120,single,random,random,IP,96.0,48.376068376068375,25.83404619332763,26.23931623931624,53.80920401124607,46.19079598875395,53.80920401124607,46.19079598875395
22,225,50400,25,120,single,random,random,IP,96.0,52.97741273100616,21.68550873586845,27.61806981519507,44.68420442693244,55.31579557306756,44.68420442693244,55.31579557306756
23,203,41006,25,120,single,random,random,IP,100.0,46.18025751072961,22.25085910652921,24.29184549356223,52.68560179977503,47.31439820022498,52.68560179977503,47.31439820022498
24,264,69432,25,120,single,random,random,IP,96.0,55.578947368421055,20.231822971549,22.526315789473685,44.794644642878154,55.205355357121846,44.794644642878154,55.205355357121846
25,236,55460,25,120,single,random,random,IP,96.0,54.94186046511628,20.46556741028128,27.61627906976744,49.463663485845736,50.53633651415428,49.463663485845736,50.53633651415428
26,214,45582,30,120,single,random,random,IP,96.66666666666667,59.163987138263664,20.815450643776824,27.867095391211148,46.05948123670273,53.94051876329727,46.05948123670273,53.94051876329727
27,266,70490,30,120,single,random,random,IP,100.0,65.31531531531532,18.038331454340472,27.13963963963964,39.779410934624806,60.2205890653752,39.779410934624806,60.2205890653752
28,236,55460,30,120,single,random,random,IP,93.33333333333333,68.45168800931316,20.745920745920746,25.145518044237484,42.707502107333525,57.292497892666475,42.707502107333525,57.292497892666475
29,235,54990,30,120,single,random,random,IP,100.0,62.10526315789474,16.073781291172594,28.81578947368421,39.2569666870599,60.743033312940106,39.2569666870599,60.743033312940106
30,266,70490,30,120,single,random,random,IP,96.66666666666667,60.851063829787236,19.59531416400426,26.170212765957448,40.67575260355624,59.32424739644376,40.67575260355624,59.32424739644376
31,240,57360,35,120,single,random,random,IP,94.28571428571429,53.21001088139282,17.75599128540305,26.33297062023939,40.8729371846564,59.12706281534359,40.8729371846564,59.12706281534359
32,287,82082,35,120,single,random,random,IP,97.14285714285714,58.32531280076997,18.978805394990367,25.21655437921078,44.66840984565144,55.33159015434857,44.66840984565144,55.33159015434857
33,313,97656,35,120,single,random,random,IP,94.28571428571429,78.8109756097561,8.244274809160306,25.914634146341463,30.047785778776067,69.95221422122393,30.047785778776067,69.95221422122393
34,263,68906,35,120,single,random,random,IP,91.42857142857143,59.14249684741488,13.257575757575758,24.211853720050442,39.12265406323131,60.87734593676869,39.12265406323131,60.87734593676869
35,269,72092,35,120,single,random,random,IP,91.42857142857143,71.1892797319933,15.100671140939598,23.785594639865998,31.738336302342887,68.26166369765711,31.738336302342887,68.26166369765711
36,345,118680,40,120,single,random,random,IP,90.0,63.07692307692308,14.810426540284361,27.218934911242602,35.53323340566903,64.46676659433098,35.53323340566903,64.46676659433098
37,287,82082,40,120,single,random,random,IP,87.5,69.95447647951441,12.158054711246201,24.430955993930198,33.20713360565906,66.79286639434093,33.20713360565906,66.79286639434093
38,374,139502,40,120,single,random,random,IP,82.5,68.43267108167771,19.005524861878452,29.801324503311257,38.96820609066739,61.03179390933262,38.96820609066739,61.03179390933262
39,356,126380,40,120,single,random,random,IP,90.0,72.93333333333334,14.819759679572764,25.6,32.71444155034618,67.2855584496538,32.71444155034618,67.2855584496538
40,269,72092,40,120,single,random,random,IP,82.5,65.76086956521739,11.433756805807622,24.094202898550726,33.007203285236635,66.99279671476336,33.007203285236635,66.99279671476336
41,356,126380,45,120,single,random,random,IP,77.77777777777777,46.77777777777778,17.57508342602892,24.22222222222222,39.04410568003038,60.955894319969616,39.04410568003038,60.955894319969616
42,367,134322,45,120,single,random,random,IP,93.33333333333333,79.06371911573473,13.020833333333334,22.886866059817944,30.278846459572033,69.72115354042798,30.278846459572033,69.72115354042798
43,408,166056,45,120,single,random,random,IP,46.666666666666664,35.1714862138534,27.25437415881561,26.09280430396772,67.86455690363057,32.13544309636942,67.86455690363057,32.13544309636942
44,335,111890,45,120,single,random,random,IP,80.0,62.33367451381781,19.56967213114754,24.053224155578302,42.51651792180588,57.48348207819411,42.51651792180588,57.48348207819411
45,392,153272,45,120,single,random,random,IP,73.33333333333333,74.60992907801419,14.488636363636363,29.50354609929078,34.13965199406502,65.860348005935,34.13965199406502,65.860348005935
46,376,141000,50,120,single,random,random,IP,72.0,46.160714285714285,22.073279714030384,27.053571428571427,46.94563796002242,53.054362039977576,46.94563796002242,53.054362039977576
47,372,138012,50,120,single,random,random,IP,50.0,38.21862348178138,20.25931928687196,24.210526315789473,59.2595575292507,40.74044247074931,59.2595575292507,40.74044247074931
48,357,127092,50,120,single,random,random,IP,66.0,52.19298245614035,20.983318700614575,27.45614035087719,45.89803413746526,54.10196586253475,45.89803413746526,54.10196586253475
49,359,128522,50,120,single,random,random,IP,66.0,57.15736040609137,22.459349593495936,25.279187817258883,42.60625219529329,57.393747804706706,42.60625219529329,57.393747804706706
50,460,211140,50,120,single,random,random,IP,4.0,93.10344827586206,0.0,13.793103448275861,1.155,4.010000000000001,22.362052274927393,77.6379477250726
51,427,181902,55,120,single,random,random,IP,7.2727272727272725,100.0,0.0,14.285714285714286,1.1087500000000001,9.55,10.40225167116219,89.5977483288378
52,329,107912,55,120,single,random,random,IP,58.18181818181818,35.46756529064869,24.114671163575043,26.20050547598989,49.68913539383638,50.31086460616362,49.68913539383638,50.31086460616362
53,408,166056,55,120,single,random,random,IP,54.54545454545455,43.735408560311285,22.429906542056074,23.96887159533074,55.402283604691,44.59771639530899,55.402283604691,44.59771639530899
54,427,181902,55,120,single,random,random,IP,9.090909090909092,100.0,0.0,26.08695652173913,0.9337500000000001,9.35,9.079859000850858,90.92014099914914
55,402,161202,55,120,single,random,random,IP,56.36363636363637,42.77733439744613,22.68370607028754,24.58100558659218,51.219075939320085,48.78092406067991,51.219075939320085,48.78092406067991
56,479,228962,60,120,single,random,random,IP,60.0,47.974217311233886,19.723502304147466,25.230202578268877,43.95355146779532,56.04644853220467,43.95355146779532,56.04644853220467
57,450,202050,60,120,single,random,random,IP,43.333333333333336,41.02564102564103,23.267750213857997,22.99145299145299,58.32437762439203,41.67562237560797,58.32437762439203,41.67562237560797
58,446,198470,60,120,single,random,random,IP,13.333333333333334,68.46153846153847,16.27906976744186,30.76923076923077,6.16,16.28,27.450980392156865,72.54901960784314
59,482,231842,60,120,single,random,random,IP,50.0,37.41776315789474,19.670781893004115,27.467105263157894,52.82094296309377,47.17905703690623,52.82094296309377,47.17905703690623
60,458,209306,60,120,single,random,random,IP,65.0,47.32690622261175,19.82456140350877,25.854513584574935,43.681100247125826,56.31889975287418,43.681100247125826,56.31889975287418
61,495,244530,65,120,single,random,random,IP,3.076923076923077,100.0,0.0,7.6923076923076925,0.145,3.335,4.166666666666666,95.83333333333333
62,533,283556,65,120,single,random,random,IP,7.6923076923076925,100.0,0.0,11.627906976744185,2.0925000000000002,13.915,13.071997501171328,86.92800249882868
63,450,202050,65,120,single,random,random,IP,46.15384615384615,32.819582955575704,19.691470054446462,25.203989120580236,49.49642962590352,50.50357037409647,49.49642962590352,50.50357037409647
64,528,278256,65,120,single,random,random,IP,1.5384615384615385,100.0,0.0,7.142857142857143,0.29124999999999995,1.1649999999999998,20.0,80.0
65,502,251502,65,120,single,random,random,IP,4.615384615384615,100.0,0.0,16.666666666666668,0.63625,4.47,12.460220318237454,87.53977968176255
66,452,203852,70,120,single,random,random,IP,54.285714285714285,49.6031746031746,23.431294678316124,24.047619047619047,52.70282033426184,47.29717966573816,52.70282033426184,47.29717966573816
67,477,227052,70,120,single,random,random,IP,34.285714285714285,22.0,22.6590421729807,25.857142857142858,68.69447880355335,31.30552119644664,68.69447880355335,31.30552119644664
68,485,234740,70,120,single,random,random,IP,48.57142857142857,38.04012345679013,23.166023166023166,24.459876543209877,54.51147417340477,45.48852582659524,54.51147417340477,45.48852582659524
69,532,282492,70,120,single,random,random,IP,5.714285714285714,100.0,0.0,7.142857142857143,0.4912499999999992,9.645000000000001,4.846466888642242,95.15353311135776
70,532,282492,70,120,single,random,random,IP,1.4285714285714286,100.0,0.0,7.142857142857143,0.29124999999999995,1.1649999999999998,20.0,80.0
71,567,320922,75,120,single,random,random,IP,8.0,100.0,0.0,3.225806451612903,1.09,13.87,7.286096256684494,92.71390374331551
72,524,274052,75,120,single,random,random,IP,20.0,90.12345679012346,10.0,18.51851851851852,7.135,39.17999999999999,15.405376228003886,84.59462377199611
73,583,339306,75,120,single,random,random,IP,2.6666666666666665,100.0,0.0,7.6923076923076925,0.6112500000000001,4.895,11.101021566401817,88.89897843359819
74,598,357006,75,120,single,random,random,IP,2.6666666666666665,100.0,0.0,18.181818181818183,0.8987499999999999,3.5949999999999998,20.0,80.0
75,552,304152,75,120,single,random,random,IP,1.3333333333333333,100.0,0.0,20.0,0.93,3.72,20.0,80.0
76,601,360600,80,120,single,random,random,IP,35.0,34.60076045627376,21.004566210045663,24.106463878326995,58.971030871311726,41.028969128688274,58.971030871311726,41.028969128688274
77,598,357006,80,120,single,random,random,IP,6.25,100.0,1.3333333333333333,22.36842105263158,3.4387499999999998,16.8,16.990920881971466,83.00907911802854
78,593,351056,80,120,single,random,random,IP,2.5,100.0,0.0,7.6923076923076925,0.21625,3.5899999999999994,5.681444991789819,94.31855500821017
79,542,293222,80,120,single,random,random,IP,2.5,100.0,0.0,9.090909090909092,0.545,4.73,10.33175355450237,89.66824644549763
80,598,357006,80,120,single,random,random,IP,36.25,35.316846986089644,20.88167053364269,24.111282843894898,56.98910280101692,43.01089719898308,56.98910280101692,43.01089719898308
1,54,2862,5,120,multiple,sparse,random,IP,100.0,4.824561403508772,29.153605015673982,28.571428571428573,73.6875,7.63,90.61702585544317,9.38297414455683
2,59,3422,5,120,multiple,sparse,random,IP,100.0,6.743088334457181,28.07017543859649,29.6695886716116,65.45125,6.315,91.20059916743594,8.799400832564054
3,48,2256,5,120,multiple,sparse,random,IP,100.0,6.927175843694494,1.7777777777777777,14.653641207815275,49.95,5.135000000000001,90.67804302441681,9.32195697558319
