instance,|V|,|A|,|B|,T,Components,ComponentsSelection,Profits,Algorithm,%numVisitedBlocks,%numVisitedBlocksNodes,%repeatedArcs,%repeatedNodes,%tourTotalMinutes,%blocksTotalMinutes,%tourMinutes,%blocksMinutes
75,414,170982,75,120,single,sparse,random,BRKGA,72.0,56.67752442996743,10.784313725490197,20.521172638436482,13.21875,86.75,13.222882150672087,86.77711784932792
76,430,184470,80,120,single,sparse,random,BRKGA,68.75,44.48398576512456,5.714285714285714,14.234875444839858,13.15125,86.82,13.155032071720619,86.84496792827939
77,464,214832,80,120,single,sparse,random,BRKGA,66.25,54.48504983388705,2.0,19.269102990033222,14.574999999999998,85.33,14.588859416445622,85.41114058355438
78,432,186192,80,120,single,sparse,random,BRKGA,66.25,51.88284518828452,0.0,22.175732217573223,12.225,87.3,12.28334589299171,87.71665410700828
79,434,187922,80,120,single,sparse,random,BRKGA,67.5,46.8503937007874,0.7905138339920948,12.204724409448819,11.661249999999999,88.25,11.671608552590422,88.32839144740957
80,430,184470,80,120,single,sparse,random,BRKGA,66.25,49.14675767918089,1.7123287671232876,9.215017064846416,12.610000000000001,87.25500000000001,12.627046512792269,87.37295348720772
1,25,600,5,120,multiple,random,unitary,BRKGA,100.0,2.542372881355932,0.0,1.694915254237288,10.835,6.035,64.22643746295199,35.773562537048015
2,55,2970,5,120,multiple,random,unitary,BRKGA,100.0,3.018867924528302,0.0,10.18867924528302,12.879999999999999,13.285,49.22606535448117,50.77393464551883
3,45,1980,5,120,multiple,random,unitary,BRKGA,100.0,1.3582342954159592,0.0,3.735144312393888,24.3,6.69,78.41239109390125,21.58760890609874
4,51,2550,5,120,multiple,random,unitary,BRKGA,100.0,1.6260162601626016,0.0,0.975609756097561,28.531249999999996,12.865,68.92230576441102,31.07769423558897
5,57,3192,5,120,multiple,random,unitary,BRKGA,100.0,1.3539651837524178,0.0,0.19342359767891681,23.85375,5.834999999999999,80.34609069091829,19.653909309081723
6,104,10712,10,120,multiple,random,unitary,BRKGA,100.0,3.4059945504087192,0.0,8.991825613079019,31.278750000000002,14.390000000000002,68.49048857260162,31.509511427398387
7,93,8556,10,120,multiple,random,unitary,BRKGA,100.0,3.5670356703567037,0.0,8.733087330873309,33.707499999999996,10.280000000000001,76.62972435350952,23.370275646490484
8,110,11990,10,120,multiple,random,unitary,BRKGA,100.0,4.767441860465116,0.0,8.023255813953488,33.67,12.775,72.49434815373023,27.50565184626978
9,91,8190,10,120,multiple,random,unitary,BRKGA,100.0,7.291666666666667,0.0,3.125,13.276250000000001,17.725,42.824886093302695,57.17511390669732
10,125,15500,10,120,multiple,random,unitary,BRKGA,100.0,3.2544378698224854,0.0,9.023668639053254,30.505000000000003,30.634999999999998,49.89368662087014,50.106313379129865
11,155,23870,15,120,multiple,random,unitary,BRKGA,100.0,3.642384105960265,0.0,4.635761589403973,28.416249999999998,37.535,43.08674968253065,56.913250317469334
12,138,18906,15,120,multiple,random,unitary,BRKGA,100.0,5.2823315118397085,0.0,14.571948998178506,23.66,36.010000000000005,39.651416122004356,60.34858387799565
13,256,65280,15,120,multiple,random,unitary,BRKGA,100.0,7.270233196159122,0.27472527472527475,9.602194787379972,28.873749999999998,38.875,42.618867506780575,57.38113249321944
14,257,65792,15,120,multiple,random,unitary,BRKGA,93.33333333333333,6.38655462184874,0.0,1.0084033613445378,26.535,69.96000000000001,27.498834136483755,72.50116586351625
15,170,28730,15,120,multiple,random,unitary,BRKGA,100.0,6.32183908045977,0.0,4.741379310344827,29.883750000000003,30.345000000000002,49.617084863956165,50.382915136043835
16,200,39800,20,120,multiple,random,unitary,BRKGA,100.0,8.22695035460993,0.0,6.382978723404255,30.7575,34.1,47.42319700882704,52.576802991172954
17,215,46010,20,120,multiple,random,unitary,BRKGA,100.0,7.492354740061162,0.0,3.9755351681957185,30.146250000000002,37.405,44.62722747543532,55.37277252456469
18,158,24806,20,120,multiple,random,unitary,BRKGA,100.0,5.5222088835534215,1.0817307692307692,12.605042016806722,35.81875,46.92,43.29138402501851,56.7086159749815
19,192,36672,20,120,multiple,random,unitary,BRKGA,100.0,8.333333333333334,0.7194244604316546,5.603448275862069,31.286250000000003,50.75,38.137104024135674,61.862895975864326
20,169,28392,20,120,multiple,random,unitary,BRKGA,100.0,6.367924528301887,0.0,3.5377358490566038,38.9825,41.61,48.36988553525452,51.63011446474547
21,228,51756,25,120,multiple,random,unitary,BRKGA,100.0,5.390539053905391,0.0,10.781078107810782,39.2275,57.190000000000005,40.68504161588923,59.314958384110774
22,330,108570,25,120,multiple,random,unitary,BRKGA,100.0,14.643799472295514,0.0,8.443271767810026,32.53125,58.58500000000001,35.703016750579614,64.29698324942038
23,257,65792,25,120,multiple,random,unitary,BRKGA,100.0,8.466257668711657,0.0,5.644171779141105,40.847500000000004,55.385000000000005,42.44667861689138,57.55332138310862
24,282,79242,25,120,multiple,random,unitary,BRKGA,100.0,8.412483039348711,0.1358695652173913,8.14111261872456,35.03,63.17,35.67209775967414,64.32790224032587
25,247,60762,25,120,multiple,random,unitary,BRKGA,100.0,10.76487252124646,0.0,3.5410764872521248,32.294999999999995,53.355,37.705779334500875,62.29422066549912
26,343,117306,30,120,multiple,random,unitary,BRKGA,93.33333333333333,14.322250639386189,0.5121638924455826,3.70843989769821,33.65125,66.34,33.65419474203993,66.34580525796007
27,285,80940,30,120,multiple,random,unitary,BRKGA,96.66666666666667,10.119840213049267,0.0,9.85352862849534,33.485,61.489999999999995,35.25664648591735,64.74335351408264
28,320,102080,30,120,multiple,random,unitary,BRKGA,96.66666666666667,7.641921397379913,1.9672131147540983,14.08296943231441,41.57125,57.82,41.82586495290079,58.17413504709921
29,612,373932,30,120,multiple,random,unitary,BRKGA,93.33333333333333,10.607866507747318,3.2219570405727924,5.959475566150179,38.4525,61.32000000000001,38.540178907013456,61.459821092986544
30,297,87912,30,120,multiple,random,unitary,BRKGA,100.0,9.212121212121213,0.0,11.878787878787879,37.715,57.379999999999995,39.66033966033966,60.339660339660334
31,374,139502,35,120,multiple,random,unitary,BRKGA,85.71428571428571,19.23076923076923,1.348747591522158,6.730769230769231,23.63375,67.42,25.955822796974314,74.04417720302568
32,349,121452,35,120,multiple,random,unitary,BRKGA,88.57142857142857,8.83084577114428,1.4943960149439601,8.208955223880597,33.5225,65.44500000000001,33.872230782832744,66.12776921716726
33,340,115260,35,120,multiple,random,unitary,BRKGA,91.42857142857143,12.397820163487738,1.2278308321964528,5.040871934604905,32.4725,66.845,32.69564779620913,67.30435220379087
34,626,391250,35,120,multiple,random,unitary,BRKGA,88.57142857142857,19.494584837545126,1.9891500904159132,13.35740072202166,25.7075,73.92,25.803618478833656,74.19638152116634
35,279,77562,35,120,multiple,random,unitary,BRKGA,94.28571428571429,15.009746588693957,0.78125,6.822612085769981,26.948750000000004,68.675,28.182067739447575,71.81793226055242
36,397,157212,40,120,multiple,random,unitary,BRKGA,87.5,14.767932489451477,1.8309859154929577,20.112517580872012,33.363749999999996,66.47,33.41930960221368,66.58069039778631
37,510,259590,40,120,multiple,random,unitary,BRKGA,77.5,19.92753623188406,0.3629764065335753,13.405797101449275,28.16375,71.095,28.374072814739254,71.62592718526074
38,488,237656,40,120,multiple,random,unitary,BRKGA,85.0,11.156601842374616,4.610655737704918,25.48618219037871,45.02125,54.78,45.1109079295099,54.88909207049009
39,422,177662,40,120,multiple,random,unitary,BRKGA,85.0,18.127490039840637,0.1996007984031936,15.737051792828685,24.4325,75.315,24.49434822927893,75.50565177072106
40,439,192282,40,120,multiple,random,unitary,BRKGA,80.0,15.745393634840871,0.0,8.375209380234505,26.52375,63.895,29.334347134858643,70.66565286514137
41,438,191406,45,120,multiple,random,unitary,BRKGA,80.0,14.640522875816993,0.9162303664921466,15.42483660130719,28.068749999999998,70.095,28.59380372082362,71.40619627917637
42,385,147840,45,120,multiple,random,unitary,BRKGA,82.22222222222223,13.659359190556492,0.0,5.39629005059022,26.78375,72.525,26.970181378780822,73.02981862121918
43,380,144020,45,120,multiple,random,unitary,BRKGA,75.55555555555556,35.87786259541985,0.5102040816326531,16.03053435114504,18.4125,80.65,18.586750788643535,81.41324921135647
44,505,254520,45,120,multiple,random,unitary,BRKGA,77.77777777777777,18.231046931407942,0.0,3.7906137184115525,23.96625,76.01500000000001,23.970744514596483,76.02925548540352
45,533,283556,45,120,multiple,random,unitary,BRKGA,71.11111111111111,27.55741127348643,1.2552301255230125,6.680584551148225,23.470000000000002,76.475,23.482915603581972,76.51708439641803
46,764,582932,50,120,multiple,random,unitary,BRKGA,70.0,19.81566820276498,1.845444059976932,19.23963133640553,32.405,67.42999999999999,32.458556618420396,67.54144338157961
47,452,203852,50,120,multiple,random,unitary,BRKGA,80.0,39.04109589041096,12.128146453089245,21.232876712328768,20.85625,78.66499999999999,20.95657962495447,79.04342037504553
48,777,602952,50,120,multiple,random,unitary,BRKGA,78.0,21.22719734660033,3.3222591362126246,20.398009950248756,30.37,68.115,30.837183327410266,69.16281667258974
49,416,172640,50,120,multiple,random,unitary,BRKGA,78.0,24.954128440366972,0.0,4.954128440366972,24.82,74.425,25.00881656506625,74.99118343493376
50,447,199362,50,120,multiple,random,unitary,BRKGA,72.0,17.170111287758345,0.0,8.426073131955485,26.58125,72.92,26.714488511450863,73.28551148854913
51,724,523452,55,120,multiple,random,unitary,BRKGA,70.9090909090909,17.606602475928472,7.43801652892562,20.77028885832187,33.32,66.67500000000001,33.321666083304166,66.67833391669585
52,528,278256,55,120,multiple,random,unitary,BRKGA,70.9090909090909,21.788413098236777,3.278688524590164,15.4911838790932,32.6925,67.125,32.752272898038925,67.24772710196108
53,640,408960,55,120,multiple,random,unitary,BRKGA,69.0909090909091,25.328330206378986,1.5037593984962405,15.384615384615385,26.64125,73.355,26.642249084340662,73.35775091565934
54,466,216690,55,120,multiple,random,unitary,BRKGA,72.72727272727273,28.427419354838708,5.252525252525253,22.379032258064516,23.58,75.535,23.79054633506533,76.20945366493467
55,519,268842,55,120,multiple,random,unitary,BRKGA,63.63636363636363,27.186311787072242,8.571428571428571,21.673003802281368,25.0075,74.105,25.231428931769454,74.76857106823054
56,572,326612,60,120,multiple,random,unitary,BRKGA,65.0,29.65931863727455,5.823293172690763,26.25250501002004,23.796249999999997,73.845,24.371103401482465,75.62889659851753
57,569,323192,60,120,multiple,random,unitary,BRKGA,68.33333333333333,19.25133689839572,1.9642857142857142,9.090909090909092,25.1825,74.695,25.213386398337963,74.78661360166203
58,788,620156,60,120,multiple,random,unitary,BRKGA,61.666666666666664,23.725490196078432,7.662082514734774,20.0,22.9925,76.69500000000001,23.064576802507837,76.93542319749217
59,536,286760,60,120,multiple,random,unitary,BRKGA,65.0,27.03962703962704,5.373831775700935,19.34731934731935,19.455,80.5,19.463758691411133,80.53624130858887
60,582,338142,60,120,multiple,random,unitary,BRKGA,61.666666666666664,44.55128205128205,1.9292604501607717,13.461538461538462,16.1575,83.66,16.187041350464597,83.8129586495354
61,650,421850,65,120,multiple,random,unitary,BRKGA,60.0,48.031496062992126,5.526315789473684,20.47244094488189,19.455,79.63000000000001,19.634657112580108,80.3653428874199
62,690,475410,65,120,multiple,random,unitary,BRKGA,66.15384615384616,22.75541795665635,0.15503875968992248,9.287925696594428,26.55125,73.38499999999999,26.56818721935234,73.43181278064766
63,834,694722,65,120,multiple,random,unitary,BRKGA,66.15384615384616,24.83974358974359,6.260032102728732,12.33974358974359,28.2025,71.78,28.20743630135274,71.79256369864727
64,562,315282,65,120,multiple,random,unitary,BRKGA,64.61538461538461,47.26840855106888,8.333333333333334,23.040380047505938,19.30125,79.455,19.54433263717486,80.45566736282514
65,694,480942,65,120,multiple,random,unitary,BRKGA,63.07692307692308,42.244224422442244,4.635761589403973,16.831683168316832,16.865,82.675,16.942937512557766,83.05706248744224
66,675,454950,70,120,multiple,random,unitary,BRKGA,57.142857142857146,35.01144164759725,10.321100917431192,22.88329519450801,20.21625,78.925,20.391360810964155,79.60863918903584
67,786,617010,70,120,multiple,random,unitary,BRKGA,62.857142857142854,25.766871165644172,10.245901639344263,26.789366053169733,25.322499999999998,74.33,25.410802538822406,74.58919746117759
68,979,957462,70,120,multiple,random,unitary,BRKGA,51.42857142857143,16.065573770491802,0.49261083743842365,16.065573770491802,23.728749999999998,74.93,24.051338578686632,75.94866142131336
69,856,731880,70,120,multiple,random,unitary,BRKGA,27.142857142857142,31.746031746031747,0.0,14.285714285714286,13.655,77.73,14.942277178968101,85.0577228210319
70,713,507656,70,120,multiple,random,unitary,BRKGA,42.857142857142854,18.4257602862254,0.5376344086021505,13.237924865831843,22.36375,77.095,22.485452511719686,77.51454748828031
71,740,546860,75,120,multiple,random,unitary,BRKGA,46.666666666666664,21.176470588235293,0.0,13.72549019607843,19.91,78.1,20.31425364758698,79.68574635241302
72,666,442890,75,120,multiple,random,unitary,BRKGA,61.333333333333336,38.46153846153846,7.910750507099391,20.647773279352226,19.908749999999998,79.74000000000001,19.97892597749595,80.02107402250405
73,777,602952,75,120,multiple,random,unitary,BRKGA,50.666666666666664,25.886524822695037,0.17761989342806395,11.702127659574469,20.041249999999998,78.82,20.272098521918345,79.72790147808165
74,715,510510,75,120,multiple,random,unitary,BRKGA,44.0,27.162629757785467,0.0,14.186851211072664,19.772499999999997,79.0,20.018223695866762,79.98177630413323
75,907,821742,75,120,multiple,random,unitary,BRKGA,36.0,15.384615384615385,0.0,7.6923076923076925,21.75625,74.76,22.541540932226436,77.45845906777356
76,802,642402,80,120,multiple,random,unitary,BRKGA,40.0,27.906976744186046,0.0,5.496828752642706,18.971249999999998,79.41499999999999,19.282420053615212,80.71757994638477
77,712,506232,80,120,multiple,random,unitary,BRKGA,57.5,34.285714285714285,0.6734006734006734,14.957983193277311,20.9225,76.61,21.451823751057336,78.54817624894267
78,741,548340,80,120,multiple,random,unitary,BRKGA,48.75,15.030674846625766,1.3824884792626728,17.177914110429448,24.49375,73.74,24.93414941402522,75.06585058597477
79,829,686412,80,120,multiple,random,unitary,BRKGA,36.25,22.5609756097561,0.0,8.739837398373984,20.053749999999997,75.98,20.88198159501217,79.11801840498784
80,902,812702,80,120,multiple,random,unitary,BRKGA,42.5,22.376237623762375,0.0,6.138613861386139,18.6075,79.86999999999999,18.895179101825292,81.10482089817471
1,31,930,5,120,single,random,unitary,BRKGA,100.0,12.903225806451612,0.0,0.0,2.25875,7.925,22.179943537498467,77.82005646250154
2,58,3306,5,120,single,random,unitary,BRKGA,100.0,7.6923076923076925,0.0,7.6923076923076925,3.3225,12.915,20.46189376443418,79.53810623556582
3,22,462,5,120,single,random,unitary,BRKGA,100.0,8.450704225352112,0.0,8.450704225352112,3.55625,9.620000000000001,26.989849160421212,73.01015083957878
4,25,600,5,120,single,random,unitary,BRKGA,100.0,42.857142857142854,0.0,9.523809523809524,1.2625,12.025,9.501411100658514,90.49858889934148
5,50,2450,5,120,single,random,unitary,BRKGA,100.0,4.166666666666667,0.0,3.3333333333333335,4.87625,8.615,36.14379690540165,63.85620309459835
6,114,12882,10,120,single,random,unitary,BRKGA,100.0,31.48148148148148,0.0,15.74074074074074,5.87375,28.889999999999997,16.8961921541836,83.1038078458164
7,65,4160,10,120,single,random,unitary,BRKGA,100.0,30.107526881720432,0.0,20.43010752688172,6.42875,22.3,22.3774093895488,77.62259061045121
8,80,6320,10,120,single,random,unitary,BRKGA,100.0,26.605504587155963,0.0,0.9174311926605505,4.9675,22.46,18.11138455929268,81.88861544070731
9,70,4830,10,120,single,random,unitary,BRKGA,100.0,25.77319587628866,0.0,2.0618556701030926,3.6975000000000002,21.905000000000005,14.441949028415195,85.5580509715848
10,75,5550,10,120,single,random,unitary,BRKGA,100.0,22.22222222222222,0.0,0.8547008547008547,4.4325,20.134999999999998,18.04212882873715,81.95787117126285
11,105,10920,15,120,single,random,unitary,BRKGA,100.0,25.161290322580644,0.6493506493506493,7.741935483870968,6.90625,31.545,17.96105458210071,82.03894541789928
