iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,39,39,1,,1360.0,120.11973118782043,,,,,,,,,
2,10.0,39,39,3,,1416.0,120.79938316345215,,,,,,,,,
3,15.0,39,39,4,,1465.0,120.0451340675354,,,,,,,,,
4,20.0,39,39,5,,1483.0,120.08542203903198,,,,,,,,,
5,25.0,39,39,7,,1505.0,120.19816589355469,,,,,,,,,
6,30.0,39,39,8,,1519.0,120.00562119483948,,,,,,,,,
7,35.0,39,39,10,,1534.0,120.1519148349762,,,,,,,,,
8,40.0,39,39,11,,1547.0,120.01461505889893,,,,,,,,,
9,45.0,39,39,14,,1561.0,120.1628201007843,,,,,,,,,
10,50.0,39,39,15,,1573.0,120.09356498718262,,,,,,,,,
11,55.0,39,39,17,,1583.0,120.12904500961304,,,,,,,,,
12,60.0,39,39,19,,1591.0,120.04785704612732,,,,,,,,,
13,65.0,39,39,20,,1598.0,120.03658509254456,,,,,,,,,
14,70.0,39,39,22,,1606.0,120.07739496231079,,,,,,,,,
15,75.0,39,39,24,,1614.0,120.19954013824463,,,,,,,,,
16,80.0,39,39,23,,1621.0,120.0342071056366,,,,,,,,,
17,85.0,39,39,24,,1627.0,120.0431580543518,,,,,,,,,
18,90.0,39,39,29,,1637.0,120.1491949558258,,,,,,,,,
19,95.0,39,39,27,,1641.0,120.1940770149231,,,,,,,,,
20,100.0,39,39,29,,1649.0,120.07723498344421,,,,,,,,,
21,105.0,39,39,31,,1656.0,120.13358616828918,,,,,,,,,
22,110.0,39,39,33,,1665.0,120.0545449256897,,,,,,,,,
23,115.0,39,39,34,,1670.0,120.10890293121338,,,,,,,,,
24,120.0,39,39,35,,1675.0,120.07307004928589,,,,,,,,,
25,125.0,39,39,37,,1683.0,120.16164112091064,,,,,,,,,
26,130.0,39,39,38,,1688.0,120.08435201644897,,,,,,,,,
27,135.0,39,39,39,all_positive_profit_blocks,1692.0,120.02981996536255,,,,,,,,,
