iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,31,31,1,,112.0,120.00816583633423,,,,,,,,,
2,10.0,31,31,3,,136.0,120.04375219345093,,,,,,,,,
3,15.0,31,31,4,,162.0,120.06674289703369,,,,,,,,,
4,20.0,31,31,6,,186.0,120.03895306587219,,,,,,,,,
5,25.0,31,31,7,,204.0,120.07550883293152,,,,,,,,,
6,30.0,31,31,9,,224.0,120.0394639968872,,,,,,,,,
7,35.0,31,31,10,,239.0,120.03963685035706,,,,,,,,,
8,40.0,31,31,12,,255.0,120.00929713249207,,,,,,,,,
9,45.0,31,31,14,,265.0,120.06927013397217,,,,,,,,,
10,50.0,31,31,16,,275.0,120.04950499534607,,,,,,,,,
11,55.0,31,31,18,,284.0,120.03561401367188,,,,,,,,,
12,60.0,31,31,20,,292.0,120.06688594818115,,,,,,,,,
13,65.0,31,31,21,,297.0,120.06458401679993,,,,,,,,,
14,70.0,31,31,23,,305.0,120.03018116950989,,,,,,,,,
15,75.0,31,31,25,,313.0,120.1409170627594,,,,,,,,,
16,80.0,31,31,26,,317.0,120.01373291015625,,,,,,,,,
17,85.0,31,31,28,,325.0,120.02283215522766,,,,,,,,,
18,90.0,31,31,29,,329.0,120.054044008255,,,,,,,,,
19,95.0,31,31,30,,333.0,120.01447987556458,,,,,,,,,
20,100.0,31,31,31,all_positive_profit_blocks,337.0,120.06892919540405,,,,,,,,,
