iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,152,48,1,,408.0,900.3337049484253,,,,,,,,,
2,10.0,152,48,3,,464.0,901.861114025116,,,,,,,,,
3,15.0,152,48,4,,528.0,902.9089620113373,,,,,,,,,
4,20.0,152,48,5,,589.0,901.6037399768829,,,,,,,,,
5,25.0,152,48,6,,624.0,902.167160987854,,,,,,,,,
6,30.0,152,48,8,,656.0,901.7218420505524,,,,,,,,,
7,35.0,152,48,10,,685.0,903.0228538513184,,,,,,,,,
8,40.0,152,48,11,,707.0,900.4204568862915,,,,,,,,,
9,45.0,152,48,13,,732.0,902.6592030525208,,,,,,,,,
10,50.0,152,48,15,,752.0,901.9219138622284,,,,,,,,,
11,55.0,152,48,16,,768.0,902.9175038337708,,,,,,,,,
12,60.0,152,48,18,,783.0,901.0699000358582,,,,,,,,,
13,65.0,152,48,20,,796.0,900.2045819759369,,,,,,,,,
14,70.0,152,48,22,,809.0,900.1790919303894,,,,,,,,,
15,75.0,152,48,24,,822.0,901.4398698806763,,,,,,,,,
16,80.0,152,48,26,,831.0,900.7037851810455,,,,,,,,,
17,85.0,152,48,28,,840.0,902.324944972992,,,,,,,,,
18,90.0,152,48,29,,845.0,900.9643988609314,,,,,,,,,
19,95.0,152,48,31,,853.0,901.3709859848022,,,,,,,,,
20,100.0,152,48,33,,861.0,902.4924149513245,,,,,,,,,
21,105.0,152,48,35,,869.0,902.7990119457245,,,,,,,,,
22,110.0,152,48,36,,873.0,900.339457988739,,,,,,,,,
23,115.0,152,48,38,,881.0,901.1779279708862,,,,,,,,,
24,120.0,152,48,40,,889.0,902.4762759208679,,,,,,,,,
25,125.0,152,48,41,,893.0,902.2808780670166,,,,,,,,,
26,130.0,152,48,43,,901.0,903.0860331058502,,,,,,,,,
27,135.0,152,48,44,,905.0,902.62548995018,,,,,,,,,
28,140.0,152,48,46,,913.0,902.3208239078522,,,,,,,,,
29,145.0,152,48,47,,917.0,902.8796279430389,,,,,,,,,
30,150.0,152,48,48,all_positive_profit_blocks,921.0,902.0980591773987,,,,,,,,,
