iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,27,27,2,,232.00,0.3177504,0.0,0,0.287558161,0.342553638,6,1.016571834,,,
2,10.0,27,27,3,,376.00,600.029379782,0.06382978723402573,24900,0.658035453,11.511860126,1331,cached,,,
3,15.0,27,27,5,,521.00,600.037880253,0.09788867562378159,17500,0.786848079,8.160435263,716,cached,,,
4,20.0,27,27,7,,659.00,600.119669071,0.013657056145674917,10817,1.519251875,30.813961475,1669,cached,,,
5,25.0,27,27,9,,747.00,600.085830046,0.013962114554556825,6000,0.936385851,25.221350884,1289,cached,,,
6,30.0,27,27,12,,811.00,601.087770031,0.016691336491291675,10200,1.528252593,3.864408546,181,cached,,,
7,35.0,27,27,13,,859.00,600.069085915,0.03182786269605749,1902,1.200944566,41.494801638,1644,cached,,,
8,40.0,27,27,14,,910.00,600.283101687,0.03046241950879878,233,2.337631986,85.804013786,1764,cached,,,
9,45.0,27,27,16,,708.00,600.146115597,0.37973643082813824,677,2.716751889,371.525903205,4137,cached,,,
10,50.0,27,27,8,,335.00,600.177067115,2.005785707326323,198,6.11544658,72.205079346,792,cached,,,
11,55.0,27,27,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
