iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,27,27,2,,232.00,61.621297341,0.0,11,0.639257146,49.539791129,3145,1.484115508,,,
2,10.0,27,27,3,,356.00,600.02284566,0.17134831460669409,1987,0.809874396,5.136097981,305,cached,,,
3,15.0,27,27,6,,528.00,600.011387157,0.051136363636353946,5563,0.399939476,11.69763766,520,cached,,,
4,20.0,27,27,8,,615.00,600.035796105,0.042851648502047646,2804,1.096993355,4.871994797,230,cached,,,
5,25.0,27,27,10,,695.00,600.011165117,0.012949640287768575,4037,0.882877012,3.096780779,109,cached,,,
6,30.0,27,27,12,,741.00,600.503956705,0.019687827215616557,5800,0.234371476,15.907841446,394,cached,,,
7,35.0,27,27,14,,791.00,600.047950195,0.014591991002304438,1927,0.872334715,16.719934984,575,cached,,,
8,40.0,27,27,16,,829.00,600.134141402,0.012377177846749408,5000,1.900025135,21.553733394,659,cached,,,
9,45.0,27,27,18,,682.00,600.236122866,0.27859237536652903,280,2.406306854,30.513351352,812,cached,,,
10,50.0,27,27,19,,685.00,600.123431595,0.305109489051051,960,8.399986515,18.585851046,696,cached,,,
11,55.0,27,27,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
