iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,26,26,2,,208.00,0.310958547,0.0,0,0.174162827,0.358967908,2,1.20389518,,,
2,10.0,26,26,3,,364.00,600.004996028,0.024725274725267934,52504,0.369601299,2.511365445,555,cached,,,
3,15.0,26,26,6,,475.00,319.616524712,0.0,18000,0.826686657,0.338879029,30,cached,,,
4,20.0,26,26,8,,551.00,600.013997058,0.020035361162625366,33700,0.811165325,1.197252938,149,cached,,,
5,25.0,26,26,10,,622.00,600.028551022,0.014469453376204375,20600,0.33748874,3.942405008,351,cached,,,
6,30.0,26,26,13,,666.00,600.008736122,0.009009009009010046,46648,0.161788501,0.976783977,66,cached,,,
7,35.0,26,26,15,,702.00,600.034093467,0.01615642932415617,14000,0.273927943,8.00403383,465,cached,,,
8,40.0,26,26,16,,739.00,600.017880587,0.011728199257118118,9926,0.938143499,8.966244294,483,cached,,,
9,45.0,26,26,18,,768.00,600.00874202,0.005208333333334727,10258,0.86787432,9.09973086,423,cached,,,
10,50.0,26,26,20,,790.00,600.059867379,0.0050632911392407285,3049,3.952177587,9.467643781,553,cached,,,
11,55.0,26,26,22,,808.00,600.052511471,0.004950495049504619,1453,0.178838505,10.080778392,645,cached,,,
12,60.0,26,26,23,,820.00,600.104961359,0.0016370146175719938,16200,0.436454341,21.559803908,1158,cached,,,
13,65.0,26,26,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
