iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,443,54,1,,2105.0,914.4054300785065,,,,,,,,,
2,10.0,443,54,3,,2206.0,901.2716090679169,,,,,,,,,
3,15.0,443,54,5,,2259.0,900.5568490028381,,,,,,,,,
4,20.0,443,54,6,,2292.0,912.8707070350647,,,,,,,,,
5,25.0,443,54,8,,2320.0,908.953418970108,,,,,,,,,
6,30.0,443,54,10,,2346.0,905.3607168197632,,,,,,,,,
7,35.0,443,54,12,,2364.0,912.517884016037,,,,,,,,,
8,40.0,443,54,13,,2382.0,906.4360120296478,,,,,,,,,
9,45.0,443,54,14,,2396.0,903.6232318878174,,,,,,,,,
10,50.0,443,54,15,,2406.0,910.7489700317383,,,,,,,,,
11,55.0,443,54,17,,2418.0,906.5688359737396,,,,,,,,,
12,60.0,443,54,18,,2431.0,903.1690149307251,,,,,,,,,
13,65.0,443,54,20,,2443.0,904.8139147758484,,,,,,,,,
14,70.0,443,54,21,,2451.0,915.9295101165771,,,,,,,,,
15,75.0,443,54,23,,2464.0,910.6631541252136,,,,,,,,,
16,80.0,443,54,23,,2468.0,906.8085811138153,,,,,,,,,
17,85.0,443,54,24,,2474.0,909.9768002033234,,,,,,,,,
18,90.0,443,54,27,,2487.0,909.3779969215393,,,,,,,,,
19,95.0,443,54,27,,2488.0,903.4869201183319,,,,,,,,,
20,100.0,443,54,30,,2500.0,902.0320229530334,,,,,,,,,
21,105.0,443,54,30,,2499.0,911.7895359992981,,,,,,,,,
22,110.0,443,54,32,,2508.0,901.1104228496552,,,,,,,,,
23,115.0,443,54,33,,2514.0,907.1083519458771,,,,,,,,,
24,120.0,443,54,33,,2515.0,913.9541008472443,,,,,,,,,
25,125.0,443,54,34,,2522.0,913.1276741027832,,,,,,,,,
26,130.0,443,54,35,,2525.0,909.0605959892273,,,,,,,,,
27,135.0,443,54,39,,2538.0,908.1474921703339,,,,,,,,,
28,140.0,443,54,38,,2534.0,915.1150341033936,,,,,,,,,
29,145.0,443,54,40,,2544.0,909.9467720985413,,,,,,,,,
30,150.0,443,54,41,,2550.0,909.4783129692078,,,,,,,,,
31,155.0,443,54,41,,2550.0,912.3176038265228,,,,,,,,,
32,160.0,443,54,42,,2554.0,904.8253650665283,,,,,,,,,
33,165.0,443,54,44,,2558.0,909.4774870872498,,,,,,,,,
34,170.0,443,54,46,,2568.0,910.7797322273254,,,,,,,,,
35,175.0,443,54,46,,2570.0,900.7794950008392,,,,,,,,,
36,180.0,443,54,47,,2575.0,909.3335220813751,,,,,,,,,
37,185.0,443,54,48,,2575.0,909.9675409793854,,,,,,,,,
38,190.0,443,54,49,,2581.0,915.556932926178,,,,,,,,,
39,195.0,443,54,51,,2587.0,908.5165920257568,,,,,,,,,
40,200.0,443,54,51,,2590.0,903.2691509723663,,,,,,,,,
41,205.0,443,54,50,,2587.0,909.7136180400848,,,,,,,,,
42,210.0,443,54,51,,2591.0,903.0532259941101,,,,,,,,,
43,215.0,443,54,53,,2599.0,908.4619200229645,,,,,,,,,
44,220.0,443,54,54,all_positive_profit_blocks,2603.0,910.4433441162109,,,,,,,,,
