iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,27,27,2,,208.00,0.241117184,0.0,0,0.211872479,0.222288685,6,0.705809516,,,
2,10.0,27,27,4,,345.00,600.009579276,0.043478260869558055,29909,0.61498785,9.628029072,1446,cached,,,
3,15.0,27,27,5,,469.00,600.025044209,0.057751028728005686,22094,1.03167824,12.850448132,1033,cached,,,
4,20.0,27,27,7,,571.00,600.019733727,0.05808418384340621,10643,0.947175281,31.622944526,2020,cached,,,
5,25.0,27,27,9,,655.00,600.018513521,0.036652105388922905,11980,0.741114897,10.265221942,630,cached,,,
6,30.0,27,27,11,,727.00,600.07223338,0.02029380092809064,8000,1.940220365,2.994989607,120,cached,,,
7,35.0,27,27,13,,772.00,600.062735964,0.0301729332566524,2942,0.868297426,30.256396769,1384,cached,,,
8,40.0,27,27,14,,802.00,600.038042071,0.04413718732820997,331,1.714029424,31.902006077,959,cached,,,
9,45.0,27,27,17,,853.00,600.188493937,0.02211257249459486,268,2.357716714,156.29509029,2319,cached,,,
10,50.0,27,27,19,,880.00,600.224203121,0.024134490320502428,702,9.550488637,139.446830667,1439,cached,,,
11,55.0,27,27,13,,481.00,600.121540626,0.9108511198351069,376,5.418785218,96.73465179,1082,cached,,,
12,60.0,27,27,22,,919.00,600.48253498,0.011364063626856567,408,1.378985121,39.449012346,456,cached,,,
13,65.0,27,27,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
