iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,27,27,2,,208.00,0.318786059,0.0,0,0.272140193,0.284650438,6,0.878249255,,,
2,10.0,27,27,3,,336.00,600.029027552,0.07142857142855576,30100,0.748780891,11.008292831,1446,cached,,,
3,15.0,27,27,5,,469.00,600.017115542,0.05707596608634045,22550,0.975723803,13.144226904,1033,cached,,,
4,20.0,27,27,7,,571.00,600.024453115,0.0583401912180658,9945,0.919749831,31.788701525,2020,cached,,,
5,25.0,27,27,9,,670.00,600.015991304,0.01346010843546248,11311,0.715546024,10.620409838,630,cached,,,
6,30.0,27,27,11,,727.00,600.014809806,0.02029380092807688,8010,2.059404827,3.088549252,120,cached,,,
7,35.0,27,27,13,,772.00,600.088718592,0.030479094891643542,2462,0.885534108,34.907403317,1384,cached,,,
8,40.0,27,27,14,,802.00,600.047862306,0.0441403059296596,225,2.1743268,30.979359517,959,cached,,,
9,45.0,27,27,17,,853.00,600.083016819,0.02211257249459486,267,3.993281903,132.930915709,2319,cached,,,
10,50.0,27,27,19,,880.00,600.24783697,0.024134490320502428,702,8.048790986,129.541284075,1439,cached,,,
11,55.0,27,27,13,,481.00,600.200787608,0.9108511198351069,376,7.423543673,98.536182141,1082,cached,,,
12,60.0,27,27,22,,919.00,600.33934662,0.011364063626856567,408,1.408894935,41.895342716,456,cached,,,
13,65.0,27,27,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
