iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,96,96,1,,9865.0,121.50111889839172,,,,,,,,,
2,10.0,96,96,3,,10221.0,121.37022614479065,,,,,,,,,
3,15.0,96,96,4,,10361.0,120.22913908958435,,,,,,,,,
4,20.0,96,96,6,,10549.0,121.56218409538269,,,,,,,,,
5,25.0,96,96,8,,10633.0,120.39516186714172,,,,,,,,,
6,30.0,96,96,10,,10705.0,121.08218097686768,,,,,,,,,
7,35.0,96,96,11,,10757.0,121.05084705352783,,,,,,,,,
8,40.0,96,96,13,,10801.0,120.58975505828857,,,,,,,,,
9,45.0,96,96,14,,10833.0,120.29823088645935,,,,,,,,,
10,50.0,96,96,17,,10865.0,121.41974806785583,,,,,,,,,
11,55.0,96,96,17,,10890.0,121.79606986045837,,,,,,,,,
12,60.0,96,96,17,,10922.0,121.9749960899353,,,,,,,,,
13,65.0,96,96,19,,10950.0,120.20645403862,,,,,,,,,
14,70.0,96,96,20,,10974.0,121.81189584732056,,,,,,,,,
15,75.0,96,96,21,,10991.0,121.0318808555603,,,,,,,,,
16,80.0,96,96,23,,11017.0,121.02844309806824,,,,,,,,,
17,85.0,96,96,25,,11042.0,121.13232111930847,,,,,,,,,
18,90.0,96,96,26,,11069.0,120.68273401260376,,,,,,,,,
19,95.0,96,96,28,,11097.0,120.05181002616882,,,,,,,,,
20,100.0,96,96,29,,11097.0,121.39652013778687,,,,,,,,,
21,105.0,96,96,30,,11117.0,121.40634799003601,,,,,,,,,
22,110.0,96,96,32,,11135.0,121.4493179321289,,,,,,,,,
23,115.0,96,96,34,,11161.0,120.35147976875305,,,,,,,,,
24,120.0,96,96,36,,11173.0,120.64408993721008,,,,,,,,,
25,125.0,96,96,38,,11193.0,120.6027820110321,,,,,,,,,
26,130.0,96,96,39,,11213.0,120.2312650680542,,,,,,,,,
27,135.0,96,96,41,,11231.0,120.39773201942444,,,,,,,,,
28,140.0,96,96,43,,11240.0,120.09112501144409,,,,,,,,,
29,145.0,96,96,44,,11255.0,120.7588279247284,,,,,,,,,
30,150.0,96,96,46,,11268.0,120.23369002342224,,,,,,,,,
31,155.0,96,96,48,,11284.0,120.85446119308472,,,,,,,,,
32,160.0,96,96,49,,11296.0,120.70773100852966,,,,,,,,,
33,165.0,96,96,51,,11312.0,120.41914701461792,,,,,,,,,
34,170.0,96,96,53,,11321.0,120.76533508300781,,,,,,,,,
35,175.0,96,96,54,,11330.0,120.57483100891113,,,,,,,,,
36,180.0,96,96,57,,11343.0,120.78997707366943,,,,,,,,,
37,185.0,96,96,59,,11353.0,120.83427691459656,,,,,,,,,
38,190.0,96,96,59,,11353.0,120.35207295417786,,,,,,,,,
39,195.0,96,96,63,,11375.0,120.5449869632721,,,,,,,,,
40,200.0,96,96,62,,11370.0,120.73479104042053,,,,,,,,,
41,205.0,96,96,65,,11384.0,120.00520515441895,,,,,,,,,
42,210.0,96,96,67,,11394.0,120.04232621192932,,,,,,,,,
43,215.0,96,96,69,,11401.0,120.79154992103577,,,,,,,,,
44,220.0,96,96,71,,11409.0,120.38030099868774,,,,,,,,,
45,225.0,96,96,72,max_iterations,11416.0,120.48797702789307,,,,,,,,,
