iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,26,26,2,,212.00,0.287031092,0.0,0,0.239065125,0.37696741,2,1.34573622,,,
2,10.0,26,26,3,,380.00,600.039649155,0.023684210526311054,38236,0.79357846,2.44567179,439,cached,,,
3,15.0,26,26,6,,495.00,600.010911639,0.002020202020201612,33196,0.594959756,3.863491674,343,cached,,,
4,20.0,26,26,7,,570.00,600.038580823,0.03508771929823965,15900,0.626079485,2.974484112,275,cached,,,
5,25.0,26,26,10,,646.00,600.044069046,0.013931888544890716,15900,1.102732771,6.734033623,523,cached,,,
6,30.0,26,26,12,,691.00,600.029236289,0.013024602026047648,12227,0.176143294,4.791695566,250,cached,,,
7,35.0,26,26,14,,730.00,600.043766149,0.020547945205476637,8400,0.105016816,7.639400618,463,cached,,,
8,40.0,26,26,16,,765.00,600.013434394,0.01568627450980187,5277,0.977262799,17.762666082,847,cached,,,
9,45.0,26,26,18,,797.00,600.063058873,0.006543846946132142,11000,0.541055794,9.319918238,359,cached,,,
10,50.0,26,26,20,,819.00,600.077597063,0.009768009768008852,711,3.760664895,12.40318567,657,cached,,,
11,55.0,26,26,22,,833.00,600.024082398,0.009603841536613901,70,0.124519869,11.063888951,726,cached,,,
12,60.0,26,26,23,,849.00,157.661006328,0.0,1694,0.382070316,23.21544392,885,cached,,,
13,65.0,26,26,25,,857.00,278.984634647,0.0,0,0.182232943,56.125007145,2246,cached,,,
14,70.0,26,26,25,,857.00,600.025663378,0.0046674445740951375,3,0.074795958,1.472892591,108,cached,,,
15,75.0,26,26,26,all_positive_profit_blocks,861.00,17.733537611,0.0,0,0.123445204,0.120664317,0,cached,,,
