iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,phase1Time,noFeasibleSolution,error_message
1,5.0,88,27,2,,232.00,0.303588916,0.0,0,0.7776031494140625,,
2,10.0,88,27,3,,408.00,234.782279242,0.0,59300,0.040634870529174805,,
3,15.0,88,27,6,,532.00,600.002029297,0.00994664498750279,182620,0.017663955688476562,,
4,20.0,88,27,8,,620.00,600.002403435,0.015619851659180397,165115,0.06055498123168945,,
5,25.0,88,27,10,,695.00,600.001136636,0.006969054983449755,158837,0.08139395713806152,,
6,30.0,88,27,12,,751.00,103.85430862,0.0,35261,0.02049088478088379,,
7,35.0,88,27,14,,791.00,600.000933231,0.008829982533102769,159773,0.06585097312927246,,
8,40.0,88,27,16,,829.00,600.000964698,0.011833434202636278,192004,0.04351997375488281,,
9,45.0,88,27,18,,860.00,600.002726874,0.011579017570669311,157014,0.029419898986816406,,
10,50.0,88,27,20,,884.00,600.000769457,0.010770772041849416,164560,0.13698697090148926,,
11,55.0,88,27,22,,904.00,600.000834304,0.004452861901786673,167520,0.05767989158630371,,
12,60.0,88,27,24,,912.00,600.004516536,0.006348012093283405,157135,0.01603388786315918,,
13,65.0,88,27,25,,924.00,378.65483501,0.0,112017,0.18030786514282227,,
14,70.0,88,27,26,,928.00,585.594149949,0.0,194336,0.04967188835144043,,
15,75.0,88,27,26,,928.00,600.0017067,0.007143459020413582,125117,0.014644145965576172,,
16,80.0,88,27,25,,937.00,600.000603282,0.0033206793517204652,221946,0.05749797821044922,,
17,85.0,88,27,26,,941.00,600.000866931,0.004250797024441631,141114,0.050746917724609375,,
18,90.0,88,27,27,all_positive_profit_blocks,945.00,30.180714305,0.0,15935,0.010806083679199219,,
