iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,27,27,2,,208.00,0.219953828,0.0,0,0.191508989,0.213894624,6,0.614333611,,,
2,10.0,27,27,4,,345.00,600.007149274,0.04347826086955591,29747,0.4639341,6.414423157,1194,cached,,,
3,15.0,27,27,4,,452.00,600.006517037,0.11465071609683859,19427,0.962230026,10.420909782,922,cached,,,
4,20.0,27,27,7,,574.00,600.020189279,0.043343837118935497,4615,0.914098264,32.207372832,1889,cached,,,
5,25.0,27,27,8,,630.00,600.030199685,0.07209867399259998,1873,0.725716358,22.498970067,1232,cached,,,
6,30.0,27,27,10,,710.00,600.096400917,0.035860126435755355,3600,2.048319915,5.416392694,175,cached,,,
7,35.0,27,27,13,,769.00,600.109440135,0.023063497356618824,2783,0.9383107,29.499605347,1353,cached,,,
8,40.0,27,27,13,,560.00,600.188402909,0.4819388232139508,549,2.60849271,106.40645742,1445,cached,,,
9,45.0,27,27,17,,841.00,600.116633718,0.02522415859207637,714,3.037444625,172.490620129,2878,cached,,,
10,50.0,27,27,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
