iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,152,31,1,,112.0,901.3662149906158,,,,,,,,,
2,10.0,152,31,3,,136.0,904.4257831573486,,,,,,,,,
3,15.0,152,31,4,,162.0,900.9599249362946,,,,,,,,,
4,20.0,152,31,6,,186.0,900.028589963913,,,,,,,,,
5,25.0,152,31,7,,204.0,900.1382839679718,,,,,,,,,
6,30.0,152,31,9,,222.0,902.0126390457153,,,,,,,,,
7,35.0,152,31,10,,239.0,900.0030379295349,,,,,,,,,
8,40.0,152,31,12,,255.0,900.0052099227905,,,,,,,,,
9,45.0,152,31,14,,265.0,900.5491480827332,,,,,,,,,
10,50.0,152,31,16,,275.0,901.2359628677368,,,,,,,,,
11,55.0,152,31,18,,283.0,902.1049830913544,,,,,,,,,
12,60.0,152,31,19,,289.0,902.5711531639099,,,,,,,,,
13,65.0,152,31,21,,297.0,901.0085949897766,,,,,,,,,
14,70.0,152,31,23,,305.0,900.6480429172516,,,,,,,,,
15,75.0,152,31,24,,309.0,900.5433759689331,,,,,,,,,
16,80.0,152,31,26,,317.0,903.028801202774,,,,,,,,,
17,85.0,152,31,27,,321.0,900.6730208396912,,,,,,,,,
18,90.0,152,31,29,,329.0,900.6139690876007,,,,,,,,,
19,95.0,152,31,30,,333.0,900.6118500232697,,,,,,,,,
20,100.0,152,31,31,all_positive_profit_blocks,337.0,901.274610042572,,,,,,,,,
