iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,26,26,2,,208.00,0.254018729,0.0,0,0.17218609,0.337664258,2,1.159317403,,,
2,10.0,26,26,3,,364.00,600.00407933,0.024725274725267934,45547,0.370246718,2.673182459,555,cached,,,
3,15.0,26,26,6,,475.00,243.942116675,0.0,18000,0.495597606,0.220490975,30,cached,,,
4,20.0,26,26,8,,551.00,600.0110023,0.014519056261347392,39993,1.246148853,1.607666611,149,cached,,,
5,25.0,26,26,10,,622.00,600.024745797,0.014469453376203825,23800,0.36807766,4.692821025,351,cached,,,
6,30.0,26,26,13,,666.00,600.029640101,0.009009009009012947,45300,0.160495667,0.946663267,66,cached,,,
7,35.0,26,26,14,,707.00,600.026369699,0.009372953962139713,12297,0.413865839,12.021420057,465,cached,,,
8,40.0,26,26,16,,739.00,600.018000663,0.011456640533208431,10303,1.133691388,8.160075835,483,cached,,,
9,45.0,26,26,18,,768.00,600.009234362,0.005208333333334727,9826,0.61990409,8.804860658,423,cached,,,
10,50.0,26,26,20,,790.00,600.028613154,0.0050632911392407285,3490,3.922180278,9.221660688,553,cached,,,
11,55.0,26,26,22,,808.00,600.078032999,0.004950495049504619,1453,0.137010677,10.224916376,645,cached,,,
12,60.0,26,26,24,,816.00,600.095153148,0.0068935696867770705,15500,0.740248059,19.597580562,1158,cached,,,
13,65.0,26,26,0,error,,,,,,,,,,,Result index of attribute MathOptInterface.ObjectiveValue(1) out of bounds. There are currently 0 solution(s) in the model.
