iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,26,26,1,,64.0,120.01222109794617,,,,,,,,,
2,10.0,26,26,3,,88.0,120.0009298324585,,,,,,,,,
3,15.0,26,26,4,,114.0,120.00189399719238,,,,,,,,,
4,20.0,26,26,6,,138.0,120.02659296989441,,,,,,,,,
5,25.0,26,26,7,,156.0,120.02772808074951,,,,,,,,,
6,30.0,26,26,10,,174.0,120.0361909866333,,,,,,,,,
7,35.0,26,26,12,,186.0,120.04369807243347,,,,,,,,,
8,40.0,26,26,13,,192.0,120.03817296028137,,,,,,,,,
9,45.0,26,26,15,,201.0,120.02512788772583,,,,,,,,,
10,50.0,26,26,17,,209.0,120.04607701301575,,,,,,,,,
11,55.0,26,26,18,,213.0,120.0052969455719,,,,,,,,,
12,60.0,26,26,20,,221.0,120.01170182228088,,,,,,,,,
13,65.0,26,26,22,,229.0,120.05731010437012,,,,,,,,,
14,70.0,26,26,23,,233.0,120.05656599998474,,,,,,,,,
15,75.0,26,26,24,,237.0,120.01890897750854,,,,,,,,,
16,80.0,26,26,26,all_positive_profit_blocks,245.0,120.04590582847595,,,,,,,,,
