iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,16,16,1,,32.0,120.00959897041321,,,,,,,,,
2,10.0,16,16,3,,48.0,120.01704788208008,,,,,,,,,
3,15.0,16,16,4,,62.0,120.00652194023132,,,,,,,,,
4,20.0,16,16,6,,77.0,120.02443885803223,,,,,,,,,
5,25.0,16,16,8,,90.0,120.02563405036926,,,,,,,,,
6,30.0,16,16,10,,102.0,120.01068186759949,,,,,,,,,
7,35.0,16,16,11,,107.0,120.00997304916382,,,,,,,,,
8,40.0,16,16,13,,115.0,120.01682305335999,,,,,,,,,
9,45.0,16,16,15,,123.0,120.00022602081299,,,,,,,,,
10,50.0,16,16,16,all_positive_profit_blocks,127.0,120.02213311195374,,,,,,,,,
