iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,54,54,1,,2105.0,120.17617702484131,,,,,,,,,
2,10.0,54,54,3,,2206.0,120.26148796081543,,,,,,,,,
3,15.0,54,54,5,,2264.0,120.03669595718384,,,,,,,,,
4,20.0,54,54,6,,2292.0,120.28841710090637,,,,,,,,,
5,25.0,54,54,8,,2324.0,120.35608983039856,,,,,,,,,
6,30.0,54,54,10,,2346.0,120.03112697601318,,,,,,,,,
7,35.0,54,54,11,,2362.0,120.25651907920837,,,,,,,,,
8,40.0,54,54,12,,2378.0,120.21544289588928,,,,,,,,,
9,45.0,54,54,14,,2396.0,120.33142495155334,,,,,,,,,
10,50.0,54,54,15,,2406.0,120.22631788253784,,,,,,,,,
11,55.0,54,54,17,,2424.0,120.33069396018982,,,,,,,,,
12,60.0,54,54,19,,2435.0,120.2194459438324,,,,,,,,,
13,65.0,54,54,20,,2450.0,120.13854908943176,,,,,,,,,
14,70.0,54,54,22,,2462.0,120.42114019393921,,,,,,,,,
15,75.0,54,54,24,,2473.0,120.39106106758118,,,,,,,,,
16,80.0,54,54,26,,2482.0,120.00072693824768,,,,,,,,,
17,85.0,54,54,27,,2489.0,120.35702204704285,,,,,,,,,
18,90.0,54,54,30,,2501.0,120.30623388290405,,,,,,,,,
19,95.0,54,54,31,,2506.0,120.04309701919556,,,,,,,,,
20,100.0,54,54,33,,2515.0,120.07672309875488,,,,,,,,,
21,105.0,54,54,35,,2524.0,120.2674081325531,,,,,,,,,
22,110.0,54,54,37,,2531.0,120.06398105621338,,,,,,,,,
23,115.0,54,54,39,,2540.0,120.12391090393066,,,,,,,,,
24,120.0,54,54,41,,2548.0,120.01974511146545,,,,,,,,,
25,125.0,54,54,43,,2555.0,120.07135796546936,,,,,,,,,
26,130.0,54,54,44,,2560.0,120.06182098388672,,,,,,,,,
27,135.0,54,54,46,,2568.0,120.05701184272766,,,,,,,,,
28,140.0,54,54,47,,2574.0,120.21094393730164,,,,,,,,,
29,145.0,54,54,49,,2580.0,120.28315210342407,,,,,,,,,
30,150.0,54,54,50,,2586.0,120.1355140209198,,,,,,,,,
31,155.0,54,54,51,,2591.0,120.00366187095642,,,,,,,,,
32,160.0,54,54,52,,2595.0,120.1808180809021,,,,,,,,,
33,165.0,54,54,53,,2599.0,120.10253310203552,,,,,,,,,
34,170.0,54,54,54,all_positive_profit_blocks,2603.0,120.19572496414185,,,,,,,,,
