iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,26,26,1,,72.0,120.03995299339294,,,,,,,,,
2,10.0,26,26,3,,96.0,120.00564789772034,,,,,,,,,
3,15.0,26,26,4,,122.0,120.05053400993347,,,,,,,,,
4,20.0,26,26,6,,146.0,120.05649304389954,,,,,,,,,
5,25.0,26,26,8,,166.0,120.00328302383423,,,,,,,,,
6,30.0,26,26,10,,182.0,120.06592607498169,,,,,,,,,
7,35.0,26,26,12,,194.0,120.03079915046692,,,,,,,,,
8,40.0,26,26,13,,200.0,120.02581787109375,,,,,,,,,
9,45.0,26,26,15,,209.0,120.04560613632202,,,,,,,,,
10,50.0,26,26,17,,216.0,120.01641988754272,,,,,,,,,
11,55.0,26,26,19,,224.0,120.02863597869873,,,,,,,,,
12,60.0,26,26,20,,229.0,120.0008270740509,,,,,,,,,
13,65.0,26,26,21,,233.0,120.04797101020813,,,,,,,,,
14,70.0,26,26,23,,241.0,120.0505940914154,,,,,,,,,
15,75.0,26,26,24,,245.0,120.00453805923462,,,,,,,,,
16,80.0,26,26,26,all_positive_profit_blocks,253.0,120.03483891487122,,,,,,,,,
