iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,443,96,1,,9865.0,912.6304121017456,,,,,,,,,
2,10.0,443,96,3,,10221.0,904.3828928470612,,,,,,,,,
3,15.0,443,96,4,,10361.0,900.7009391784668,,,,,,,,,
4,20.0,443,96,6,,10549.0,904.6174609661102,,,,,,,,,
5,25.0,443,96,8,,10629.0,916.6668431758881,,,,,,,,,
6,30.0,443,96,9,,10697.0,900.9721310138702,,,,,,,,,
7,35.0,443,96,11,,10757.0,907.2148540019989,,,,,,,,,
8,40.0,443,96,13,,10801.0,915.1981179714203,,,,,,,,,
9,45.0,443,96,14,,10833.0,915.4637141227722,,,,,,,,,
10,50.0,443,96,15,,10854.0,918.363569021225,,,,,,,,,
11,55.0,443,96,16,,10880.0,911.5686390399933,,,,,,,,,
12,60.0,443,96,17,,10906.0,902.2029399871826,,,,,,,,,
13,65.0,443,96,18,,10946.0,903.2663729190826,,,,,,,,,
14,70.0,443,96,20,,10968.0,915.4486699104309,,,,,,,,,
15,75.0,443,96,21,,10988.0,919.0904371738434,,,,,,,,,
16,80.0,443,96,21,,10992.0,907.750501871109,,,,,,,,,
17,85.0,443,96,22,,11006.0,909.3384921550751,,,,,,,,,
18,90.0,443,96,24,,11041.0,904.3763489723206,,,,,,,,,
19,95.0,443,96,25,,11048.0,906.4734020233154,,,,,,,,,
20,100.0,443,96,27,,11070.0,911.3324189186096,,,,,,,,,
21,105.0,443,96,28,,11084.0,902.9338819980621,,,,,,,,,
22,110.0,443,96,29,,11105.0,917.0562880039215,,,,,,,,,
23,115.0,443,96,29,,11109.0,910.0682008266449,,,,,,,,,
24,120.0,443,96,31,,11116.0,904.5113821029663,,,,,,,,,
25,125.0,443,96,31,,11137.0,909.763482093811,,,,,,,,,
26,130.0,443,96,34,,11154.0,912.1055288314819,,,,,,,,,
27,135.0,443,96,35,,11162.0,905.3065650463104,,,,,,,,,
28,140.0,443,96,35,,11165.0,904.184238910675,,,,,,,,,
29,145.0,443,96,36,,11183.0,911.4985630512238,,,,,,,,,
30,150.0,443,96,39,,11194.0,908.8377709388733,,,,,,,,,
31,155.0,443,96,39,,11207.0,917.6214020252228,,,,,,,,,
32,160.0,443,96,41,,11217.0,909.0757129192352,,,,,,,,,
33,165.0,443,96,41,,11215.0,907.883829832077,,,,,,,,,
34,170.0,443,96,43,,11234.0,914.5374271869659,,,,,,,,,
35,175.0,443,96,44,,11250.0,900.9957139492035,,,,,,,,,
36,180.0,443,96,44,,11252.0,907.0012528896332,,,,,,,,,
37,185.0,443,96,46,,11257.0,908.1103019714355,,,,,,,,,
38,190.0,443,96,46,,11269.0,910.0201020240784,,,,,,,,,
39,195.0,443,96,48,,11275.0,906.2873361110687,,,,,,,,,
40,200.0,443,96,48,,11287.0,914.5997869968414,,,,,,,,,
41,205.0,443,96,50,,11286.0,905.7806169986725,,,,,,,,,
42,210.0,443,96,51,,11296.0,901.3209249973297,,,,,,,,,
43,215.0,443,96,53,,11310.0,904.924388885498,,,,,,,,,
44,220.0,443,96,53,,11316.0,903.4777200222015,,,,,,,,,
45,225.0,443,96,54,,11314.0,914.9651551246643,,,,,,,,,
46,230.0,443,96,56,,11327.0,904.2176840305328,,,,,,,,,
47,235.0,443,96,56,,11335.0,904.4035930633545,,,,,,,,,
