Nodes: 353
Arcs: 946
Blocks: 114
UB: 163
LB: 163
Used Time: 57.1644
Used Insecticide: 2994.07
N. Nodes: 1
Runtime: 0.034766
X: 3 228
X: 4 10
X: 4 48
X: 4 35
X: 6 90
X: 6 7
X: 7 8
X: 7 6
X: 8 119
X: 8 7
X: 9 10
X: 9 119
X: 10 4
X: 10 9
X: 14 20
X: 18 26
X: 18 86
X: 20 57
X: 21 22
X: 22 18
X: 23 24
X: 24 217
X: 25 26
X: 25 89
X: 26 28
X: 26 25
X: 28 86
X: 35 4
X: 35 164
X: 37 88
X: 39 112
X: 40 39
X: 48 111
X: 48 4
X: 57 58
X: 58 222
X: 86 23
X: 86 18
X: 88 215
X: 89 25
X: 89 215
X: 90 212
X: 99 261
X: 109 110
X: 110 259
X: 111 213
X: 111 48
X: 112 111
X: 113 114
X: 114 293
X: 118 40
X: 119 9
X: 119 8
X: 156 353
X: 160 162
X: 162 99
X: 164 165
X: 164 35
X: 165 164
X: 212 317
X: 213 109
X: 215 6
X: 215 89
X: 217 14
X: 219 156
X: 222 219
X: 228 118
X: 253 160
X: 254 253
X: 258 254
X: 259 262
X: 259 258
X: 260 3
X: 261 260
X: 262 259
X: 293 303
X: 294 319
X: 297 113
X: 303 21
X: 315 297
X: 317 318
X: 318 294
X: 319 320
X: 320 315
X: 353 37
Y: 4 0
Y: 4 66
Y: 4 89
Y: 4 108
Y: 28 33
Y: 28 35
Y: 37 26
Y: 37 67
Y: 37 110
Y: 86 34
Y: 86 36
Y: 156 45
Y: 156 94
Y: 165 52
Y: 165 105
Y: 262 65
Y: 262 104
