instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs
67,393,154056,70,120.0,SOL-STATS,170.0,53927.0,80.89050000000002,9986.0,59.91600000000001,38,583,1421,354,304
68,387,149382,70,120.0,SOL-STATS,25.0,534.0,0.8010000000000002,1299.0,7.7940000000000005,4,10,10,2,0
69,399,158802,70,120.0,SOL-STATS,16.0,853.0,1.2795000000000005,1429.0,8.574000000000002,5,19,19,2,0
6,53,2756,10,120.0,SOL-STATS,39.0,20343.0,30.5145,4753.0,28.518000000000004,10,124,421,87,105
70,384,147072,70,120.0,SOL-STATS,16.0,628.0,0.9420000000000002,1429.0,8.574000000000002,5,22,22,4,0
71,417,173472,75,120.0,SOL-STATS,191.0,54829.0,82.24350000000001,9737.0,58.42199999999999,38,509,1499,428,354
72,421,176820,75,120.0,SOL-STATS,20.0,778.0,1.1670000000000016,2529.0,15.174,6,17,17,4,0
73,420,175980,75,120.0,SOL-STATS,21.0,1057.0,1.5854999999999997,2539.0,15.234000000000002,6,16,16,2,0
74,414,170982,75,120.0,SOL-STATS,34.0,1748.0,2.622,3458.0,20.748,8,51,51,9,3
75,414,170982,75,120.0,SOL-STATS,21.0,445.0,0.6675000000000004,1652.0,9.912,4,20,20,2,0
76,430,184470,80,120.0,SOL-STATS,14.0,1036.0,1.5540000000000003,1652.0,9.912,4,48,48,14,7
77,464,214832,80,120.0,SOL-STATS,179.0,58541.0,87.81150000000001,8215.0,49.290000000000006,34,539,1546,379,332
78,432,186192,80,120.0,SOL-STATS,12.0,509.0,0.7635000000000005,1799.0,10.794,4,8,8,1,0
79,434,187922,80,120.0,SOL-STATS,22.0,1628.0,2.442,2220.0,13.32,5,17,41,3,1
7,73,5256,10,120.0,SOL-STATS,45.0,19166.0,28.749000000000006,4435.0,26.610000000000003,10,174,459,98,83
80,430,184470,80,120.0,SOL-STATS,62.0,4612.0,6.917999999999999,7303.0,43.818,15,82,82,18,5
8,66,4290,10,120.0,SOL-STATS,50.0,31169.0,46.7535,4265.0,25.590000000000003,10,179,705,155,165
9,84,6972,10,120.0,SOL-STATS,43.0,49207.0,73.8105,4330.0,25.98,10,325,1301,321,327
10,110,11990,10,120.0,SOL-STATS,35.0,68196.0,102.29400000000001,2656.0,15.936000000000002,10,228,1955,604,122
11,128,16256,15,120.0,SOL-STATS,58.0,53678.0,80.51700000000001,4347.0,26.082000000000004,15,197,1630,257,73
12,144,20592,15,120.0,SOL-STATS,62.0,60064.0,90.096,4241.0,25.446000000000005,15,340,1806,585,207
13,160,25440,15,120.0,SOL-STATS,55.0,57899.0,86.8485,5697.0,34.182,15,364,1773,359,163
14,135,18090,15,120.0,SOL-STATS,68.0,52594.0,78.891,4283.0,25.698000000000004,15,276,1698,284,109
15,129,16512,15,120.0,SOL-STATS,59.0,60877.0,91.3155,4368.0,26.208000000000002,15,373,1919,374,389
16,194,37442,20,120.0,SOL-STATS,91.0,60217.0,90.3255,6124.0,36.744,19,439,1871,455,331
17,155,23870,20,120.0,SOL-STATS,82.0,62799.0,94.19850000000002,5213.0,31.278,20,311,1851,336,79
18,157,24492,20,120.0,SOL-STATS,86.0,57467.0,86.2005,4973.0,29.838,20,371,1816,318,216
19,151,22650,20,120.0,SOL-STATS,87.0,61094.0,91.641,5308.0,31.848000000000003,20,318,1803,320,171
1,54,2862,5,120.0,SOL-STATS,24.0,58950.0,88.42500000000001,1526.0,9.156,5,77,1596,456,465
20,156,24180,20,120.0,SOL-STATS,69.0,63479.0,95.2185,5179.0,31.074,19,361,1940,372,286
21,194,37442,25,120.0,SOL-STATS,97.0,56943.0,85.4145,7409.0,44.454,25,797,2001,361,323
22,193,37056,25,120.0,SOL-STATS,83.0,57346.0,86.019,7352.0,44.112,25,527,1946,371,332
23,196,38220,25,120.0,SOL-STATS,109.0,57836.0,86.75400000000002,7147.0,42.88200000000001,25,431,1864,326,216
24,193,37056,25,120.0,SOL-STATS,121.0,53730.0,80.595,7399.0,44.394,25,583,1743,323,276
25,193,37056,25,120.0,SOL-STATS,98.0,54501.0,81.7515,7650.0,45.9,25,502,1741,328,275
26,239,56882,30,120.0,SOL-STATS,120.0,48897.0,73.34550000000002,9137.0,54.82200000000001,30,586,1556,315,189
27,326,105950,30,120.0,SOL-STATS,57.0,40060.0,60.09,5462.0,32.772000000000006,14,236,943,231,88
28,235,54990,30,120.0,SOL-STATS,104.0,53277.0,79.91550000000001,8885.0,53.31000000000001,30,638,1661,319,159
29,234,54522,30,120.0,SOL-STATS,105.0,51923.0,77.8845,8799.0,52.794000000000004,30,612,1619,292,165
2,59,3422,5,120.0,SOL-STATS,25.0,52361.0,78.5415,1263.0,7.578000000000001,5,100,1483,440,416
30,228,51756,30,120.0,SOL-STATS,123.0,53847.0,80.7705,8691.0,52.145999999999994,30,594,1746,341,183
31,244,59292,35,120.0,SOL-STATS,146.0,49832.0,74.74800000000002,10286.0,61.71599999999999,35,672,1575,263,202
32,289,83232,35,120.0,SOL-STATS,129.0,47971.0,71.9565,10505.0,63.03000000000001,35,710,1569,252,195
33,265,69960,35,120.0,SOL-STATS,144.0,51037.0,76.5555,10119.0,60.71399999999999,34,710,1616,224,208
34,250,62250,35,120.0,SOL-STATS,132.0,49222.0,73.833,10227.0,61.36199999999999,35,580,1552,247,160
35,245,59780,35,120.0,SOL-STATS,138.0,53872.0,80.80799999999999,9127.0,54.76199999999999,33,542,1700,297,169
36,303,91506,40,120.0,SOL-STATS,161.0,46971.0,70.4565,11034.0,66.20400000000001,37,763,1562,233,213
37,310,95790,40,120.0,SOL-STATS,141.0,49117.0,73.6755,10203.0,61.21799999999999,32,697,1668,266,284
38,303,91506,40,120.0,SOL-STATS,129.0,50595.0,75.8925,9645.0,57.86999999999999,33,781,1742,307,251
39,303,91506,40,120.0,SOL-STATS,156.0,52135.0,78.20249999999999,9292.0,55.75200000000001,33,689,1628,326,196
3,48,2256,5,120.0,SOL-STATS,23.0,39960.0,59.940000000000005,1027.0,6.162000000000001,5,78,1126,165,20
40,303,91506,40,120.0,SOL-STATS,155.0,51717.0,77.57549999999999,9463.0,56.778000000000006,31,637,1560,308,236
41,324,104652,45,120.0,SOL-STATS,158.0,47589.0,71.3835,10677.0,64.06200000000001,36,686,1531,268,254
42,345,118680,45,120.0,SOL-STATS,124.0,52947.0,79.4205,9128.0,54.767999999999994,29,564,1729,448,209
43,337,113232,45,120.0,SOL-STATS,133.0,42547.0,63.820499999999996,12438.0,74.628,38,735,1342,238,191
44,343,117306,45,120.0,SOL-STATS,181.0,49580.0,74.37000000000002,10145.0,60.86999999999999,36,784,1749,319,280
45,327,106602,45,120.0,SOL-STATS,164.0,45785.0,68.6775,11670.0,70.02,39,707,1463,270,262
46,367,134322,50,120.0,SOL-STATS,143.0,39031.0,58.54650000000001,10889.0,65.334,34,673,1372,248,221
47,367,134322,50,120.0,SOL-STATS,121.0,48255.0,72.38250000000002,7252.0,43.51200000000001,30,826,1786,605,322
48,371,137270,50,120.0,SOL-STATS,138.0,65987.0,98.9805,5897.0,35.382,28,428,2245,586,318
49,367,134322,50,120.0,SOL-STATS,180.0,47727.0,71.59050000000002,11310.0,67.86000000000001,41,671,1629,336,285
4,45,1980,5,120.0,SOL-STATS,17.0,57960.0,86.94000000000001,1058.0,6.348000000000001,5,89,1584,446,437
50,367,134322,50,120.0,SOL-STATS,123.0,55002.0,82.50300000000001,7479.0,44.874,30,625,1996,624,505
51,399,158802,55,120.0,SOL-STATS,9.0,506.0,0.7590000000000003,1473.0,8.838000000000001,3,12,12,1,0
52,387,149382,55,120.0,SOL-STATS,113.0,31919.0,47.87850000000001,10473.0,62.83799999999999,32,527,1001,142,122
53,390,151710,55,120.0,SOL-STATS,44.0,4444.0,6.666,3497.0,20.982,9,69,82,20,7
54,386,148610,55,120.0,SOL-STATS,85.0,68529.0,102.79350000000001,3878.0,23.268000000000004,15,184,1916,315,83
55,388,150156,55,120.0,SOL-STATS,78.0,24805.0,37.20750000000001,5182.0,31.092000000000002,22,452,983,227,133
56,468,218556,60,120.0,SOL-STATS,32.0,7709.0,11.563500000000003,1836.0,11.016,7,103,227,59,22
57,414,170982,60,120.0,SOL-STATS,18.0,1445.0,2.1675000000000004,2908.0,17.448,6,13,13,3,0
58,489,238632,60,120.0,SOL-STATS,36.0,1955.0,2.932500000000001,2779.0,16.674,7,90,90,8,0
59,473,223256,60,120.0,SOL-STATS,1.0,70.0,0.10499999999999998,70.0,0.42000000000000004,1,9,9,3,0
60,469,219492,60,120.0,SOL-STATS,19.0,617.0,0.9254999999999995,1258.0,7.548,4,12,12,2,0
61,515,264710,65,120.0,SOL-STATS,24.0,182.0,0.2729999999999997,1663.0,9.978,5,8,8,1,0
62,508,257556,65,120.0,SOL-STATS,11.0,96.0,0.14400000000000013,443.0,2.6580000000000004,2,12,12,1,0
63,517,266772,65,120.0,SOL-STATS,18.0,1311.0,1.9665,896.0,5.376000000000001,4,49,49,12,4
64,513,262656,65,120.0,SOL-STATS,32.0,3593.0,5.389499999999998,2479.0,14.874000000000002,7,72,100,20,13
65,533,283556,65,120.0,SOL-STATS,12.0,151.0,0.2264999999999997,1960.0,11.760000000000002,2,21,21,1,0
66,531,281430,70,120.0,SOL-STATS,7.0,298.0,0.44699999999999984,298.0,1.788,1,9,9,1,0
67,561,314160,70,120.0,SOL-STATS,17.0,562.0,0.843,896.0,5.376000000000001,4,26,26,3,0
68,564,317532,70,120.0,SOL-STATS,98.0,19467.0,29.200500000000005,10748.0,64.488,24,250,424,148,76
69,534,284622,70,120.0,SOL-STATS,6.0,148.0,0.2220000000000001,148.0,0.888,1,11,11,1,0
70,563,316406,70,120.0,SOL-STATS,45.0,3356.0,5.0340000000000025,3178.0,19.068,10,135,185,38,19
71,611,372710,75,120.0,SOL-STATS,5.0,151.0,0.2264999999999997,1960.0,11.760000000000002,2,21,21,1,0
72,605,365420,75,120.0,SOL-STATS,5.0,170.0,0.2549999999999999,170.0,1.02,1,7,7,1,0
73,607,367842,75,120.0,SOL-STATS,24.0,470.0,0.7050000000000001,1868.0,11.208000000000002,5,28,28,3,0
74,607,367842,75,120.0,SOL-STATS,33.0,814.0,1.221,2924.0,17.544,8,13,13,2,0
75,607,367842,75,120.0,SOL-STATS,21.0,470.0,0.7050000000000001,1868.0,11.208000000000002,5,28,28,3,0
76,665,441560,80,120.0,SOL-STATS,18.0,1153.0,1.7294999999999998,1650.0,9.900000000000002,4,13,21,2,0
77,934,871422,80,120.0,SOL-STATS,4.0,148.0,0.2220000000000001,148.0,0.888,1,11,11,1,0
78,665,441560,80,120.0,SOL-STATS,20.0,1809.0,2.7135,2618.0,15.708000000000002,5,80,80,4,0
79,668,445556,80,120.0,SOL-STATS,7.0,148.0,0.2220000000000001,148.0,0.888,1,11,11,1,0
80,667,444222,80,120.0,SOL-STATS,39.0,1955.0,2.932500000000001,4688.0,28.128000000000004,10,26,26,6,0
5,58,3306,5,120.0,SOL-STATS,21.0,20668.0,31.002,1641.0,9.846,5,31,572,19,0
6,95,8930,10,120.0,SOL-STATS,40.0,61848.0,92.772,2252.0,13.512000000000002,10,70,1765,284,86
7,97,9312,10,120.0,SOL-STATS,42.0,59117.0,88.6755,2919.0,17.514000000000003,10,56,1712,207,63
8,95,8930,10,120.0,SOL-STATS,50.0,62440.0,93.66000000000001,2492.0,14.952000000000002,10,56,1858,338,258
9,95,8930,10,120.0,SOL-STATS,32.0,50688.0,76.03200000000001,2682.0,16.092,10,73,1478,247,38
