instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs
76,430,184470,80,120.0,SOL-STATS,4.0,445.0,0.6675000000000004,1652.0,9.912,4,20,20,2,0
77,464,214832,80,120.0,SOL-STATS,3.0,184.0,0.2759999999999998,492.0,2.952,3,6,6,1,0
78,432,186192,80,120.0,SOL-STATS,51.0,39569.0,59.35350000000001,14719.0,88.31400000000001,51,653,1052,275,205
79,434,187922,80,120.0,SOL-STATS,42.0,55216.0,82.82399999999998,9876.0,59.256,42,567,1465,384,341
7,73,5256,10,120.0,SOL-STATS,10.0,19166.0,28.749000000000006,4435.0,26.610000000000003,10,174,459,98,83
80,430,184470,80,120.0,SOL-STATS,4.0,445.0,0.6675000000000004,1652.0,9.912,4,20,20,2,0
8,66,4290,10,120.0,SOL-STATS,10.0,31169.0,46.7535,4265.0,25.590000000000003,10,179,705,155,165
9,84,6972,10,120.0,SOL-STATS,10.0,49207.0,73.8105,4330.0,25.98,10,325,1301,321,327
10,110,11990,10,120.0,SOL-STATS,10.0,68196.0,102.29400000000001,2656.0,15.936000000000002,10,228,1955,604,122
11,128,16256,15,120.0,SOL-STATS,15.0,53678.0,80.51700000000001,4347.0,26.082000000000004,15,197,1630,257,73
12,144,20592,15,120.0,SOL-STATS,15.0,60064.0,90.096,4241.0,25.446000000000005,15,340,1806,585,207
13,160,25440,15,120.0,SOL-STATS,14.0,61211.0,91.81650000000002,5350.0,32.1,14,381,1872,380,244
14,135,18090,15,120.0,SOL-STATS,15.0,52594.0,78.891,4283.0,25.698000000000004,15,276,1698,284,109
15,129,16512,15,120.0,SOL-STATS,15.0,52069.0,78.10350000000001,4368.0,26.208000000000002,15,347,1582,304,164
16,194,37442,20,120.0,SOL-STATS,20.0,53537.0,80.30550000000001,6372.0,38.232,20,435,1742,347,238
17,155,23870,20,120.0,SOL-STATS,20.0,63695.0,95.54250000000002,5213.0,31.278,20,322,1888,341,97
18,157,24492,20,120.0,SOL-STATS,20.0,63983.0,95.9745,4973.0,29.838,20,415,2024,314,257
19,151,22650,20,120.0,SOL-STATS,20.0,61094.0,91.641,5308.0,31.848000000000003,20,318,1803,320,171
1,54,2862,5,120.0,SOL-STATS,5.0,58950.0,88.42500000000001,1526.0,9.156,5,77,1596,456,465
20,156,24180,20,120.0,SOL-STATS,20.0,58380.0,87.57,5414.0,32.484,20,384,1821,409,289
21,194,37442,25,120.0,SOL-STATS,25.0,56915.0,85.3725,7409.0,44.454,25,534,1812,271,297
22,193,37056,25,120.0,SOL-STATS,25.0,57724.0,86.58600000000001,7352.0,44.112,25,477,1780,417,134
23,196,38220,25,120.0,SOL-STATS,25.0,55068.0,82.602,7147.0,42.88200000000001,25,407,1675,280,97
24,193,37056,25,120.0,SOL-STATS,25.0,53730.0,80.595,7399.0,44.394,25,583,1743,323,276
25,193,37056,25,120.0,SOL-STATS,25.0,54664.0,81.99600000000001,7650.0,45.9,25,646,1717,307,263
26,239,56882,30,120.0,SOL-STATS,30.0,51872.0,77.80800000000002,9137.0,54.82200000000001,30,721,1675,337,263
27,326,105950,30,120.0,SOL-STATS,17.0,43162.0,64.74300000000001,4047.0,24.282,17,459,1473,315,187
28,235,54990,30,120.0,SOL-STATS,30.0,45631.0,68.44650000000001,8885.0,53.31000000000001,30,699,1506,244,212
29,234,54522,30,120.0,SOL-STATS,30.0,50948.0,76.422,8799.0,52.794000000000004,30,543,1567,369,147
2,59,3422,5,120.0,SOL-STATS,5.0,52361.0,78.5415,1263.0,7.578000000000001,5,100,1483,440,416
30,228,51756,30,120.0,SOL-STATS,29.0,54326.0,81.489,8517.0,51.102,29,606,1744,291,157
31,244,59292,35,120.0,SOL-STATS,34.0,50553.0,75.82950000000002,9803.0,58.81799999999999,34,626,1670,358,217
32,289,83232,35,120.0,SOL-STATS,33.0,52497.0,78.74550000000002,9518.0,57.10800000000001,33,637,1714,423,222
33,265,69960,35,120.0,SOL-STATS,35.0,47286.0,70.929,10651.0,63.905999999999985,35,676,1492,258,173
34,250,62250,35,120.0,SOL-STATS,33.0,51941.0,77.91149999999999,9537.0,57.222,33,456,1669,330,241
35,245,59780,35,120.0,SOL-STATS,35.0,49244.0,73.86599999999999,10242.0,61.45199999999999,35,653,1596,328,214
36,303,91506,40,120.0,SOL-STATS,38.0,45471.0,68.2065,11682.0,70.09200000000001,38,680,1490,228,176
37,310,95790,40,120.0,SOL-STATS,34.0,46819.0,70.2285,11049.0,66.29399999999998,34,853,1621,299,301
38,303,91506,40,120.0,SOL-STATS,34.0,46836.0,70.25400000000002,11049.0,66.29399999999998,34,697,1514,325,239
39,303,91506,40,120.0,SOL-STATS,31.0,50966.0,76.449,9585.0,57.510000000000005,31,531,1552,225,125
3,48,2256,5,120.0,SOL-STATS,5.0,39960.0,59.940000000000005,1027.0,6.162000000000001,5,78,1126,165,20
40,303,91506,40,120.0,SOL-STATS,36.0,47438.0,71.157,10822.0,64.932,36,581,1356,221,185
41,324,104652,45,120.0,SOL-STATS,36.0,46506.0,69.75900000000001,11115.0,66.69,36,830,1631,306,314
42,345,118680,45,120.0,SOL-STATS,27.0,43097.0,64.6455,7258.0,43.548,27,860,1624,314,393
43,337,113232,45,120.0,SOL-STATS,38.0,43009.0,64.51350000000001,12438.0,74.628,38,698,1317,238,196
44,343,117306,45,120.0,SOL-STATS,35.0,47357.0,71.03550000000001,10373.0,62.23800000000001,35,786,1621,293,246
45,327,106602,45,120.0,SOL-STATS,18.0,23621.0,35.4315,7426.0,44.556,18,275,512,144,138
46,367,134322,50,120.0,SOL-STATS,37.0,50047.0,75.07050000000001,10474.0,62.84399999999999,37,807,1705,298,195
47,367,134322,50,120.0,SOL-STATS,38.0,47146.0,70.71900000000001,10839.0,65.034,38,652,1705,339,190
48,371,137270,50,120.0,SOL-STATS,8.0,6600.0,9.9,1747.0,10.482000000000001,8,153,230,68,44
49,367,134322,50,120.0,SOL-STATS,39.0,48427.0,72.64050000000002,10932.0,65.592,39,733,1622,294,264
4,45,1980,5,120.0,SOL-STATS,5.0,57960.0,86.94000000000001,1058.0,6.348000000000001,5,89,1584,446,437
50,367,134322,50,120.0,SOL-STATS,40.0,46779.0,70.16850000000001,11680.0,70.08,40,679,1568,303,221
51,399,158802,55,120.0,SOL-STATS,40.0,49596.0,74.394,10904.0,65.424,40,603,1595,316,158
52,387,149382,55,120.0,SOL-STATS,24.0,14701.0,22.051500000000004,6343.0,38.05800000000001,24,589,739,184,156
53,390,151710,55,120.0,SOL-STATS,9.0,4442.0,6.663,3497.0,20.982,9,70,83,20,5
54,386,148610,55,120.0,SOL-STATS,21.0,68321.0,102.48150000000001,4660.0,27.96,21,240,2029,687,349
55,388,150156,55,120.0,SOL-STATS,24.0,18997.0,28.495500000000007,6343.0,38.05800000000001,24,571,875,243,177
56,468,218556,60,120.0,SOL-STATS,4.0,327.0,0.49049999999999994,896.0,5.376000000000001,4,15,15,1,0
57,414,170982,60,120.0,SOL-STATS,6.0,1445.0,2.1675000000000004,2908.0,17.448,6,13,13,3,0
58,489,238632,60,120.0,SOL-STATS,7.0,1955.0,2.932500000000001,2779.0,16.674,7,90,90,8,0
59,473,223256,60,120.0,SOL-STATS,1.0,70.0,0.10499999999999998,70.0,0.42000000000000004,1,9,9,3,0
60,469,219492,60,120.0,SOL-STATS,4.0,617.0,0.9254999999999995,1258.0,7.548,4,12,12,2,0
61,515,264710,65,120.0,SOL-STATS,5.0,182.0,0.2729999999999997,1663.0,9.978,5,8,8,1,0
62,508,257556,65,120.0,SOL-STATS,2.0,96.0,0.14400000000000013,443.0,2.6580000000000004,2,12,12,1,0
63,517,266772,65,120.0,SOL-STATS,2.0,1761.0,2.6415000000000006,713.0,4.2780000000000005,2,52,52,12,15
64,513,262656,65,120.0,SOL-STATS,2.0,151.0,0.2264999999999997,1960.0,11.760000000000002,2,21,21,1,0
65,533,283556,65,120.0,SOL-STATS,22.0,8877.0,13.3155,7683.0,46.098,22,358,428,89,82
66,531,281430,70,120.0,SOL-STATS,1.0,298.0,0.44699999999999984,298.0,1.788,1,9,9,1,0
67,561,314160,70,120.0,SOL-STATS,4.0,562.0,0.843,896.0,5.376000000000001,4,26,26,3,0
68,564,317532,70,120.0,SOL-STATS,5.0,1888.0,2.8320000000000007,2618.0,15.708000000000002,5,88,88,7,0
69,534,284622,70,120.0,SOL-STATS,6.0,2014.0,3.021000000000001,1404.0,8.424,6,65,67,14,4
70,563,316406,70,120.0,SOL-STATS,5.0,426.0,0.6389999999999993,1868.0,11.208000000000002,5,22,22,1,0
71,611,372710,75,120.0,SOL-STATS,2.0,151.0,0.2264999999999997,1960.0,11.760000000000002,2,21,21,1,0
72,605,365420,75,120.0,SOL-STATS,5.0,1828.0,2.741999999999999,1747.0,10.482000000000001,5,40,68,8,0
73,607,367842,75,120.0,SOL-STATS,5.0,470.0,0.7050000000000001,1868.0,11.208000000000002,5,28,28,3,0
74,607,367842,75,120.0,SOL-STATS,8.0,814.0,1.221,2924.0,17.544,8,13,13,2,0
75,607,367842,75,120.0,SOL-STATS,5.0,470.0,0.7050000000000001,1868.0,11.208000000000002,5,28,28,3,0
76,665,441560,80,120.0,SOL-STATS,5.0,1809.0,2.7135,2618.0,15.708000000000002,5,80,80,4,0
77,934,871422,80,120.0,SOL-STATS,1.0,99.0,0.14850000000000008,99.0,0.5940000000000001,1,9,9,1,0
78,665,441560,80,120.0,SOL-STATS,5.0,1809.0,2.7135,2618.0,15.708000000000002,5,80,80,4,0
79,668,445556,80,120.0,SOL-STATS,6.0,4501.0,6.7515,2453.0,14.718,6,58,106,14,10
80,667,444222,80,120.0,SOL-STATS,10.0,1955.0,2.932500000000001,4688.0,28.128000000000004,10,26,26,6,0
5,58,3306,5,120.0,SOL-STATS,5.0,20668.0,31.002,1641.0,9.846,5,31,572,19,0
6,95,8930,10,120.0,SOL-STATS,10.0,61848.0,92.772,2252.0,13.512000000000002,10,70,1765,284,86
7,97,9312,10,120.0,SOL-STATS,10.0,57166.0,85.749,2919.0,17.514000000000003,10,62,1628,188,52
8,95,8930,10,120.0,SOL-STATS,10.0,62440.0,93.66000000000001,2492.0,14.952000000000002,10,56,1858,338,258
9,95,8930,10,120.0,SOL-STATS,10.0,50688.0,76.03200000000001,2682.0,16.092,10,73,1478,247,38
