instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs,Components,ComponentsSelection,Profits,Algorithm
80,430,184470,80,120,SOL-STATS,62,4612,6.918,7303,43.818,15,82,82,18,5,single,sparse,random,IP
8,66,4290,10,120,SOL-STATS,50,31169,46.7535,4265,25.59,10,179,705,155,165,single,sparse,random,IP
9,84,6972,10,120,SOL-STATS,43,49207,73.8105,4330,25.98,10,325,1301,321,327,single,sparse,random,IP
10,110,11990,10,120,SOL-STATS,35,68196,102.294,2656,15.936,10,228,1955,604,122,multiple,sparse,random,IP
11,128,16256,15,120,SOL-STATS,58,53678,80.517,4347,26.082,15,197,1630,257,73,multiple,sparse,random,IP
12,144,20592,15,120,SOL-STATS,62,60064,90.096,4241,25.446,15,340,1806,585,207,multiple,sparse,random,IP
13,160,25440,15,120,SOL-STATS,55,57899,86.8485,5697,34.182,15,364,1773,359,163,multiple,sparse,random,IP
14,135,18090,15,120,SOL-STATS,68,52594,78.891,4283,25.698,15,276,1698,284,109,multiple,sparse,random,IP
15,129,16512,15,120,SOL-STATS,59,60877,91.3155,4368,26.208,15,373,1919,374,389,multiple,sparse,random,IP
16,194,37442,20,120,SOL-STATS,91,60217,90.3255,6124,36.744,19,439,1871,455,331,multiple,sparse,random,IP
17,155,23870,20,120,SOL-STATS,82,62799,94.1985,5213,31.278,20,311,1851,336,79,multiple,sparse,random,IP
18,157,24492,20,120,SOL-STATS,86,57467,86.2005,4973,29.838,20,371,1816,318,216,multiple,sparse,random,IP
19,151,22650,20,120,SOL-STATS,87,61094,91.641,5308,31.848,20,318,1803,320,171,multiple,sparse,random,IP
1,54,2862,5,120,SOL-STATS,24,58950,88.425,1526,9.156,5,77,1596,456,465,multiple,sparse,random,IP
20,156,24180,20,120,SOL-STATS,69,63479,95.2185,5179,31.074,19,361,1940,372,286,multiple,sparse,random,IP
21,194,37442,25,120,SOL-STATS,97,56943,85.4145,7409,44.454,25,797,2001,361,323,multiple,sparse,random,IP
22,193,37056,25,120,SOL-STATS,83,57346,86.019,7352,44.112,25,527,1946,371,332,multiple,sparse,random,IP
23,196,38220,25,120,SOL-STATS,109,57836,86.754,7147,42.882,25,431,1864,326,216,multiple,sparse,random,IP
24,193,37056,25,120,SOL-STATS,121,53730,80.595,7399,44.394,25,583,1743,323,276,multiple,sparse,random,IP
25,193,37056,25,120,SOL-STATS,98,54501,81.7515,7650,45.9,25,502,1741,328,275,multiple,sparse,random,IP
26,239,56882,30,120,SOL-STATS,120,48897,73.3455,9137,54.822,30,586,1556,315,189,multiple,sparse,random,IP
27,326,105950,30,120,SOL-STATS,57,40060,60.09,5462,32.772,14,236,943,231,88,multiple,sparse,random,IP
28,235,54990,30,120,SOL-STATS,104,53277,79.9155,8885,53.31,30,638,1661,319,159,multiple,sparse,random,IP
29,234,54522,30,120,SOL-STATS,105,51923,77.8845,8799,52.794,30,612,1619,292,165,multiple,sparse,random,IP
2,59,3422,5,120,SOL-STATS,25,52361,78.5415,1263,7.578,5,100,1483,440,416,multiple,sparse,random,IP
30,228,51756,30,120,SOL-STATS,123,53847,80.7705,8691,52.146,30,594,1746,341,183,multiple,sparse,random,IP
31,244,59292,35,120,SOL-STATS,146,49832,74.748,10286,61.716,35,672,1575,263,202,multiple,sparse,random,IP
32,289,83232,35,120,SOL-STATS,129,47971,71.9565,10505,63.03,35,710,1569,252,195,multiple,sparse,random,IP
33,265,69960,35,120,SOL-STATS,144,51037,76.5555,10119,60.714,34,710,1616,224,208,multiple,sparse,random,IP
34,250,62250,35,120,SOL-STATS,132,49222,73.833,10227,61.362,35,580,1552,247,160,multiple,sparse,random,IP
35,245,59780,35,120,SOL-STATS,138,53872,80.808,9127,54.762,33,542,1700,297,169,multiple,sparse,random,IP
36,303,91506,40,120,SOL-STATS,161,46971,70.4565,11034,66.204,37,763,1562,233,213,multiple,sparse,random,IP
37,310,95790,40,120,SOL-STATS,141,49117,73.6755,10203,61.218,32,697,1668,266,284,multiple,sparse,random,IP
38,303,91506,40,120,SOL-STATS,129,50595,75.8925,9645,57.87,33,781,1742,307,251,multiple,sparse,random,IP
39,303,91506,40,120,SOL-STATS,156,52135,78.2025,9292,55.752,33,689,1628,326,196,multiple,sparse,random,IP
3,48,2256,5,120,SOL-STATS,23,39960,59.94,1027,6.162,5,78,1126,165,20,multiple,sparse,random,IP
40,303,91506,40,120,SOL-STATS,155,51717,77.5755,9463,56.778,31,637,1560,308,236,multiple,sparse,random,IP
41,324,104652,45,120,SOL-STATS,158,47589,71.3835,10677,64.062,36,686,1531,268,254,multiple,sparse,random,IP
42,345,118680,45,120,SOL-STATS,124,52947,79.4205,9128,54.768,29,564,1729,448,209,multiple,sparse,random,IP
43,337,113232,45,120,SOL-STATS,133,42547,63.8205,12438,74.628,38,735,1342,238,191,multiple,sparse,random,IP
44,343,117306,45,120,SOL-STATS,181,49580,74.37,10145,60.87,36,784,1749,319,280,multiple,sparse,random,IP
45,327,106602,45,120,SOL-STATS,164,45785,68.6775,11670,70.02,39,707,1463,270,262,multiple,sparse,random,IP
46,367,134322,50,120,SOL-STATS,143,39031,58.5465,10889,65.334,34,673,1372,248,221,multiple,sparse,random,IP
47,367,134322,50,120,SOL-STATS,121,48255,72.3825,7252,43.512,30,826,1786,605,322,multiple,sparse,random,IP
48,371,137270,50,120,SOL-STATS,138,65987,98.9805,5897,35.382,28,428,2245,586,318,multiple,sparse,random,IP
49,367,134322,50,120,SOL-STATS,180,47727,71.5905,11310,67.86,41,671,1629,336,285,multiple,sparse,random,IP
4,45,1980,5,120,SOL-STATS,17,57960,86.94,1058,6.348,5,89,1584,446,437,multiple,sparse,random,IP
50,367,134322,50,120,SOL-STATS,123,55002,82.503,7479,44.874,30,625,1996,624,505,multiple,sparse,random,IP
51,399,158802,55,120,SOL-STATS,9,506,0.759,1473,8.838,3,12,12,1,0,multiple,sparse,random,IP
52,387,149382,55,120,SOL-STATS,113,31919,47.8785,10473,62.838,32,527,1001,142,122,multiple,sparse,random,IP
53,390,151710,55,120,SOL-STATS,44,4444,6.666,3497,20.982,9,69,82,20,7,multiple,sparse,random,IP
54,386,148610,55,120,SOL-STATS,85,68529,102.7935,3878,23.268,15,184,1916,315,83,multiple,sparse,random,IP
55,388,150156,55,120,SOL-STATS,78,24805,37.2075,5182,31.092,22,452,983,227,133,multiple,sparse,random,IP
56,468,218556,60,120,SOL-STATS,32,7709,11.5635,1836,11.016,7,103,227,59,22,multiple,sparse,random,IP
57,414,170982,60,120,SOL-STATS,18,1445,2.1675,2908,17.448,6,13,13,3,0,multiple,sparse,random,IP
58,489,238632,60,120,SOL-STATS,36,1955,2.9325,2779,16.674,7,90,90,8,0,multiple,sparse,random,IP
59,473,223256,60,120,SOL-STATS,1,70,0.105,70,0.42,1,9,9,3,0,multiple,sparse,random,IP
60,469,219492,60,120,SOL-STATS,19,617,0.9255,1258,7.548,4,12,12,2,0,multiple,sparse,random,IP
61,515,264710,65,120,SOL-STATS,24,182,0.273,1663,9.978,5,8,8,1,0,multiple,sparse,random,IP
62,508,257556,65,120,SOL-STATS,11,96,0.144,443,2.658,2,12,12,1,0,multiple,sparse,random,IP
63,517,266772,65,120,SOL-STATS,18,1311,1.9665,896,5.376,4,49,49,12,4,multiple,sparse,random,IP
64,513,262656,65,120,SOL-STATS,32,3593,5.3895,2479,14.874,7,72,100,20,13,multiple,sparse,random,IP
65,533,283556,65,120,SOL-STATS,12,151,0.2265,1960,11.76,2,21,21,1,0,multiple,sparse,random,IP
66,531,281430,70,120,SOL-STATS,7,298,0.447,298,1.788,1,9,9,1,0,multiple,sparse,random,IP
67,561,314160,70,120,SOL-STATS,17,562,0.843,896,5.376,4,26,26,3,0,multiple,sparse,random,IP
68,564,317532,70,120,SOL-STATS,98,19467,29.2005,10748,64.488,24,250,424,148,76,multiple,sparse,random,IP
69,534,284622,70,120,SOL-STATS,6,148,0.222,148,0.888,1,11,11,1,0,multiple,sparse,random,IP
70,563,316406,70,120,SOL-STATS,45,3356,5.034,3178,19.068,10,135,185,38,19,multiple,sparse,random,IP
71,611,372710,75,120,SOL-STATS,5,151,0.2265,1960,11.76,2,21,21,1,0,multiple,sparse,random,IP
72,605,365420,75,120,SOL-STATS,5,170,0.255,170,1.02,1,7,7,1,0,multiple,sparse,random,IP
73,607,367842,75,120,SOL-STATS,24,470,0.705,1868,11.208,5,28,28,3,0,multiple,sparse,random,IP
74,607,367842,75,120,SOL-STATS,33,814,1.221,2924,17.544,8,13,13,2,0,multiple,sparse,random,IP
75,607,367842,75,120,SOL-STATS,21,470,0.705,1868,11.208,5,28,28,3,0,multiple,sparse,random,IP
76,665,441560,80,120,SOL-STATS,18,1153,1.7295,1650,9.9,4,13,21,2,0,multiple,sparse,random,IP
77,934,871422,80,120,SOL-STATS,4,148,0.222,148,0.888,1,11,11,1,0,multiple,sparse,random,IP
78,665,441560,80,120,SOL-STATS,20,1809,2.7135,2618,15.708,5,80,80,4,0,multiple,sparse,random,IP
79,668,445556,80,120,SOL-STATS,7,148,0.222,148,0.888,1,11,11,1,0,multiple,sparse,random,IP
80,667,444222,80,120,SOL-STATS,39,1955,2.9325,4688,28.128,10,26,26,6,0,multiple,sparse,random,IP
5,58,3306,5,120,SOL-STATS,21,20668,31.002,1641,9.846,5,31,572,19,0,multiple,sparse,random,IP
6,95,8930,10,120,SOL-STATS,40,61848,92.772,2252,13.512,10,70,1765,284,86,multiple,sparse,random,IP
7,97,9312,10,120,SOL-STATS,42,59117,88.6755,2919,17.514,10,56,1712,207,63,multiple,sparse,random,IP
8,95,8930,10,120,SOL-STATS,50,62440,93.66,2492,14.952,10,56,1858,338,258,multiple,sparse,random,IP
9,95,8930,10,120,SOL-STATS,32,50688,76.032,2682,16.092,10,73,1478,247,38,multiple,sparse,random,IP
10,75,5550,10,120,SOL-STATS,10,20524,30.786,4027,24.162,10,156,491,128,61,single,random,unitary,IP
11,105,10920,15,120,SOL-STATS,15,29838,44.757,6309,37.854,15,292,767,202,174,single,random,unitary,IP
12,107,11342,15,120,SOL-STATS,15,35754,53.631,5624,33.744,15,287,856,218,225,single,random,unitary,IP
13,116,13340,15,120,SOL-STATS,15,29818,44.727,4861,29.166,15,345,825,200,170,single,random,unitary,IP
14,96,9120,15,120,SOL-STATS,15,27188,40.782,5800,34.8,15,252,627,173,152,single,random,unitary,IP
15,107,11342,15,120,SOL-STATS,15,29534,44.301,6543,39.258,15,342,688,185,140,single,random,unitary,IP
16,222,49062,20,120,SOL-STATS,20,48949,73.4235,9298,55.788,20,711,1338,330,323,single,random,unitary,IP
17,163,26406,20,120,SOL-STATS,20,31159,46.7385,7953,47.718,20,447,829,174,165,single,random,unitary,IP
18,223,49506,20,120,SOL-STATS,19,53837,80.7555,7544,45.264,19,559,1339,359,330,single,random,unitary,IP
19,146,21170,20,120,SOL-STATS,20,36533,54.7995,9373,56.238,20,365,873,210,165,single,random,unitary,IP
1,31,930,5,120,SOL-STATS,5,5029,7.5435,1585,9.51,5,48,153,31,1,single,random,unitary,IP
20,165,27060,20,120,SOL-STATS,20,50277,75.4155,8579,51.474,20,730,1399,287,412,single,random,unitary,IP
21,216,46440,25,120,SOL-STATS,25,43464,65.196,10839,65.034,25,588,1152,293,265,single,random,unitary,IP
22,225,50400,25,120,SOL-STATS,24,36159,54.2385,12386,74.316,24,503,878,251,150,single,random,unitary,IP
23,203,41006,25,120,SOL-STATS,25,44964,67.446,10095,60.57,25,538,1165,283,259,single,random,unitary,IP
24,264,69432,25,120,SOL-STATS,24,38075,57.1125,11849,71.094,24,550,950,214,192,single,random,unitary,IP
25,236,55460,25,120,SOL-STATS,24,44945,67.4175,9978,59.868,24,516,1073,284,231,single,random,unitary,IP
26,214,45582,30,120,SOL-STATS,29,41741,62.6115,11780,70.68,29,549,973,267,207,single,random,unitary,IP
27,266,70490,30,120,SOL-STATS,29,39952,59.928,12145,72.87,29,618,1041,290,213,single,random,unitary,IP
28,236,55460,30,120,SOL-STATS,29,35816,53.724,12725,76.35,29,517,873,246,157,single,random,unitary,IP
29,235,54990,30,120,SOL-STATS,29,40192,60.288,11915,71.49,29,590,981,244,224,single,random,unitary,IP
2,58,3306,5,120,SOL-STATS,5,8629,12.9435,2583,15.498,5,99,193,47,48,single,random,unitary,IP
30,266,70490,30,120,SOL-STATS,29,35891,53.8365,12801,76.806,29,504,929,263,165,single,random,unitary,IP
31,240,57360,35,120,SOL-STATS,34,36892,55.338,13425,80.55,34,579,948,281,205,single,random,unitary,IP
32,287,82082,35,120,SOL-STATS,34,40333,60.4995,12229,73.374,34,586,966,258,166,single,random,unitary,IP
33,313,97656,35,120,SOL-STATS,32,31496,47.244,14319,85.914,32,489,836,230,124,single,random,unitary,IP
34,263,68906,35,120,SOL-STATS,34,33928,50.892,13569,81.414,34,477,809,222,111,single,random,unitary,IP
35,269,72092,35,120,SOL-STATS,31,30806,46.209,14431,86.586,31,486,713,210,155,single,random,unitary,IP
36,345,118680,40,120,SOL-STATS,36,33529,50.2935,14029,84.174,36,533,840,239,135,single,random,unitary,IP
37,287,82082,40,120,SOL-STATS,36,30184,45.276,15070,90.42,36,491,702,193,85,single,random,unitary,IP
38,374,139502,40,120,SOL-STATS,36,30625,45.9375,14986,89.916,36,555,826,190,103,single,random,unitary,IP
39,356,126380,40,120,SOL-STATS,37,30365,45.5475,15063,90.378,37,621,875,226,156,single,random,unitary,IP
3,22,462,5,120,SOL-STATS,5,7001,10.5015,1924,11.544,5,31,146,28,7,single,random,unitary,IP
40,269,72092,40,120,SOL-STATS,34,29612,44.418,15276,91.656,34,398,593,158,86,single,random,unitary,IP
41,356,126380,45,120,SOL-STATS,23,10912,16.368,12085,72.51,23,162,285,44,30,single,random,unitary,IP
42,367,134322,45,120,SOL-STATS,39,30573,45.8595,15559,93.354,39,567,805,220,136,single,random,unitary,IP
43,408,166056,45,120,SOL-STATS,37,34964,52.446,14089,84.534,37,546,897,276,148,single,random,unitary,IP
44,335,111890,45,120,SOL-STATS,39,36079,54.1185,13464,80.784,39,633,960,254,186,single,random,unitary,IP
45,392,153272,45,120,SOL-STATS,33,38925,58.3875,12568,75.408,33,556,985,296,193,single,random,unitary,IP
46,376,141000,50,120,SOL-STATS,35,39673,59.5095,12816,76.896,35,629,984,253,226,single,random,unitary,IP
47,372,138012,50,120,SOL-STATS,33,40084,60.126,12544,75.264,33,510,965,269,170,single,random,unitary,IP
48,357,127092,50,120,SOL-STATS,39,33217,49.8255,14926,89.556,39,503,775,220,132,single,random,unitary,IP
49,359,128522,50,120,SOL-STATS,18,65879,98.8185,5172,31.032,18,385,1673,329,401,single,random,unitary,IP
4,25,600,5,120,SOL-STATS,5,6394,9.591,2405,14.43,5,53,95,29,14,single,random,unitary,IP
50,460,211140,50,120,SOL-STATS,3,338,0.507,879,5.274,3,14,14,1,0,single,random,unitary,IP
51,427,181902,55,120,SOL-STATS,7,3916,5.874,3512,21.072,7,58,65,15,0,single,random,unitary,IP
52,329,107912,55,120,SOL-STATS,43,34952,52.428,14875,89.25,43,450,909,260,152,single,random,unitary,IP
53,408,166056,55,120,SOL-STATS,1,434,0.651,434,2.604,1,16,16,1,0,single,random,unitary,IP
54,427,181902,55,120,SOL-STATS,5,747,1.1205,1870,11.22,5,23,23,6,0,single,random,unitary,IP
55,402,161202,55,120,SOL-STATS,34,44603,66.9045,11820,70.92,34,356,1120,288,258,single,random,unitary,IP
56,479,228962,60,120,SOL-STATS,3,1292,1.938,971,5.826,3,32,46,12,2,single,random,unitary,IP
57,450,202050,60,120,SOL-STATS,37,41308,61.962,13131,78.786,37,553,933,258,154,single,random,unitary,IP
58,446,198470,60,120,SOL-STATS,4,1328,1.992,1651,9.906,4,28,37,9,5,single,random,unitary,IP
59,482,231842,60,120,SOL-STATS,1,445,0.6675,445,2.67,1,20,20,2,0,single,random,unitary,IP
5,50,2450,5,120,SOL-STATS,5,7744,11.616,1723,10.338,5,62,190,46,6,single,random,unitary,IP
60,458,209306,60,120,SOL-STATS,3,938,1.407,938,5.628,3,48,48,13,0,single,random,unitary,IP
61,495,244530,65,120,SOL-STATS,2,116,0.174,667,4.002,2,13,13,1,0,single,random,unitary,IP
62,533,283556,65,120,SOL-STATS,5,1674,2.511,2783,16.698,5,43,43,5,0,single,random,unitary,IP
63,450,202050,65,120,SOL-STATS,28,54150,81.225,9314,55.884,28,495,1364,327,301,single,random,unitary,IP
64,528,278256,65,120,SOL-STATS,1,233,0.3495,233,1.398,1,14,14,1,0,single,random,unitary,IP
65,502,251502,65,120,SOL-STATS,3,509,0.7635,894,5.364,3,18,18,3,0,single,random,unitary,IP
66,452,203852,70,120,SOL-STATS,6,953,1.4295,1322,7.932,6,38,43,10,8,single,random,unitary,IP
67,477,227052,70,120,SOL-STATS,3,1267,1.9005,1174,7.044,3,17,17,5,2,single,random,unitary,IP
68,485,234740,70,120,SOL-STATS,7,4677,7.0155,3049,18.294,7,82,119,23,14,single,random,unitary,IP
69,532,282492,70,120,SOL-STATS,4,393,0.589499999999999,1929,11.574,4,14,14,1,0,single,random,unitary,IP
6,114,12882,10,120,SOL-STATS,10,18236,27.354,5778,34.668,10,308,498,136,111,single,random,unitary,IP
70,532,282492,70,120,SOL-STATS,1,233,0.3495,233,1.398,1,14,14,1,0,single,random,unitary,IP
71,567,320922,75,120,SOL-STATS,1,364,0.546,364,2.184,1,13,13,1,0,single,random,unitary,IP
72,524,274052,75,120,SOL-STATS,2,829,1.2435,578,3.468,2,16,17,6,0,single,random,unitary,IP
73,583,339306,75,120,SOL-STATS,12,6578,9.867,7499,44.994,12,161,188,46,30,single,random,unitary,IP
74,598,357006,75,120,SOL-STATS,19,13120,19.68,8873,53.238,19,429,447,123,104,single,random,unitary,IP
75,552,304152,75,120,SOL-STATS,3,779,1.1685,1517,9.102,3,15,15,2,0,single,random,unitary,IP
76,601,360600,80,120,SOL-STATS,32,49104,73.656,10370,62.22,32,374,1230,341,259,single,random,unitary,IP
77,598,357006,80,120,SOL-STATS,39,46284,69.426,12030,72.18,39,466,1235,313,266,single,random,unitary,IP
78,593,351056,80,120,SOL-STATS,2,173,0.2595,718,4.308,2,13,13,1,0,single,random,unitary,IP
79,542,293222,80,120,SOL-STATS,2,436,0.654,946,5.676,2,11,11,1,0,single,random,unitary,IP
7,65,4160,10,120,SOL-STATS,10,14404,21.606,4460,26.76,10,142,266,85,37,single,random,unitary,IP
80,598,357006,80,120,SOL-STATS,1,418,0.627,418,2.508,1,9,9,1,0,single,random,unitary,IP
8,80,6320,10,120,SOL-STATS,10,16544,24.816,4492,26.952,10,168,424,132,116,single,random,unitary,IP
9,70,4830,10,120,SOL-STATS,10,11553,17.3295,4381,26.286,10,119,292,83,31,single,random,unitary,IP
10,125,15500,10,120,SOL-STATS,10,54505,81.7575,6127,36.762,10,248,1428,327,192,multiple,random,unitary,IP
11,155,23870,15,120,SOL-STATS,14,55780,83.67,5800,34.8,14,208,1465,511,72,multiple,random,unitary,IP
12,138,18906,15,120,SOL-STATS,15,52547,78.8205,7202,43.212,15,267,1426,419,195,multiple,random,unitary,IP
13,256,65280,15,120,SOL-STATS,15,54972,82.458,7775,46.65,15,487,1689,353,117,multiple,random,unitary,IP
14,257,65792,15,120,SOL-STATS,13,59281,88.9215,5537,33.222,13,315,1624,312,236,multiple,random,unitary,IP
15,170,28730,15,120,SOL-STATS,15,59389,89.0835,6069,36.414,15,298,1601,477,201,multiple,random,unitary,IP
16,200,39800,20,120,SOL-STATS,19,58029,87.0435,6302,37.812,19,428,1724,364,267,multiple,random,unitary,IP
17,215,46010,20,120,SOL-STATS,20,49158,73.737,7481,44.886,20,425,1351,356,131,multiple,random,unitary,IP
18,158,24806,20,120,SOL-STATS,20,48811,73.2165,9384,56.304,20,301,1280,259,104,multiple,random,unitary,IP
19,192,36672,20,120,SOL-STATS,19,48188,72.282,9187,55.122,19,319,1198,229,99,multiple,random,unitary,IP
1,25,600,5,120,SOL-STATS,5,14812,22.218,1207,7.242,5,39,403,57,1,multiple,random,unitary,IP
20,169,28392,20,120,SOL-STATS,19,53328,79.992,7656,45.936,19,299,1407,241,96,multiple,random,unitary,IP
21,228,51756,25,120,SOL-STATS,22,47306,70.959,9758,58.548,22,338,1165,271,180,multiple,random,unitary,IP
22,330,108570,25,120,SOL-STATS,23,49885,74.8275,9357,56.142,23,419,1305,288,102,multiple,random,unitary,IP
23,257,65792,25,120,SOL-STATS,22,49521,74.2815,8945,53.67,22,371,1293,278,83,multiple,random,unitary,IP
24,282,79242,25,120,SOL-STATS,23,45513,68.2695,10098,60.588,23,404,1189,166,90,multiple,random,unitary,IP
25,247,60762,25,120,SOL-STATS,23,49362,74.043,9153,54.918,23,417,1279,242,141,multiple,random,unitary,IP
26,343,117306,30,120,SOL-STATS,25,41283,61.9245,11258,67.548,25,420,1011,198,126,multiple,random,unitary,IP
27,285,80940,30,120,SOL-STATS,28,35878,53.817,11897,71.382,28,427,951,192,111,multiple,random,unitary,IP
28,320,102080,30,120,SOL-STATS,22,49330,73.995,9001,54.006,22,384,1555,263,181,multiple,random,unitary,IP
29,612,373932,30,120,SOL-STATS,25,47609,71.4135,9515,57.09,25,346,1141,256,163,multiple,random,unitary,IP
2,55,2970,5,120,SOL-STATS,5,21996,32.994,2657,15.942,5,76,590,236,73,multiple,random,unitary,IP
30,297,87912,30,120,SOL-STATS,23,36796,55.194,8947,53.682,23,403,906,198,127,multiple,random,unitary,IP
31,374,139502,35,120,SOL-STATS,24,52340,78.51,8554,51.324,24,393,1480,264,81,multiple,random,unitary,IP
32,349,121452,35,120,SOL-STATS,22,52696,79.044,8686,52.116,22,444,1558,288,170,multiple,random,unitary,IP
33,340,115260,35,120,SOL-STATS,19,61488,92.232,6038,36.228,19,391,1919,477,205,multiple,random,unitary,IP
34,626,391250,35,120,SOL-STATS,22,53549,80.3235,8554,51.324,22,364,1616,273,146,multiple,random,unitary,IP
35,279,77562,35,120,SOL-STATS,31,39514,59.271,12470,74.82,31,370,875,189,98,multiple,random,unitary,IP
36,397,157212,40,120,SOL-STATS,21,60421,90.6315,6491,38.946,21,342,1792,599,414,multiple,random,unitary,IP
37,510,259590,40,120,SOL-STATS,4,3515,5.2725,1833,10.998,4,46,66,17,2,multiple,random,unitary,IP
38,488,237656,40,120,SOL-STATS,33,46633,69.9495,10708,64.248,33,435,1179,281,173,multiple,random,unitary,IP
39,422,177662,40,120,SOL-STATS,8,13319,19.9785,2515,15.09,8,98,342,62,23,multiple,random,unitary,IP
3,45,1980,5,120,SOL-STATS,5,67309,100.9635,1338,8.028,5,79,1839,416,416,multiple,random,unitary,IP
40,439,192282,40,120,SOL-STATS,2,338,0.507,784,4.704,2,14,14,1,0,multiple,random,unitary,IP
41,438,191406,45,120,SOL-STATS,1,499,0.7485,499,2.994,1,9,9,1,0,multiple,random,unitary,IP
42,385,147840,45,120,SOL-STATS,19,64468,96.702,5048,30.288,19,326,1836,701,180,multiple,random,unitary,IP
43,380,144020,45,120,SOL-STATS,26,44083,66.1245,10837,65.022,26,332,1030,217,119,multiple,random,unitary,IP
44,505,254520,45,120,SOL-STATS,1,985,1.4775,985,5.91,1,26,26,8,0,multiple,random,unitary,IP
45,533,283556,45,120,SOL-STATS,2,1003,1.5045,1003,6.018,2,26,26,1,0,multiple,random,unitary,IP
46,764,582932,50,120,SOL-STATS,2,1288,1.932,765,4.59,2,17,31,3,1,multiple,random,unitary,IP
47,452,203852,50,120,SOL-STATS,21,66099,99.1485,5025,30.15,21,258,1896,573,382,multiple,random,unitary,IP
48,777,602952,50,120,SOL-STATS,2,1870,2.805,804,4.824,2,19,40,4,0,multiple,random,unitary,IP
49,416,172640,50,120,SOL-STATS,2,605,0.9075,1074,6.444,2,21,21,1,0,multiple,random,unitary,IP
4,51,2550,5,120,SOL-STATS,5,25663,38.4945,2573,15.438,5,78,680,29,10,multiple,random,unitary,IP
50,447,199362,50,120,SOL-STATS,4,1514,2.271,2058,12.348,4,14,14,3,0,multiple,random,unitary,IP
51,724,523452,55,120,SOL-STATS,1,100,0.15,100,0.6,1,6,6,1,0,multiple,random,unitary,IP
52,528,278256,55,120,SOL-STATS,5,7952,11.928,2105,12.63,5,43,167,46,13,multiple,random,unitary,IP
53,640,408960,55,120,SOL-STATS,1,418,0.627,418,2.508,1,23,23,9,0,multiple,random,unitary,IP
54,466,216690,55,120,SOL-STATS,4,5663,8.4945,1634,9.804,4,44,142,38,2,multiple,random,unitary,IP
55,519,268842,55,120,SOL-STATS,2,1117,1.6755,354,2.124,2,10,21,2,0,multiple,random,unitary,IP
56,572,326612,60,120,SOL-STATS,6,5477,8.2155,2183,13.098,6,44,112,11,3,multiple,random,unitary,IP
57,569,323192,60,120,SOL-STATS,5,3878,5.817,1638,9.828,5,40,70,14,6,multiple,random,unitary,IP
58,788,620156,60,120,SOL-STATS,1,326,0.489,326,1.956,1,5,5,1,0,multiple,random,unitary,IP
59,536,286760,60,120,SOL-STATS,2,507,0.7605,86,0.516,2,16,23,5,1,multiple,random,unitary,IP
60,582,338142,60,120,SOL-STATS,2,1113,1.6695,350,2.1,2,11,22,2,0,multiple,random,unitary,IP
61,650,421850,65,120,SOL-STATS,7,4761,7.1415,2773,16.638,7,55,94,29,4,multiple,random,unitary,IP
62,690,475410,65,120,SOL-STATS,1,822,1.233,822,4.932,1,29,29,10,0,multiple,random,unitary,IP
63,834,694722,65,120,SOL-STATS,2,1305,1.9575,923,5.538,2,20,41,2,0,multiple,random,unitary,IP
64,562,315282,65,120,SOL-STATS,1,452,0.678,452,2.712,1,22,22,1,0,multiple,random,unitary,IP
65,694,480942,65,120,SOL-STATS,1,641,0.9615,641,3.846,1,20,20,1,0,multiple,random,unitary,IP
66,675,454950,70,120,SOL-STATS,3,2173,3.2595,632,3.792,3,33,61,19,3,multiple,random,unitary,IP
67,786,617010,70,120,SOL-STATS,2,5936,8.904,6110,36.66,2,173,173,26,0,multiple,random,unitary,IP
68,979,957462,70,120,SOL-STATS,1,626,0.939,626,3.756,1,32,32,1,0,multiple,random,unitary,IP
69,856,731880,70,120,SOL-STATS,1,698,1.047,698,4.188,1,11,11,1,0,multiple,random,unitary,IP
70,713,507656,70,120,SOL-STATS,2,1030,1.545,722,4.332,2,20,20,6,2,multiple,random,unitary,IP
71,740,546860,75,120,SOL-STATS,2,536,0.804,841,5.046,2,13,13,1,0,multiple,random,unitary,IP
72,666,442890,75,120,SOL-STATS,5,2700,4.05,1091,6.546,5,50,84,12,5,multiple,random,unitary,IP
73,777,602952,75,120,SOL-STATS,3,1723,2.5845,615,3.69,3,32,57,6,1,multiple,random,unitary,IP
74,715,510510,75,120,SOL-STATS,0,79642,119.463,0,0,0,0,2330,630,415,multiple,random,unitary,IP
75,907,821742,75,120,SOL-STATS,2,1333,1.9995,1012,6.072,2,10,12,2,0,multiple,random,unitary,IP
76,802,642402,80,120,SOL-STATS,1,446,0.669,446,2.676,1,13,13,1,0,multiple,random,unitary,IP
77,712,506232,80,120,SOL-STATS,2,446,0.669,609,3.654,2,24,24,1,0,multiple,random,unitary,IP
78,741,548340,80,120,SOL-STATS,1,262,0.393,262,1.572,1,12,12,1,0,multiple,random,unitary,IP
79,829,686412,80,120,SOL-STATS,2,694,1.041,1197,7.182,2,24,24,1,0,multiple,random,unitary,IP
80,902,812702,80,120,SOL-STATS,4,7659,11.4885,9100,54.6,4,146,146,40,0,multiple,random,unitary,IP
5,57,3192,5,120,SOL-STATS,5,19369,29.0535,1167,7.002,5,21,547,4,0,multiple,random,unitary,IP
6,104,10712,10,120,SOL-STATS,10,58638,87.957,2878,17.268,10,72,1647,274,91,multiple,random,unitary,IP
