instance,|V|,|A|,|B|,T,model,cost,meters,tourMinutes,blocksMeters,blocksMinutes,numVisitedBlocks,numVisitedNodes,numOriginalVisitedNodes,numRepeatedNodes,numRepeatedArcs,Components,ComponentsSelection,Profits,Algorithm
75,552,304152,75,120,SOL-STATS,231,8820,13.23,17759,106.554,45,136,254,14,2,single,random,random,BRKGA
76,601,360600,80,120,SOL-STATS,245,10899,16.3485,17205,103.23,43,138,297,57,7,single,random,random,BRKGA
77,598,357006,80,120,SOL-STATS,252,13162,19.743,16672,100.032,48,196,396,86,43,single,random,random,BRKGA
78,593,351056,80,120,SOL-STATS,250,11353,17.0295,17152,102.912,45,146,347,56,19,single,random,random,BRKGA
79,542,293222,80,120,SOL-STATS,238,10775,16.1625,17305,103.83,45,108,279,46,7,single,random,random,BRKGA
7,65,4160,10,120,SOL-STATS,37,5143,7.7145,4460,26.76,10,28,93,19,0,single,random,random,BRKGA
80,598,357006,80,120,SOL-STATS,249,10212,15.318,17360,104.16,46,155,267,64,16,single,random,random,BRKGA
8,80,6320,10,120,SOL-STATS,38,3974,5.961,4492,26.952,10,29,109,1,0,single,random,random,BRKGA
9,70,4830,10,120,SOL-STATS,36,2958,4.437,4381,26.286,10,25,97,2,0,single,random,random,BRKGA
10,125,15500,10,120,SOL-STATS,37,24404,36.606,6127,36.762,10,22,676,61,0,multiple,random,random,BRKGA
11,155,23870,15,120,SOL-STATS,65,22733,34.0995,7507,45.042,15,22,604,28,0,multiple,random,random,BRKGA
12,138,18906,15,120,SOL-STATS,59,18928,28.392,7202,43.212,15,29,549,80,0,multiple,random,random,BRKGA
13,256,65280,15,120,SOL-STATS,63,23099,34.6485,7775,46.65,15,53,729,70,2,multiple,random,random,BRKGA
14,257,65792,15,120,SOL-STATS,73,23582,35.373,14014,84.084,14,33,688,52,0,multiple,random,random,BRKGA
15,170,28730,15,120,SOL-STATS,60,23907,35.8605,6069,36.414,15,44,696,33,0,multiple,random,random,BRKGA
16,200,39800,20,120,SOL-STATS,88,24606,36.909,6820,40.92,20,58,705,45,0,multiple,random,random,BRKGA
17,215,46010,20,120,SOL-STATS,80,24117,36.1755,7481,44.886,20,49,654,26,0,multiple,random,random,BRKGA
18,158,24806,20,120,SOL-STATS,88,28655,42.9825,9384,56.304,20,46,833,105,9,multiple,random,random,BRKGA
19,192,36672,20,120,SOL-STATS,75,25029,37.5435,10150,60.9,20,58,696,39,5,multiple,random,random,BRKGA
1,25,600,5,120,SOL-STATS,15,8668,13.002,1207,7.242,5,6,236,4,0,multiple,random,random,BRKGA
20,169,28392,20,120,SOL-STATS,74,31186,46.779,8322,49.932,20,54,848,30,0,multiple,random,random,BRKGA
21,228,51756,25,120,SOL-STATS,96,31382,47.073,11438,68.628,25,49,909,98,0,multiple,random,random,BRKGA
22,330,108570,25,120,SOL-STATS,101,26025,39.0375,11717,70.302,25,111,758,64,0,multiple,random,random,BRKGA
23,257,65792,25,120,SOL-STATS,102,32678,49.017,11077,66.462,25,69,815,46,0,multiple,random,random,BRKGA
24,282,79242,25,120,SOL-STATS,110,28024,42.036,12634,75.804,25,62,737,60,1,multiple,random,random,BRKGA
25,247,60762,25,120,SOL-STATS,99,25836,38.754,10671,64.026,25,76,706,25,0,multiple,random,random,BRKGA
26,343,117306,30,120,SOL-STATS,133,31558,47.337,12107,72.642,26,106,869,79,0,multiple,random,random,BRKGA
27,285,80940,30,120,SOL-STATS,123,26788,40.182,12298,73.788,29,76,751,74,0,multiple,random,random,BRKGA
28,320,102080,30,120,SOL-STATS,128,33608,50.412,11586,69.516,27,63,941,129,9,multiple,random,random,BRKGA
29,612,373932,30,120,SOL-STATS,121,30703,46.0545,12264,73.584,28,107,820,90,10,multiple,random,random,BRKGA
2,55,2970,5,120,SOL-STATS,19,10304,15.456,2657,15.942,5,8,265,27,0,multiple,random,random,BRKGA
30,297,87912,30,120,SOL-STATS,137,30172,45.258,11476,68.856,30,76,825,98,0,multiple,random,random,BRKGA
31,374,139502,35,120,SOL-STATS,115,28554,42.831,12842,77.052,30,90,766,77,2,multiple,random,random,BRKGA
32,349,121452,35,120,SOL-STATS,138,28846,43.269,12713,76.278,31,90,798,48,0,multiple,random,random,BRKGA
33,340,115260,35,120,SOL-STATS,145,29843,44.7645,12516,75.096,31,92,814,61,9,multiple,random,random,BRKGA
34,626,391250,35,120,SOL-STATS,104,22329,33.4935,14404,86.424,30,108,606,49,4,multiple,random,random,BRKGA
35,279,77562,35,120,SOL-STATS,127,21559,32.3385,13735,82.41,33,77,513,35,4,multiple,random,random,BRKGA
36,397,157212,40,120,SOL-STATS,166,33614,50.421,11348,68.088,34,81,879,101,4,multiple,random,random,BRKGA
37,510,259590,40,120,SOL-STATS,140,22575,33.8625,14335,86.01,31,97,549,81,5,multiple,random,random,BRKGA
38,488,237656,40,120,SOL-STATS,129,32807,49.2105,11699,70.194,34,113,900,167,23,multiple,random,random,BRKGA
39,422,177662,40,120,SOL-STATS,142,19477,29.2155,15063,90.378,34,91,513,90,1,multiple,random,random,BRKGA
3,45,1980,5,120,SOL-STATS,19,19440,29.16,1338,8.028,5,8,589,22,0,multiple,random,random,BRKGA
40,439,192282,40,120,SOL-STATS,137,27832,41.748,12942,77.652,32,94,761,66,0,multiple,random,random,BRKGA
41,438,191406,45,120,SOL-STATS,118,23286,34.929,14112,84.672,36,126,783,118,6,multiple,random,random,BRKGA
42,385,147840,45,120,SOL-STATS,165,21660,32.49,14508,87.048,37,117,544,53,6,multiple,random,random,BRKGA
43,380,144020,45,120,SOL-STATS,178,18030,27.045,15407,92.442,36,109,490,26,2,multiple,random,random,BRKGA
44,505,254520,45,120,SOL-STATS,144,27042,40.563,13198,79.188,33,83,762,68,0,multiple,random,random,BRKGA
45,533,283556,45,120,SOL-STATS,137,17657,26.4855,15576,93.456,31,109,441,31,0,multiple,random,random,BRKGA
46,764,582932,50,120,SOL-STATS,158,23917,35.8755,13871,83.226,35,183,822,133,15,multiple,random,random,BRKGA
47,452,203852,50,120,SOL-STATS,161,20594,30.891,14623,87.738,41,107,566,66,18,multiple,random,random,BRKGA
48,777,602952,50,120,SOL-STATS,150,23554,35.331,13882,83.292,40,129,682,80,3,multiple,random,random,BRKGA
49,416,172640,50,120,SOL-STATS,178,21386,32.079,14631,87.786,39,132,600,29,5,multiple,random,random,BRKGA
4,51,2550,5,120,SOL-STATS,22,22825,34.2375,2573,15.438,5,10,615,6,0,multiple,random,random,BRKGA
50,447,199362,50,120,SOL-STATS,158,20894,31.341,14757,88.542,37,122,548,61,12,multiple,random,random,BRKGA
51,724,523452,55,120,SOL-STATS,174,22653,33.9795,14318,85.908,39,104,608,108,7,multiple,random,random,BRKGA
52,528,278256,55,120,SOL-STATS,173,28912,43.368,12680,76.08,37,134,878,94,19,multiple,random,random,BRKGA
53,640,408960,55,120,SOL-STATS,168,21181,31.7715,14598,87.588,37,155,641,104,8,multiple,random,random,BRKGA
54,466,216690,55,120,SOL-STATS,166,19238,28.857,15107,90.642,40,184,513,153,46,multiple,random,random,BRKGA
55,519,268842,55,120,SOL-STATS,176,21202,31.803,14662,87.972,39,104,574,92,8,multiple,random,random,BRKGA
56,572,326612,60,120,SOL-STATS,172,22805,34.2075,14142,84.852,39,169,762,113,0,multiple,random,random,BRKGA
57,569,323192,60,120,SOL-STATS,173,20237,30.3555,14935,89.61,39,104,593,38,1,multiple,random,random,BRKGA
58,788,620156,60,120,SOL-STATS,178,22003,33.0045,14498,86.988,37,105,587,70,2,multiple,random,random,BRKGA
59,536,286760,60,120,SOL-STATS,164,14233,21.3495,16351,98.106,37,125,356,64,5,multiple,random,random,BRKGA
5,57,3192,5,120,SOL-STATS,27,19083,28.6245,1167,7.002,5,7,517,1,0,multiple,random,random,BRKGA
60,582,338142,60,120,SOL-STATS,157,21429,32.1435,14621,87.726,35,169,758,113,13,multiple,random,random,BRKGA
61,650,421850,65,120,SOL-STATS,161,23573,35.3595,14085,84.51,39,147,559,103,4,multiple,random,random,BRKGA
62,690,475410,65,120,SOL-STATS,205,24318,36.477,13876,83.256,40,122,760,117,2,multiple,random,random,BRKGA
63,834,694722,65,120,SOL-STATS,189,23372,35.058,14125,84.75,40,119,604,99,23,multiple,random,random,BRKGA
64,562,315282,65,120,SOL-STATS,172,13988,20.982,16335,98.01,40,146,403,67,26,multiple,random,random,BRKGA
65,694,480942,65,120,SOL-STATS,172,16671,25.0065,15782,94.692,39,126,431,95,11,multiple,random,random,BRKGA
66,675,454950,70,120,SOL-STATS,160,14213,21.3195,16409,98.454,41,105,385,66,13,multiple,random,random,BRKGA
67,786,617010,70,120,SOL-STATS,161,16873,25.3095,15743,94.458,44,137,446,95,33,multiple,random,random,BRKGA
68,979,957462,70,120,SOL-STATS,167,18983,28.4745,14986,89.916,36,98,610,98,3,multiple,random,random,BRKGA
69,856,731880,70,120,SOL-STATS,64,17982,26.973,15343,92.058,19,81,435,71,0,multiple,random,random,BRKGA
6,104,10712,10,120,SOL-STATS,31,25023,37.5345,2878,17.268,10,25,734,66,0,multiple,random,random,BRKGA
70,713,507656,70,120,SOL-STATS,108,17891,26.8365,15419,92.514,30,103,559,74,3,multiple,random,random,BRKGA
71,740,546860,75,120,SOL-STATS,144,16719,25.0785,15741,94.446,35,109,526,77,1,multiple,random,random,BRKGA
72,666,442890,75,120,SOL-STATS,196,17367,26.0505,15608,93.648,43,122,442,74,5,multiple,random,random,BRKGA
73,777,602952,75,120,SOL-STATS,185,17148,25.722,15597,93.582,38,148,612,77,1,multiple,random,random,BRKGA
74,715,510510,75,120,SOL-STATS,133,15818,23.727,15800,94.8,33,157,578,82,0,multiple,random,random,BRKGA
75,907,821742,75,120,SOL-STATS,119,17405,26.1075,14952,89.712,27,88,572,44,0,multiple,random,random,BRKGA
76,802,642402,80,120,SOL-STATS,137,17504,26.256,15419,92.514,32,152,530,69,17,multiple,random,random,BRKGA
77,712,506232,80,120,SOL-STATS,206,16738,25.107,15322,91.932,46,204,595,89,4,multiple,random,random,BRKGA
78,741,548340,80,120,SOL-STATS,148,19595,29.3925,14748,88.488,39,98,652,112,9,multiple,random,random,BRKGA
79,829,686412,80,120,SOL-STATS,106,16043,24.0645,15196,91.176,29,111,492,43,0,multiple,random,random,BRKGA
7,93,8556,10,120,SOL-STATS,44,26966,40.449,2056,12.336,10,29,813,71,0,multiple,random,random,BRKGA
80,902,812702,80,120,SOL-STATS,145,14886,22.329,15974,95.844,34,113,505,31,0,multiple,random,random,BRKGA
8,110,11990,10,120,SOL-STATS,36,26936,40.404,2555,15.33,10,41,860,69,0,multiple,random,random,BRKGA
9,91,8190,10,120,SOL-STATS,35,10621,15.9315,3545,21.27,10,21,288,9,0,multiple,random,random,BRKGA
10,93,8556,10,120,SOL-STATS,31,5537,8.3055,4597,27.582,10,26,159,24,0,single,sparse,random,BRKGA
11,123,15006,15,120,SOL-STATS,60,5532,8.298,6350,38.1,15,40,166,1,0,single,sparse,random,BRKGA
12,98,9506,15,120,SOL-STATS,70,7247,10.8705,5868,35.208,15,37,224,16,0,single,sparse,random,BRKGA
13,120,14280,15,120,SOL-STATS,65,5480,8.22,6100,36.6,15,33,156,5,0,single,sparse,random,BRKGA
14,97,9312,15,120,SOL-STATS,66,5750,8.625,5831,34.986,15,29,166,5,0,single,sparse,random,BRKGA
15,140,19460,15,120,SOL-STATS,66,5363,8.0445,6754,40.524,15,46,156,8,0,single,sparse,random,BRKGA
16,151,22650,20,120,SOL-STATS,93,5812,8.718,7413,44.478,20,33,157,5,0,single,sparse,random,BRKGA
17,150,22350,20,120,SOL-STATS,78,5753,8.6295,7119,42.714,20,34,158,4,0,single,sparse,random,BRKGA
18,133,17556,20,120,SOL-STATS,75,5854,8.781,7446,44.676,20,34,145,4,0,single,sparse,random,BRKGA
19,133,17556,20,120,SOL-STATS,75,5658,8.487,7351,44.106,20,34,157,2,0,single,sparse,random,BRKGA
1,37,1332,5,120,SOL-STATS,23,4874,7.311,2327,13.962,5,10,117,3,0,single,sparse,random,BRKGA
20,139,19182,20,120,SOL-STATS,81,5871,8.8065,7256,43.536,20,33,162,5,0,single,sparse,random,BRKGA
21,217,46872,25,120,SOL-STATS,92,7309,10.9635,8959,53.754,25,56,189,3,0,single,sparse,random,BRKGA
22,190,35910,25,120,SOL-STATS,98,6717,10.0755,8515,51.09,25,49,196,2,0,single,sparse,random,BRKGA
23,189,35532,25,120,SOL-STATS,120,6303,9.4545,8685,52.11,25,49,179,2,0,single,sparse,random,BRKGA
24,186,34410,25,120,SOL-STATS,119,6988,10.482,8794,52.764,25,52,178,3,1,single,sparse,random,BRKGA
25,190,35910,25,120,SOL-STATS,87,6598,9.897,8763,52.578,25,60,192,6,0,single,sparse,random,BRKGA
26,207,42642,30,120,SOL-STATS,126,7272,10.908,10773,64.638,30,68,182,6,0,single,sparse,random,BRKGA
27,205,41820,30,120,SOL-STATS,132,6864,10.296,10486,62.916,30,73,196,16,0,single,sparse,random,BRKGA
28,236,55460,30,120,SOL-STATS,125,7139,10.7085,10630,63.78,30,90,209,17,0,single,sparse,random,BRKGA
29,218,47306,30,120,SOL-STATS,120,6598,9.89700000000001,11353,68.118,30,73,192,6,0,single,sparse,random,BRKGA
2,35,1190,5,120,SOL-STATS,15,5222,7.833,2066,12.396,5,6,143,4,0,single,sparse,random,BRKGA
30,207,42642,30,120,SOL-STATS,110,7495,11.2425,10481,62.886,30,70,211,16,4,single,sparse,random,BRKGA
31,250,62250,35,120,SOL-STATS,164,7914,11.871,12291,73.746,35,82,222,25,0,single,sparse,random,BRKGA
32,240,57360,35,120,SOL-STATS,154,7457,11.1855,13127,78.762,35,87,208,20,0,single,sparse,random,BRKGA
33,243,58806,35,120,SOL-STATS,129,7208,10.812,12359,74.154,35,85,206,17,0,single,sparse,random,BRKGA
34,242,58322,35,120,SOL-STATS,146,7588,11.382,12658,75.948,35,82,212,20,0,single,sparse,random,BRKGA
35,262,68382,35,120,SOL-STATS,131,7388,11.082,12797,76.782,35,95,217,18,0,single,sparse,random,BRKGA
36,272,73712,40,120,SOL-STATS,141,7843,11.7645,14355,86.13,40,112,231,26,1,single,sparse,random,BRKGA
37,272,73712,40,120,SOL-STATS,153,7966,11.949,14362,86.172,40,116,219,29,1,single,sparse,random,BRKGA
38,272,73712,40,120,SOL-STATS,158,7760,11.64,14218,85.308,40,113,230,26,2,single,sparse,random,BRKGA
39,274,74802,40,120,SOL-STATS,160,7955,11.9325,14365,86.19,40,112,217,24,1,single,sparse,random,BRKGA
3,36,1260,5,120,SOL-STATS,16,5327,7.9905,2356,14.136,5,7,139,4,0,single,sparse,random,BRKGA
40,274,74802,40,120,SOL-STATS,154,7683,11.5245,14295,85.77,40,116,225,23,1,single,sparse,random,BRKGA
41,293,85556,45,120,SOL-STATS,188,7818,11.727,16475,98.85,45,120,218,26,2,single,sparse,random,BRKGA
42,291,84390,45,120,SOL-STATS,175,7760,11.64,15989,95.934,45,122,230,26,2,single,sparse,random,BRKGA
43,301,90300,45,120,SOL-STATS,163,7708,11.562,16292,97.752,45,132,228,25,2,single,sparse,random,BRKGA
44,301,90300,45,120,SOL-STATS,186,7708,11.562,16292,97.752,45,132,228,25,2,single,sparse,random,BRKGA
45,288,82656,45,120,SOL-STATS,183,8004,12.006,16312,97.872,45,122,233,26,2,single,sparse,random,BRKGA
46,324,104652,50,120,SOL-STATS,189,8746,13.119,17718,106.308,49,138,245,23,2,single,sparse,random,BRKGA
47,320,102080,50,120,SOL-STATS,198,7919,11.8785,17863,107.178,50,124,238,25,2,single,sparse,random,BRKGA
48,311,96410,50,120,SOL-STATS,192,9264,13.896,17346,104.076,49,124,252,29,2,single,sparse,random,BRKGA
49,315,98910,50,120,SOL-STATS,198,8298,12.447,17501,105.006,49,137,238,30,3,single,sparse,random,BRKGA
4,47,2162,5,120,SOL-STATS,13,5084,7.626,2468,14.808,5,12,134,2,0,single,sparse,random,BRKGA
50,325,105300,50,120,SOL-STATS,189,7683,11.5245,18058,108.348,49,130,225,23,1,single,sparse,random,BRKGA
51,339,114582,55,120,SOL-STATS,226,9235,13.8525,17549,105.294,51,134,280,25,1,single,sparse,random,BRKGA
52,345,118680,55,120,SOL-STATS,216,9086,13.629,17640,105.84,51,132,252,32,1,single,sparse,random,BRKGA
53,349,121452,55,120,SOL-STATS,205,8720,13.08,17750,106.5,52,146,269,41,1,single,sparse,random,BRKGA
54,332,109892,55,120,SOL-STATS,207,8119,12.1785,17948,107.688,49,132,234,28,11,single,sparse,random,BRKGA
55,357,127092,55,120,SOL-STATS,210,8048,12.072,17982,107.892,50,125,237,22,2,single,sparse,random,BRKGA
56,374,139502,60,120,SOL-STATS,241,8735,13.1025,17776,106.656,52,154,253,19,2,single,sparse,random,BRKGA
57,346,119370,60,120,SOL-STATS,220,8277,12.4155,17904,107.424,53,138,238,29,4,single,sparse,random,BRKGA
58,346,119370,60,120,SOL-STATS,251,9464,14.196,17528,105.168,53,163,279,33,8,single,sparse,random,BRKGA
59,346,119370,60,120,SOL-STATS,227,9398,14.097,17589,105.534,52,143,257,29,0,single,sparse,random,BRKGA
5,34,1122,5,120,SOL-STATS,10,5384,8.076,2198,13.188,5,6,135,3,0,single,sparse,random,BRKGA
60,347,120062,60,120,SOL-STATS,236,8047,12.0705,17968,107.808,51,122,225,22,1,single,sparse,random,BRKGA
61,374,139502,65,120,SOL-STATS,252,9135,13.7025,17689,106.134,55,144,233,24,9,single,sparse,random,BRKGA
62,374,139502,65,120,SOL-STATS,262,8461,12.6915,17844,107.064,53,111,236,16,0,single,sparse,random,BRKGA
63,376,141000,65,120,SOL-STATS,265,8988,13.482,17708,106.248,54,138,252,40,9,single,sparse,random,BRKGA
64,374,139502,65,120,SOL-STATS,219,9095,13.6425,17694,106.164,54,136,269,42,4,single,sparse,random,BRKGA
65,372,138012,65,120,SOL-STATS,240,9477,14.2155,17596,105.576,54,139,272,38,14,single,sparse,random,BRKGA
66,387,149382,70,120,SOL-STATS,247,9021,13.5315,17736,106.416,54,153,251,21,6,single,sparse,random,BRKGA
67,393,154056,70,120,SOL-STATS,234,8686,13.029,17806,106.836,52,119,230,30,10,single,sparse,random,BRKGA
68,387,149382,70,120,SOL-STATS,257,9099,13.6485,17720,106.32,54,131,258,17,4,single,sparse,random,BRKGA
69,399,158802,70,120,SOL-STATS,251,8508,12.762,17868,107.208,54,128,232,19,1,single,sparse,random,BRKGA
6,53,2756,10,120,SOL-STATS,39,5617,8.4255,4753,28.518,10,13,142,3,0,single,sparse,random,BRKGA
70,384,147072,70,120,SOL-STATS,229,9660,14.49,17555,105.33,56,131,280,43,7,single,sparse,random,BRKGA
71,417,173472,75,120,SOL-STATS,271,9419,14.1285,17634,105.804,54,126,270,30,2,single,sparse,random,BRKGA
72,421,176820,75,120,SOL-STATS,240,9717,14.5755,17450,104.7,52,130,267,34,0,single,sparse,random,BRKGA
73,420,175980,75,120,SOL-STATS,255,8988,13.482,17710,106.26,53,159,265,41,0,single,sparse,random,BRKGA
74,414,170982,75,120,SOL-STATS,276,8882,13.323,17745,106.47,56,143,258,36,2,single,sparse,random,BRKGA
75,414,170982,75,120,SOL-STATS,261,10575,15.8625,17350,104.1,54,174,307,63,33,single,sparse,random,BRKGA
76,430,184470,80,120,SOL-STATS,272,10521,15.7815,17364,104.184,55,125,281,40,16,single,sparse,random,BRKGA
77,464,214832,80,120,SOL-STATS,264,11660,17.49,17066,102.396,53,164,301,58,6,single,sparse,random,BRKGA
78,432,186192,80,120,SOL-STATS,279,9780,14.67,17460,104.76,53,124,239,53,0,single,sparse,random,BRKGA
79,434,187922,80,120,SOL-STATS,268,9329,13.9935,17650,105.9,54,119,254,31,2,single,sparse,random,BRKGA
7,73,5256,10,120,SOL-STATS,45,5432,8.148,4435,26.61,10,36,159,24,0,single,sparse,random,BRKGA
80,430,184470,80,120,SOL-STATS,257,10088,15.132,17451,104.706,53,144,293,27,5,single,sparse,random,BRKGA
8,66,4290,10,120,SOL-STATS,50,5826,8.739,4265,25.59,10,21,158,10,0,single,sparse,random,BRKGA
9,84,6972,10,120,SOL-STATS,43,5015,7.5225,4330,25.98,10,18,148,3,0,single,sparse,random,BRKGA
10,110,11990,10,120,SOL-STATS,35,24491,36.7365,2656,15.936,10,25,740,69,0,multiple,sparse,random,BRKGA
11,128,16256,15,120,SOL-STATS,58,28442,42.663,4347,26.082,15,47,877,77,4,multiple,sparse,random,BRKGA
12,144,20592,15,120,SOL-STATS,62,27509,41.2635,4241,25.446,15,50,829,71,4,multiple,sparse,random,BRKGA
13,160,25440,15,120,SOL-STATS,55,28570,42.855,5697,34.182,15,48,840,61,4,multiple,sparse,random,BRKGA
14,135,18090,15,120,SOL-STATS,68,28907,43.3605,4283,25.698,15,52,860,34,4,multiple,sparse,random,BRKGA
15,129,16512,15,120,SOL-STATS,59,29160,43.74,4368,26.208,15,49,876,36,4,multiple,sparse,random,BRKGA
16,194,37442,20,120,SOL-STATS,92,28714,43.071,6372,38.232,20,53,887,77,4,multiple,sparse,random,BRKGA
17,155,23870,20,120,SOL-STATS,82,28305,42.4575,5213,31.278,20,54,860,75,4,multiple,sparse,random,BRKGA
18,157,24492,20,120,SOL-STATS,86,28249,42.3735,4973,29.838,20,53,854,77,4,multiple,sparse,random,BRKGA
19,151,22650,20,120,SOL-STATS,87,28611,42.9165,5308,31.848,20,55,868,69,4,multiple,sparse,random,BRKGA
1,54,2862,5,120,SOL-STATS,24,19294,28.941,1526,9.156,5,8,518,0,0,multiple,sparse,random,BRKGA
20,156,24180,20,120,SOL-STATS,70,28361,42.5415,5414,32.484,20,53,858,79,4,multiple,sparse,random,BRKGA
21,194,37442,25,120,SOL-STATS,97,31448,47.172,7409,44.454,25,59,965,120,1,multiple,sparse,random,BRKGA
22,193,37056,25,120,SOL-STATS,83,31134,46.701,7352,44.112,25,57,910,134,1,multiple,sparse,random,BRKGA
23,196,38220,25,120,SOL-STATS,109,29839,44.7585,7147,42.882,25,62,889,121,1,multiple,sparse,random,BRKGA
24,193,37056,25,120,SOL-STATS,121,31280,46.92,7399,44.394,25,57,931,120,1,multiple,sparse,random,BRKGA
25,193,37056,25,120,SOL-STATS,98,30067,45.1005,7650,45.9,25,58,879,118,1,multiple,sparse,random,BRKGA
26,239,56882,30,120,SOL-STATS,120,31375,47.0625,9137,54.822,30,91,963,171,23,multiple,sparse,random,BRKGA
27,326,105950,30,120,SOL-STATS,134,42569,63.8535,8517,51.102,29,139,1318,429,36,multiple,sparse,random,BRKGA
28,235,54990,30,120,SOL-STATS,104,29547,44.3205,8885,53.31,30,88,900,114,0,multiple,sparse,random,BRKGA
29,234,54522,30,120,SOL-STATS,105,31572,47.358,8799,52.794,30,98,948,155,6,multiple,sparse,random,BRKGA
2,59,3422,5,120,SOL-STATS,25,18224,27.336,1263,7.578,5,11,517,0,0,multiple,sparse,random,BRKGA
30,228,51756,30,120,SOL-STATS,123,30541,45.8115,8691,52.146,30,98,929,138,6,multiple,sparse,random,BRKGA
31,244,59292,35,120,SOL-STATS,146,31426,47.139,10286,61.716,35,79,940,146,3,multiple,sparse,random,BRKGA
32,289,83232,35,120,SOL-STATS,129,30187,45.2805,10505,63.03,35,105,906,105,4,multiple,sparse,random,BRKGA
33,265,69960,35,120,SOL-STATS,145,30131,45.1965,10651,63.906,35,107,896,135,2,multiple,sparse,random,BRKGA
34,250,62250,35,120,SOL-STATS,132,30793,46.1895,10227,61.362,35,81,934,140,4,multiple,sparse,random,BRKGA
35,245,59780,35,120,SOL-STATS,140,33131,49.6965,10242,61.452,35,79,964,163,3,multiple,sparse,random,BRKGA
36,303,91506,40,120,SOL-STATS,164,30721,46.0815,11955,71.73,39,141,973,102,10,multiple,sparse,random,BRKGA
37,310,95790,40,120,SOL-STATS,156,30803,46.2045,11881,71.286,38,121,971,103,10,multiple,sparse,random,BRKGA
38,303,91506,40,120,SOL-STATS,157,32040,48.06,11990,71.94,39,187,1013,119,106,multiple,sparse,random,BRKGA
39,303,91506,40,120,SOL-STATS,169,30717,46.0755,12239,73.434,39,133,969,101,7,multiple,sparse,random,BRKGA
3,48,2256,5,120,SOL-STATS,23,20139,30.2085,1027,6.162,5,8,548,9,0,multiple,sparse,random,BRKGA
40,303,91506,40,120,SOL-STATS,184,31180,46.77,12152,72.912,39,133,960,110,7,multiple,sparse,random,BRKGA
41,324,104652,45,120,SOL-STATS,185,31292,46.938,12161,72.966,42,140,924,74,2,multiple,sparse,random,BRKGA
42,345,118680,45,120,SOL-STATS,162,33429,50.1435,11636,69.816,38,125,991,98,2,multiple,sparse,random,BRKGA
43,337,113232,45,120,SOL-STATS,159,31701,47.5515,11968,71.808,39,140,874,75,28,multiple,sparse,random,BRKGA
44,343,117306,45,120,SOL-STATS,190,31306,46.959,12164,72.984,40,132,912,97,2,multiple,sparse,random,BRKGA
45,327,106602,45,120,SOL-STATS,168,29610,44.415,12588,75.528,41,149,816,104,28,multiple,sparse,random,BRKGA
46,367,134322,50,120,SOL-STATS,190,32572,48.858,11831,70.986,41,145,954,108,20,multiple,sparse,random,BRKGA
47,367,134322,50,120,SOL-STATS,180,35483,53.2245,11052,66.312,37,148,1062,185,10,multiple,sparse,random,BRKGA
48,371,137270,50,120,SOL-STATS,206,32118,48.177,11970,71.82,42,129,922,102,9,multiple,sparse,random,BRKGA
49,367,134322,50,120,SOL-STATS,182,35810,53.715,11046,66.276,41,145,1071,228,76,multiple,sparse,random,BRKGA
4,45,1980,5,120,SOL-STATS,17,19544,29.316,1058,6.348,5,8,563,0,0,multiple,sparse,random,BRKGA
50,367,134322,50,120,SOL-STATS,197,32653,48.9795,11675,70.05,42,152,966,107,20,multiple,sparse,random,BRKGA
51,399,158802,55,120,SOL-STATS,165,31340,47.01,12107,72.642,43,128,915,101,6,multiple,sparse,random,BRKGA
52,387,149382,55,120,SOL-STATS,182,32071,48.1065,11917,71.502,43,137,957,110,10,multiple,sparse,random,BRKGA
53,390,151710,55,120,SOL-STATS,188,37300,55.95,10637,63.822,40,178,1118,224,58,multiple,sparse,random,BRKGA
54,386,148610,55,120,SOL-STATS,213,32367,48.5505,11797,70.782,41,180,964,149,33,multiple,sparse,random,BRKGA
55,388,150156,55,120,SOL-STATS,199,33127,49.6905,11690,70.14,41,175,924,153,33,multiple,sparse,random,BRKGA
56,468,218556,60,120,SOL-STATS,173,28564,42.846,12321,73.926,38,128,856,22,3,multiple,sparse,random,BRKGA
57,414,170982,60,120,SOL-STATS,142,27909,41.8635,12917,77.502,42,122,826,20,2,multiple,sparse,random,BRKGA
58,489,238632,60,120,SOL-STATS,159,29405,44.1075,12423,74.538,37,141,942,20,2,multiple,sparse,random,BRKGA
59,473,223256,60,120,SOL-STATS,154,26916,40.374,13029,78.174,39,133,818,17,2,multiple,sparse,random,BRKGA
5,58,3306,5,120,SOL-STATS,21,20139,30.2085,1641,9.846,5,7,548,9,0,multiple,sparse,random,BRKGA
60,469,219492,60,120,SOL-STATS,140,27031,40.5465,13151,78.906,39,131,810,18,2,multiple,sparse,random,BRKGA
61,515,264710,65,120,SOL-STATS,178,19957,29.9355,13101,78.606,39,123,666,24,2,multiple,sparse,random,BRKGA
62,508,257556,65,120,SOL-STATS,165,19235,28.8525,13193,79.158,39,144,636,18,2,multiple,sparse,random,BRKGA
63,517,266772,65,120,SOL-STATS,176,21166,31.749,13229,79.374,39,124,698,23,2,multiple,sparse,random,BRKGA
64,513,262656,65,120,SOL-STATS,152,19477,29.2155,13218,79.308,39,135,638,19,2,multiple,sparse,random,BRKGA
65,533,283556,65,120,SOL-STATS,166,20351,30.5265,13424,80.544,39,136,690,10,2,multiple,sparse,random,BRKGA
66,531,281430,70,120,SOL-STATS,147,19588,29.382,14242,85.452,42,139,642,18,2,multiple,sparse,random,BRKGA
