Nodes: 253
Arcs: 684
Blocks: 88
UB: 945
LB: 945
Used Time: 64.2078
Used Insecticide: 6183.1
N. Nodes: 171
Runtime: 3.1116
X: 10 28
X: 12 18
X: 16 83
X: 17 12
X: 18 59
X: 23 24
X: 24 16
X: 28 32
X: 32 35
X: 35 85
X: 38 114
X: 39 45
X: 42 43
X: 43 38
X: 45 47
X: 47 48
X: 48 121
X: 49 42
X: 54 104
X: 55 56
X: 56 54
X: 59 60
X: 60 55
X: 79 49
X: 83 17
X: 85 23
X: 103 79
X: 104 103
X: 114 39
X: 121 210
X: 169 253
X: 210 211
X: 211 169
X: 253 10
Y: 10 50
Y: 10 85
Y: 16 23
Y: 16 87
Y: 17 22
Y: 17 27
Y: 23 1
Y: 23 86
Y: 28 20
Y: 35 17
Y: 38 49
Y: 38 55
Y: 43 34
Y: 45 30
Y: 47 31
Y: 47 35
Y: 47 72
Y: 49 56
Y: 56 73
Y: 60 38
Y: 79 58
Y: 79 69
Y: 83 24
Y: 83 25
Y: 83 26
Y: 104 36
Y: 121 47
